"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","seed","ob_nobs","ow_nobs"
30,1,0.6,0.3,0.01,50,9,23,1
30,1,0.6,0.3,0.01,50,10,15,1
30,1,0.6,0.3,0.01,50,11,15,1
30,1,0.6,0.3,0.01,50,12,23,1
30,1,0.6,0.3,0.01,50,13,15,1
30,1,0.6,0.3,0.01,50,14,15,1
30,1,0.6,0.3,0.01,50,15,15,1
30,1,0.6,0.3,0.01,50,16,23,1
30,1,0.6,0.3,0.01,50,17,15,1
30,1,0.6,0.3,0.01,50,18,23,1
30,1,0.6,0.3,0.01,50,19,15,1
30,1,0.6,0.3,0.01,50,20,23,1
30,1,0.6,0.3,0.01,50,21,23,1
30,1,0.6,0.3,0.01,50,22,15,1
30,1,0.6,0.3,0.01,50,23,36,1
30,1,0.6,0.3,0.01,50,24,23,1
30,1,0.6,0.3,0.01,50,25,15,1
30,1,0.6,0.3,0.01,50,26,23,1
30,1,0.6,0.3,0.01,50,27,23,1
30,1,0.6,0.3,0.01,50,28,15,1
30,1,0.6,0.3,0.01,50,29,15,1
30,1,0.6,0.3,0.01,50,30,15,1
30,1,0.6,0.3,0.01,50,31,15,1
30,1,0.6,0.3,0.01,50,32,15,1
30,1,0.6,0.3,0.01,50,33,23,1
30,1,0.6,0.3,0.01,50,34,23,1
30,1,0.6,0.3,0.01,50,35,23,1
30,1,0.6,0.3,0.01,50,36,23,1
30,1,0.6,0.3,0.01,50,37,15,1
30,1,0.6,0.3,0.01,50,38,23,1
30,1,0.6,0.3,0.01,50,39,15,1
30,1,0.6,0.3,0.01,50,40,23,1
30,1,0.6,0.3,0.01,50,41,23,1
30,1,0.6,0.3,0.01,50,42,23,1
30,1,0.6,0.3,0.01,50,43,23,1
30,1,0.6,0.3,0.01,50,44,23,1
30,1,0.6,0.3,0.01,50,45,23,1
30,1,0.6,0.3,0.01,50,46,15,1
30,1,0.6,0.3,0.01,50,47,23,1
30,1,0.6,0.3,0.01,50,48,23,1
30,1,0.6,0.3,0.01,50,49,23,1
30,1,0.6,0.3,0.01,50,50,15,1
60,1,0.6,0.3,0.01,50,1,15,1
60,1,0.6,0.3,0.01,50,2,15,1
60,1,0.6,0.3,0.01,50,3,15,1
60,1,0.6,0.3,0.01,50,4,9,1
60,1,0.6,0.3,0.01,50,5,15,1
60,1,0.6,0.3,0.01,50,6,15,1
60,1,0.6,0.3,0.01,50,7,15,1
60,1,0.6,0.3,0.01,50,8,23,1
60,1,0.6,0.3,0.01,50,9,15,1
60,1,0.6,0.3,0.01,50,10,15,1
60,1,0.6,0.3,0.01,50,11,15,1
60,1,0.6,0.3,0.01,50,12,15,1
60,1,0.6,0.3,0.01,50,13,9,1
60,1,0.6,0.3,0.01,50,14,15,1
60,1,0.6,0.3,0.01,50,15,9,1
60,1,0.6,0.3,0.01,50,16,15,1
60,1,0.6,0.3,0.01,50,17,15,1
60,1,0.6,0.3,0.01,50,18,15,1
60,1,0.6,0.3,0.01,50,19,15,1
60,1,0.6,0.3,0.01,50,20,15,1
60,1,0.6,0.3,0.01,50,21,15,1
60,1,0.6,0.3,0.01,50,22,15,1
60,1,0.6,0.3,0.01,50,23,15,1
60,1,0.6,0.3,0.01,50,24,15,1
60,1,0.6,0.3,0.01,50,25,15,1
60,1,0.6,0.3,0.01,50,26,15,1
60,1,0.6,0.3,0.01,50,27,15,1
60,1,0.6,0.3,0.01,50,28,15,1
60,1,0.6,0.3,0.01,50,29,15,1
60,1,0.6,0.3,0.01,50,30,15,1
60,1,0.6,0.3,0.01,50,31,15,1
60,1,0.6,0.3,0.01,50,32,9,1
60,1,0.6,0.3,0.01,50,33,23,1
60,1,0.6,0.3,0.01,50,34,15,1
60,1,0.6,0.3,0.01,50,35,15,1
60,1,0.6,0.3,0.01,50,36,9,1
60,1,0.6,0.3,0.01,50,37,15,1
60,1,0.6,0.3,0.01,50,38,15,1
60,1,0.6,0.3,0.01,50,39,15,1
60,1,0.6,0.3,0.01,50,40,15,1
60,1,0.6,0.3,0.01,50,41,23,1
60,1,0.6,0.3,0.01,50,42,15,1
60,1,0.6,0.3,0.01,50,43,15,1
60,1,0.6,0.3,0.01,50,44,15,1
60,1,0.6,0.3,0.01,50,45,15,1
60,1,0.6,0.3,0.01,50,46,15,1
60,1,0.6,0.3,0.01,50,47,15,1
60,1,0.6,0.3,0.01,50,48,15,1
60,1,0.6,0.3,0.01,50,49,15,1
60,1,0.6,0.3,0.01,50,50,15,1
100,1,0.6,0.3,0.01,50,1,15,1
100,1,0.6,0.3,0.01,50,2,15,1
100,1,0.6,0.3,0.01,50,3,15,1
100,1,0.6,0.3,0.01,50,4,9,1
100,1,0.6,0.3,0.01,50,5,15,1
100,1,0.6,0.3,0.01,50,6,15,1
100,1,0.6,0.3,0.01,50,7,15,1
100,1,0.6,0.3,0.01,50,8,15,1
100,1,0.6,0.3,0.01,50,9,15,1
100,1,0.6,0.3,0.01,50,10,15,1
100,1,0.6,0.3,0.01,50,11,15,1
100,1,0.6,0.3,0.01,50,12,9,1
100,1,0.6,0.3,0.01,50,13,9,1
100,1,0.6,0.3,0.01,50,14,15,1
100,1,0.6,0.3,0.01,50,15,9,1
100,1,0.6,0.3,0.01,50,16,15,1
100,1,0.6,0.3,0.01,50,17,15,1
100,1,0.6,0.3,0.01,50,18,9,1
100,1,0.6,0.3,0.01,50,19,15,1
100,1,0.6,0.3,0.01,50,20,15,1
100,1,0.6,0.3,0.01,50,21,15,1
100,1,0.6,0.3,0.01,50,22,9,1
100,1,0.6,0.3,0.01,50,23,15,1
100,1,0.6,0.3,0.01,50,24,15,1
100,1,0.6,0.3,0.01,50,25,15,1
100,1,0.6,0.3,0.01,50,26,15,1
100,1,0.6,0.3,0.01,50,27,15,1
100,1,0.6,0.3,0.01,50,28,15,1
100,1,0.6,0.3,0.01,50,29,15,1
100,1,0.6,0.3,0.01,50,30,9,1
100,1,0.6,0.3,0.01,50,31,15,1
100,1,0.6,0.3,0.01,50,32,15,1
100,1,0.6,0.3,0.01,50,33,15,1
100,1,0.6,0.3,0.01,50,34,15,1
100,1,0.6,0.3,0.01,50,35,15,1
100,1,0.6,0.3,0.01,50,36,9,1
100,1,0.6,0.3,0.01,50,37,9,1
100,1,0.6,0.3,0.01,50,38,15,1
100,1,0.6,0.3,0.01,50,39,15,1
100,1,0.6,0.3,0.01,50,40,23,1
100,1,0.6,0.3,0.01,50,41,15,1
100,1,0.6,0.3,0.01,50,42,15,1
100,1,0.6,0.3,0.01,50,43,15,1
100,1,0.6,0.3,0.01,50,44,15,1
100,1,0.6,0.3,0.01,50,45,15,1
100,1,0.6,0.3,0.01,50,46,6,1
100,1,0.6,0.3,0.01,50,47,15,1
100,1,0.6,0.3,0.01,50,48,15,1
100,1,0.6,0.3,0.01,50,49,15,1
100,1,0.6,0.3,0.01,50,50,15,1
10,1.5,0.6,0.3,0.01,50,1,139,1
10,1.5,0.6,0.3,0.01,50,2,88,1
10,1.5,0.6,0.3,0.01,50,3,139,1
10,1.5,0.6,0.3,0.01,50,4,88,1
10,1.5,0.6,0.3,0.01,50,5,36,1
10,1.5,0.6,0.3,0.01,50,6,57,1
10,1.5,0.6,0.3,0.01,50,7,88,1
10,1.5,0.6,0.3,0.01,50,8,88,1
10,1.5,0.6,0.3,0.01,50,9,88,1
10,1.5,0.6,0.3,0.01,50,10,88,1
10,1.5,0.6,0.3,0.01,50,11,57,1
10,1.5,0.6,0.3,0.01,50,12,57,1
10,1.5,0.6,0.3,0.01,50,13,88,1
10,1.5,0.6,0.3,0.01,50,14,57,1
10,1.5,0.6,0.3,0.01,50,15,88,1
10,1.5,0.6,0.3,0.01,50,16,88,1
10,1.5,0.6,0.3,0.01,50,17,88,1
10,1.5,0.6,0.3,0.01,50,18,88,1
10,1.5,0.6,0.3,0.01,50,19,57,1
10,1.5,0.6,0.3,0.01,50,20,88,1
10,1.5,0.6,0.3,0.01,50,21,88,1
10,1.5,0.6,0.3,0.01,50,22,57,1
10,1.5,0.6,0.3,0.01,50,23,88,1
10,1.5,0.6,0.3,0.01,50,24,57,1
10,1.5,0.6,0.3,0.01,50,25,88,1
10,1.5,0.6,0.3,0.01,50,26,88,1
10,1.5,0.6,0.3,0.01,50,27,57,1
10,1.5,0.6,0.3,0.01,50,28,57,1
10,1.5,0.6,0.3,0.01,50,29,88,1
10,1.5,0.6,0.3,0.01,50,30,139,1
10,1.5,0.6,0.3,0.01,50,31,57,1
10,1.5,0.6,0.3,0.01,50,32,23,1
10,1.5,0.6,0.3,0.01,50,33,88,1
10,1.5,0.6,0.3,0.01,50,34,139,1
10,1.5,0.6,0.3,0.01,50,35,57,1
10,1.5,0.6,0.3,0.01,50,36,217,1
10,1.5,0.6,0.3,0.01,50,37,139,1
10,1.5,0.6,0.3,0.01,50,38,88,1
10,1.5,0.6,0.3,0.01,50,39,36,1
10,1.5,0.6,0.3,0.01,50,40,57,1
10,1.5,0.6,0.3,0.01,50,41,57,1
10,1.5,0.6,0.3,0.01,50,42,88,1
10,1.5,0.6,0.3,0.01,50,43,139,1
10,1.5,0.6,0.3,0.01,50,44,88,1
10,1.5,0.6,0.3,0.01,50,45,88,1
10,1.5,0.6,0.3,0.01,50,46,57,1
10,1.5,0.6,0.3,0.01,50,47,88,1
10,1.5,0.6,0.3,0.01,50,48,88,1
10,1.5,0.6,0.3,0.01,50,49,36,1
10,1.5,0.6,0.3,0.01,50,50,139,1
30,1.5,0.6,0.3,0.01,50,1,23,1
30,1.5,0.6,0.3,0.01,50,2,23,1
30,1.5,0.6,0.3,0.01,50,3,23,1
30,1.5,0.6,0.3,0.01,50,4,36,1
30,1.5,0.6,0.3,0.01,50,5,23,1
30,1.5,0.6,0.3,0.01,50,6,23,1
30,1.5,0.6,0.3,0.01,50,7,23,1
30,1.5,0.6,0.3,0.01,50,8,36,1
30,1.5,0.6,0.3,0.01,50,9,23,1
30,1.5,0.6,0.3,0.01,50,10,23,1
30,1.5,0.6,0.3,0.01,50,11,23,1
30,1.5,0.6,0.3,0.01,50,12,23,1
30,1.5,0.6,0.3,0.01,50,13,23,1
30,1.5,0.6,0.3,0.01,50,14,23,1
30,1.5,0.6,0.3,0.01,50,15,23,1
30,1.5,0.6,0.3,0.01,50,16,36,1
30,1.5,0.6,0.3,0.01,50,17,23,1
30,1.5,0.6,0.3,0.01,50,18,36,1
30,1.5,0.6,0.3,0.01,50,19,15,1
30,1.5,0.6,0.3,0.01,50,20,23,1
30,1.5,0.6,0.3,0.01,50,21,23,1
30,1.5,0.6,0.3,0.01,50,22,23,1
30,1.5,0.6,0.3,0.01,50,23,23,1
30,1.5,0.6,0.3,0.01,50,24,36,1
30,1.5,0.6,0.3,0.01,50,25,23,1
30,1.5,0.6,0.3,0.01,50,26,23,1
30,1.5,0.6,0.3,0.01,50,27,23,1
30,1.5,0.6,0.3,0.01,50,28,23,1
30,1.5,0.6,0.3,0.01,50,29,36,1
30,1.5,0.6,0.3,0.01,50,30,23,1
30,1.5,0.6,0.3,0.01,50,31,23,1
30,1.5,0.6,0.3,0.01,50,32,15,1
30,1.5,0.6,0.3,0.01,50,33,36,1
30,1.5,0.6,0.3,0.01,50,34,36,1
30,1.5,0.6,0.3,0.01,50,35,23,1
30,1.5,0.6,0.3,0.01,50,36,23,1
30,1.5,0.6,0.3,0.01,50,37,23,1
30,1.5,0.6,0.3,0.01,50,38,36,1
30,1.5,0.6,0.3,0.01,50,39,9,1
30,1.5,0.6,0.3,0.01,50,40,36,1
30,1.5,0.6,0.3,0.01,50,41,23,1
30,1.5,0.6,0.3,0.01,50,42,23,1
30,1.5,0.6,0.3,0.01,50,43,36,1
30,1.5,0.6,0.3,0.01,50,44,23,1
30,1.5,0.6,0.3,0.01,50,45,36,1
30,1.5,0.6,0.3,0.01,50,46,23,1
30,1.5,0.6,0.3,0.01,50,47,23,1
30,1.5,0.6,0.3,0.01,50,48,23,1
30,1.5,0.6,0.3,0.01,50,49,23,1
30,1.5,0.6,0.3,0.01,50,50,36,1
60,1.5,0.6,0.3,0.01,50,1,23,1
60,1.5,0.6,0.3,0.01,50,2,9,1
60,1.5,0.6,0.3,0.01,50,3,15,1
60,1.5,0.6,0.3,0.01,50,4,23,1
60,1.5,0.6,0.3,0.01,50,5,15,1
60,1.5,0.6,0.3,0.01,50,6,15,1
60,1.5,0.6,0.3,0.01,50,7,15,1
60,1.5,0.6,0.3,0.01,50,8,23,1
60,1.5,0.6,0.3,0.01,50,9,15,1
60,1.5,0.6,0.3,0.01,50,10,15,1
60,1.5,0.6,0.3,0.01,50,11,15,1
60,1.5,0.6,0.3,0.01,50,12,15,1
60,1.5,0.6,0.3,0.01,50,13,15,1
60,1.5,0.6,0.3,0.01,50,14,23,1
60,1.5,0.6,0.3,0.01,50,15,15,1
60,1.5,0.6,0.3,0.01,50,16,23,1
60,1.5,0.6,0.3,0.01,50,17,23,1
60,1.5,0.6,0.3,0.01,50,18,15,1
60,1.5,0.6,0.3,0.01,50,19,15,1
60,1.5,0.6,0.3,0.01,50,20,15,1
60,1.5,0.6,0.3,0.01,50,21,15,1
60,1.5,0.6,0.3,0.01,50,22,15,1
60,1.5,0.6,0.3,0.01,50,23,23,1
60,1.5,0.6,0.3,0.01,50,24,23,1
60,1.5,0.6,0.3,0.01,50,25,15,1
60,1.5,0.6,0.3,0.01,50,26,23,1
60,1.5,0.6,0.3,0.01,50,27,23,1
60,1.5,0.6,0.3,0.01,50,28,15,1
60,1.5,0.6,0.3,0.01,50,29,15,1
60,1.5,0.6,0.3,0.01,50,30,15,1
60,1.5,0.6,0.3,0.01,50,31,15,1
60,1.5,0.6,0.3,0.01,50,32,15,1
60,1.5,0.6,0.3,0.01,50,33,23,1
60,1.5,0.6,0.3,0.01,50,34,23,1
60,1.5,0.6,0.3,0.01,50,35,23,1
60,1.5,0.6,0.3,0.01,50,36,15,1
60,1.5,0.6,0.3,0.01,50,37,15,1
60,1.5,0.6,0.3,0.01,50,38,23,1
60,1.5,0.6,0.3,0.01,50,39,6,1
60,1.5,0.6,0.3,0.01,50,40,23,1
60,1.5,0.6,0.3,0.01,50,41,23,1
60,1.5,0.6,0.3,0.01,50,42,15,1
60,1.5,0.6,0.3,0.01,50,43,23,1
60,1.5,0.6,0.3,0.01,50,44,23,1
60,1.5,0.6,0.3,0.01,50,45,4,1
60,1.5,0.6,0.3,0.01,50,46,15,1
60,1.5,0.6,0.3,0.01,50,47,15,1
60,1.5,0.6,0.3,0.01,50,48,15,1
60,1.5,0.6,0.3,0.01,50,49,23,1
60,1.5,0.6,0.3,0.01,50,50,15,1
100,1.5,0.6,0.3,0.01,50,1,9,1
100,1.5,0.6,0.3,0.01,50,2,23,1
100,1.5,0.6,0.3,0.01,50,3,23,1
100,1.5,0.6,0.3,0.01,50,4,23,1
100,1.5,0.6,0.3,0.01,50,5,15,1
100,1.5,0.6,0.3,0.01,50,6,15,1
100,1.5,0.6,0.3,0.01,50,7,15,1
100,1.5,0.6,0.3,0.01,50,8,15,1
100,1.5,0.6,0.3,0.01,50,9,15,1
100,1.5,0.6,0.3,0.01,50,10,15,1
100,1.5,0.6,0.3,0.01,50,11,15,1
100,1.5,0.6,0.3,0.01,50,12,15,1
100,1.5,0.6,0.3,0.01,50,13,15,1
100,1.5,0.6,0.3,0.01,50,14,23,1
100,1.5,0.6,0.3,0.01,50,15,15,1
100,1.5,0.6,0.3,0.01,50,16,15,1
100,1.5,0.6,0.3,0.01,50,17,23,1
100,1.5,0.6,0.3,0.01,50,18,15,1
100,1.5,0.6,0.3,0.01,50,19,4,1
100,1.5,0.6,0.3,0.01,50,20,15,1
100,1.5,0.6,0.3,0.01,50,21,15,1
100,1.5,0.6,0.3,0.01,50,22,15,1
100,1.5,0.6,0.3,0.01,50,23,15,1
100,1.5,0.6,0.3,0.01,50,24,15,1
100,1.5,0.6,0.3,0.01,50,25,15,1
100,1.5,0.6,0.3,0.01,50,26,15,1
100,1.5,0.6,0.3,0.01,50,27,15,1
100,1.5,0.6,0.3,0.01,50,28,9,1
100,1.5,0.6,0.3,0.01,50,29,15,1
100,1.5,0.6,0.3,0.01,50,30,15,1
100,1.5,0.6,0.3,0.01,50,31,15,1
100,1.5,0.6,0.3,0.01,50,32,9,1
100,1.5,0.6,0.3,0.01,50,33,15,1
100,1.5,0.6,0.3,0.01,50,34,23,1
100,1.5,0.6,0.3,0.01,50,35,15,1
100,1.5,0.6,0.3,0.01,50,36,15,1
100,1.5,0.6,0.3,0.01,50,37,15,1
100,1.5,0.6,0.3,0.01,50,38,15,1
100,1.5,0.6,0.3,0.01,50,39,15,1
100,1.5,0.6,0.3,0.01,50,40,15,1
100,1.5,0.6,0.3,0.01,50,41,15,1
100,1.5,0.6,0.3,0.01,50,42,15,1
100,1.5,0.6,0.3,0.01,50,43,15,1
100,1.5,0.6,0.3,0.01,50,44,15,1
100,1.5,0.6,0.3,0.01,50,45,15,1
100,1.5,0.6,0.3,0.01,50,46,15,1
100,1.5,0.6,0.3,0.01,50,47,23,1
100,1.5,0.6,0.3,0.01,50,48,15,1
100,1.5,0.6,0.3,0.01,50,49,23,1
100,1.5,0.6,0.3,0.01,50,50,15,1
10,0.5,0.7,0.3,0.01,50,1,23,1
10,0.5,0.7,0.3,0.01,50,2,23,1
10,0.5,0.7,0.3,0.01,50,3,36,1
10,0.5,0.7,0.3,0.01,50,4,36,1
10,0.5,0.7,0.3,0.01,50,5,23,1
10,0.5,0.7,0.3,0.01,50,6,36,1
10,0.5,0.7,0.3,0.01,50,7,36,1
10,0.5,0.7,0.3,0.01,50,8,36,1
10,0.5,0.7,0.3,0.01,50,9,23,1
10,0.5,0.7,0.3,0.01,50,10,23,1
10,0.5,0.7,0.3,0.01,50,11,36,1
10,0.5,0.7,0.3,0.01,50,12,23,1
10,0.5,0.7,0.3,0.01,50,13,36,1
10,0.5,0.7,0.3,0.01,50,14,36,1
10,0.5,0.7,0.3,0.01,50,15,36,1
10,0.5,0.7,0.3,0.01,50,16,23,1
10,0.5,0.7,0.3,0.01,50,17,36,1
10,0.5,0.7,0.3,0.01,50,18,36,1
10,0.5,0.7,0.3,0.01,50,19,23,1
10,0.5,0.7,0.3,0.01,50,20,36,1
10,0.5,0.7,0.3,0.01,50,21,23,1
10,0.5,0.7,0.3,0.01,50,22,36,1
10,0.5,0.7,0.3,0.01,50,23,15,1
10,0.5,0.7,0.3,0.01,50,24,36,1
10,0.5,0.7,0.3,0.01,50,25,23,1
10,0.5,0.7,0.3,0.01,50,26,23,1
10,0.5,0.7,0.3,0.01,50,27,23,1
10,0.5,0.7,0.3,0.01,50,28,36,1
10,0.5,0.7,0.3,0.01,50,29,36,1
10,0.5,0.7,0.3,0.01,50,30,36,1
10,0.5,0.7,0.3,0.01,50,31,23,1
10,0.5,0.7,0.3,0.01,50,32,36,1
10,0.5,0.7,0.3,0.01,50,33,36,1
10,0.5,0.7,0.3,0.01,50,34,36,1
10,0.5,0.7,0.3,0.01,50,35,23,1
10,0.5,0.7,0.3,0.01,50,36,23,1
10,0.5,0.7,0.3,0.01,50,37,23,1
10,0.5,0.7,0.3,0.01,50,38,23,1
10,0.5,0.7,0.3,0.01,50,39,36,1
10,0.5,0.7,0.3,0.01,50,40,23,1
10,0.5,0.7,0.3,0.01,50,41,36,1
10,0.5,0.7,0.3,0.01,50,42,23,1
10,0.5,0.7,0.3,0.01,50,43,36,1
10,0.5,0.7,0.3,0.01,50,44,23,1
10,0.5,0.7,0.3,0.01,50,45,23,1
10,0.5,0.7,0.3,0.01,50,46,36,1
10,0.5,0.7,0.3,0.01,50,47,36,1
10,0.5,0.7,0.3,0.01,50,48,23,1
10,0.5,0.7,0.3,0.01,50,49,36,1
10,0.5,0.7,0.3,0.01,50,50,36,1
30,0.5,0.7,0.3,0.01,50,1,9,1
30,0.5,0.7,0.3,0.01,50,2,15,1
30,0.5,0.7,0.3,0.01,50,3,15,1
30,0.5,0.7,0.3,0.01,50,4,9,1
30,0.5,0.7,0.3,0.01,50,5,9,1
30,0.5,0.7,0.3,0.01,50,6,15,1
30,0.5,0.7,0.3,0.01,50,7,15,1
30,0.5,0.7,0.3,0.01,50,8,15,1
30,0.5,0.7,0.3,0.01,50,9,15,1
30,0.5,0.7,0.3,0.01,50,10,15,1
30,0.5,0.7,0.3,0.01,50,11,9,1
30,0.5,0.7,0.3,0.01,50,12,15,1
30,0.5,0.7,0.3,0.01,50,13,9,1
30,0.5,0.7,0.3,0.01,50,14,15,1
30,0.5,0.7,0.3,0.01,50,15,15,1
30,0.5,0.7,0.3,0.01,50,16,15,1
30,0.5,0.7,0.3,0.01,50,17,15,1
30,0.5,0.7,0.3,0.01,50,18,15,1
30,0.5,0.7,0.3,0.01,50,19,15,1
30,0.5,0.7,0.3,0.01,50,20,15,1
30,0.5,0.7,0.3,0.01,50,21,15,1
30,0.5,0.7,0.3,0.01,50,22,15,1
30,0.5,0.7,0.3,0.01,50,23,9,1
30,0.5,0.7,0.3,0.01,50,24,15,1
30,0.5,0.7,0.3,0.01,50,25,9,1
30,0.5,0.7,0.3,0.01,50,26,15,1
30,0.5,0.7,0.3,0.01,50,27,15,1
30,0.5,0.7,0.3,0.01,50,28,9,1
30,0.5,0.7,0.3,0.01,50,29,15,1
30,0.5,0.7,0.3,0.01,50,30,9,1
30,0.5,0.7,0.3,0.01,50,31,15,1
30,0.5,0.7,0.3,0.01,50,32,15,1
30,0.5,0.7,0.3,0.01,50,33,15,1
30,0.5,0.7,0.3,0.01,50,34,15,1
30,0.5,0.7,0.3,0.01,50,35,15,1
30,0.5,0.7,0.3,0.01,50,36,15,1
30,0.5,0.7,0.3,0.01,50,37,15,1
30,0.5,0.7,0.3,0.01,50,38,15,1
30,0.5,0.7,0.3,0.01,50,39,15,1
30,0.5,0.7,0.3,0.01,50,40,15,1
30,0.5,0.7,0.3,0.01,50,41,15,1
30,0.5,0.7,0.3,0.01,50,42,9,1
30,0.5,0.7,0.3,0.01,50,43,15,1
30,0.5,0.7,0.3,0.01,50,44,15,1
30,0.5,0.7,0.3,0.01,50,45,15,1
30,0.5,0.7,0.3,0.01,50,46,15,1
30,0.5,0.7,0.3,0.01,50,47,9,1
30,0.5,0.7,0.3,0.01,50,48,15,1
30,0.5,0.7,0.3,0.01,50,49,15,1
30,0.5,0.7,0.3,0.01,50,50,15,1
60,0.5,0.7,0.3,0.01,50,1,9,1
60,0.5,0.7,0.3,0.01,50,2,9,1
60,0.5,0.7,0.3,0.01,50,3,15,1
60,0.5,0.7,0.3,0.01,50,4,6,1
60,0.5,0.7,0.3,0.01,50,5,9,1
60,0.5,0.7,0.3,0.01,50,6,9,1
60,0.5,0.7,0.3,0.01,50,7,15,1
60,0.5,0.7,0.3,0.01,50,8,4,1
60,0.5,0.7,0.3,0.01,50,9,15,1
60,0.5,0.7,0.3,0.01,50,10,9,1
60,0.5,0.7,0.3,0.01,50,11,6,1
60,0.5,0.7,0.3,0.01,50,12,9,1
60,0.5,0.7,0.3,0.01,50,13,9,1
60,0.5,0.7,0.3,0.01,50,14,9,1
60,0.5,0.7,0.3,0.01,50,15,9,1
60,0.5,0.7,0.3,0.01,50,16,15,1
60,0.5,0.7,0.3,0.01,50,17,9,1
60,0.5,0.7,0.3,0.01,50,18,15,1
60,0.5,0.7,0.3,0.01,50,19,9,1
60,0.5,0.7,0.3,0.01,50,20,9,1
60,0.5,0.7,0.3,0.01,50,21,15,1
60,0.5,0.7,0.3,0.01,50,22,9,1
60,0.5,0.7,0.3,0.01,50,23,9,1
60,0.5,0.7,0.3,0.01,50,24,9,1
60,0.5,0.7,0.3,0.01,50,25,9,1
60,0.5,0.7,0.3,0.01,50,26,9,1
60,0.5,0.7,0.3,0.01,50,27,9,1
60,0.5,0.7,0.3,0.01,50,28,9,1
60,0.5,0.7,0.3,0.01,50,29,6,1
60,0.5,0.7,0.3,0.01,50,30,9,1
60,0.5,0.7,0.3,0.01,50,31,9,1
60,0.5,0.7,0.3,0.01,50,32,9,1
60,0.5,0.7,0.3,0.01,50,33,6,1
60,0.5,0.7,0.3,0.01,50,34,9,1
60,0.5,0.7,0.3,0.01,50,35,15,1
60,0.5,0.7,0.3,0.01,50,36,9,1
60,0.5,0.7,0.3,0.01,50,37,9,1
60,0.5,0.7,0.3,0.01,50,38,9,1
60,0.5,0.7,0.3,0.01,50,39,15,1
60,0.5,0.7,0.3,0.01,50,40,15,1
60,0.5,0.7,0.3,0.01,50,41,15,1
60,0.5,0.7,0.3,0.01,50,42,9,1
60,0.5,0.7,0.3,0.01,50,43,9,1
60,0.5,0.7,0.3,0.01,50,44,15,1
60,0.5,0.7,0.3,0.01,50,45,15,1
60,0.5,0.7,0.3,0.01,50,46,9,1
60,0.5,0.7,0.3,0.01,50,47,9,1
60,0.5,0.7,0.3,0.01,50,48,15,1
60,0.5,0.7,0.3,0.01,50,49,9,1
60,0.5,0.7,0.3,0.01,50,50,9,1
100,0.5,0.7,0.3,0.01,50,1,6,1
100,0.5,0.7,0.3,0.01,50,2,9,1
100,0.5,0.7,0.3,0.01,50,3,9,1
100,0.5,0.7,0.3,0.01,50,4,6,1
100,0.5,0.7,0.3,0.01,50,5,9,1
100,0.5,0.7,0.3,0.01,50,6,9,1
100,0.5,0.7,0.3,0.01,50,7,9,1
100,0.5,0.7,0.3,0.01,50,8,4,1
100,0.5,0.7,0.3,0.01,50,9,9,1
100,0.5,0.7,0.3,0.01,50,10,9,1
100,0.5,0.7,0.3,0.01,50,11,4,1
100,0.5,0.7,0.3,0.01,50,12,9,1
100,0.5,0.7,0.3,0.01,50,13,9,1
100,0.5,0.7,0.3,0.01,50,14,9,1
100,0.5,0.7,0.3,0.01,50,15,9,1
100,0.5,0.7,0.3,0.01,50,16,9,1
100,0.5,0.7,0.3,0.01,50,17,9,1
100,0.5,0.7,0.3,0.01,50,18,15,1
100,0.5,0.7,0.3,0.01,50,19,9,1
100,0.5,0.7,0.3,0.01,50,20,6,1
100,0.5,0.7,0.3,0.01,50,21,9,1
100,0.5,0.7,0.3,0.01,50,22,9,1
100,0.5,0.7,0.3,0.01,50,23,9,1
100,0.5,0.7,0.3,0.01,50,24,9,1
100,0.5,0.7,0.3,0.01,50,25,9,1
100,0.5,0.7,0.3,0.01,50,26,9,1
100,0.5,0.7,0.3,0.01,50,27,9,1
100,0.5,0.7,0.3,0.01,50,28,9,1
100,0.5,0.7,0.3,0.01,50,29,6,1
100,0.5,0.7,0.3,0.01,50,30,9,1
100,0.5,0.7,0.3,0.01,50,31,9,1
100,0.5,0.7,0.3,0.01,50,32,9,1
100,0.5,0.7,0.3,0.01,50,33,6,1
100,0.5,0.7,0.3,0.01,50,34,9,1
100,0.5,0.7,0.3,0.01,50,35,9,1
100,0.5,0.7,0.3,0.01,50,36,6,1
100,0.5,0.7,0.3,0.01,50,37,6,1
100,0.5,0.7,0.3,0.01,50,38,9,1
100,0.5,0.7,0.3,0.01,50,39,9,1
100,0.5,0.7,0.3,0.01,50,40,9,1
100,0.5,0.7,0.3,0.01,50,41,15,1
100,0.5,0.7,0.3,0.01,50,42,9,1
100,0.5,0.7,0.3,0.01,50,43,9,1
100,0.5,0.7,0.3,0.01,50,44,9,1
100,0.5,0.7,0.3,0.01,50,45,15,1
100,0.5,0.7,0.3,0.01,50,46,9,1
100,0.5,0.7,0.3,0.01,50,47,9,1
100,0.5,0.7,0.3,0.01,50,48,9,1
100,0.5,0.7,0.3,0.01,50,49,9,1
100,0.5,0.7,0.3,0.01,50,50,4,1
10,1,0.7,0.3,0.01,50,1,36,1
10,1,0.7,0.3,0.01,50,2,36,1
10,1,0.7,0.3,0.01,50,3,36,1
10,1,0.7,0.3,0.01,50,4,23,1
10,1,0.7,0.3,0.01,50,5,23,1
10,1,0.7,0.3,0.01,50,6,36,1
