"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","seed","ob_nobs","ow_nobs"
60,0.5,0.5,0.2,0.1,50,4,9,4
60,0.5,0.5,0.2,0.1,50,5,15,4
60,0.5,0.5,0.2,0.1,50,6,9,4
60,0.5,0.5,0.2,0.1,50,7,15,4
60,0.5,0.5,0.2,0.1,50,8,9,4
60,0.5,0.5,0.2,0.1,50,9,9,4
60,0.5,0.5,0.2,0.1,50,10,15,4
60,0.5,0.5,0.2,0.1,50,11,15,4
60,0.5,0.5,0.2,0.1,50,12,15,4
60,0.5,0.5,0.2,0.1,50,13,15,4
60,0.5,0.5,0.2,0.1,50,14,15,4
60,0.5,0.5,0.2,0.1,50,15,9,4
60,0.5,0.5,0.2,0.1,50,16,15,4
60,0.5,0.5,0.2,0.1,50,17,9,4
60,0.5,0.5,0.2,0.1,50,18,15,4
60,0.5,0.5,0.2,0.1,50,19,15,4
60,0.5,0.5,0.2,0.1,50,20,15,4
60,0.5,0.5,0.2,0.1,50,21,15,4
60,0.5,0.5,0.2,0.1,50,22,15,4
60,0.5,0.5,0.2,0.1,50,23,9,4
60,0.5,0.5,0.2,0.1,50,24,9,4
60,0.5,0.5,0.2,0.1,50,25,9,4
60,0.5,0.5,0.2,0.1,50,26,15,4
60,0.5,0.5,0.2,0.1,50,27,9,4
60,0.5,0.5,0.2,0.1,50,28,15,4
60,0.5,0.5,0.2,0.1,50,29,15,4
60,0.5,0.5,0.2,0.1,50,30,9,4
60,0.5,0.5,0.2,0.1,50,31,15,4
60,0.5,0.5,0.2,0.1,50,32,15,4
60,0.5,0.5,0.2,0.1,50,33,15,4
60,0.5,0.5,0.2,0.1,50,34,6,4
60,0.5,0.5,0.2,0.1,50,35,9,4
60,0.5,0.5,0.2,0.1,50,36,15,4
60,0.5,0.5,0.2,0.1,50,37,9,4
60,0.5,0.5,0.2,0.1,50,38,9,4
60,0.5,0.5,0.2,0.1,50,39,15,4
60,0.5,0.5,0.2,0.1,50,40,9,4
60,0.5,0.5,0.2,0.1,50,41,15,4
60,0.5,0.5,0.2,0.1,50,42,15,4
60,0.5,0.5,0.2,0.1,50,43,15,4
60,0.5,0.5,0.2,0.1,50,44,9,4
60,0.5,0.5,0.2,0.1,50,45,9,4
60,0.5,0.5,0.2,0.1,50,46,9,4
60,0.5,0.5,0.2,0.1,50,47,15,4
60,0.5,0.5,0.2,0.1,50,48,15,4
60,0.5,0.5,0.2,0.1,50,49,6,4
60,0.5,0.5,0.2,0.1,50,50,15,4
100,0.5,0.5,0.2,0.1,50,1,15,4
100,0.5,0.5,0.2,0.1,50,2,9,4
100,0.5,0.5,0.2,0.1,50,3,15,4
100,0.5,0.5,0.2,0.1,50,4,9,4
100,0.5,0.5,0.2,0.1,50,5,9,4
100,0.5,0.5,0.2,0.1,50,6,9,4
100,0.5,0.5,0.2,0.1,50,7,9,4
100,0.5,0.5,0.2,0.1,50,8,6,4
100,0.5,0.5,0.2,0.1,50,9,9,4
100,0.5,0.5,0.2,0.1,50,10,9,4
100,0.5,0.5,0.2,0.1,50,11,15,4
100,0.5,0.5,0.2,0.1,50,12,9,4
100,0.5,0.5,0.2,0.1,50,13,9,4
100,0.5,0.5,0.2,0.1,50,14,15,4
100,0.5,0.5,0.2,0.1,50,15,9,4
100,0.5,0.5,0.2,0.1,50,16,9,4
100,0.5,0.5,0.2,0.1,50,17,9,4
100,0.5,0.5,0.2,0.1,50,18,15,4
100,0.5,0.5,0.2,0.1,50,19,15,4
100,0.5,0.5,0.2,0.1,50,20,15,4
100,0.5,0.5,0.2,0.1,50,21,15,4
100,0.5,0.5,0.2,0.1,50,22,9,4
100,0.5,0.5,0.2,0.1,50,23,6,4
100,0.5,0.5,0.2,0.1,50,24,9,4
100,0.5,0.5,0.2,0.1,50,25,15,4
100,0.5,0.5,0.2,0.1,50,26,15,4
100,0.5,0.5,0.2,0.1,50,27,15,4
100,0.5,0.5,0.2,0.1,50,28,15,4
100,0.5,0.5,0.2,0.1,50,29,15,4
100,0.5,0.5,0.2,0.1,50,30,6,4
100,0.5,0.5,0.2,0.1,50,31,15,4
100,0.5,0.5,0.2,0.1,50,32,15,4
100,0.5,0.5,0.2,0.1,50,33,15,4
100,0.5,0.5,0.2,0.1,50,34,6,4
100,0.5,0.5,0.2,0.1,50,35,9,4
100,0.5,0.5,0.2,0.1,50,36,15,4
100,0.5,0.5,0.2,0.1,50,37,9,4
100,0.5,0.5,0.2,0.1,50,38,9,4
100,0.5,0.5,0.2,0.1,50,39,6,4
100,0.5,0.5,0.2,0.1,50,40,9,4
100,0.5,0.5,0.2,0.1,50,41,15,4
100,0.5,0.5,0.2,0.1,50,42,15,4
100,0.5,0.5,0.2,0.1,50,43,15,4
100,0.5,0.5,0.2,0.1,50,44,9,4
100,0.5,0.5,0.2,0.1,50,45,9,4
100,0.5,0.5,0.2,0.1,50,46,9,4
100,0.5,0.5,0.2,0.1,50,47,15,4
100,0.5,0.5,0.2,0.1,50,48,15,4
100,0.5,0.5,0.2,0.1,50,49,15,4
100,0.5,0.5,0.2,0.1,50,50,15,4
10,1,0.5,0.2,0.1,50,1,36,4
10,1,0.5,0.2,0.1,50,2,36,4
10,1,0.5,0.2,0.1,50,3,57,4
10,1,0.5,0.2,0.1,50,4,57,4
10,1,0.5,0.2,0.1,50,5,57,4
10,1,0.5,0.2,0.1,50,6,36,4
10,1,0.5,0.2,0.1,50,7,57,4
10,1,0.5,0.2,0.1,50,8,57,4
10,1,0.5,0.2,0.1,50,9,36,4
10,1,0.5,0.2,0.1,50,10,36,4
10,1,0.5,0.2,0.1,50,11,57,4
10,1,0.5,0.2,0.1,50,12,36,4
10,1,0.5,0.2,0.1,50,13,57,4
10,1,0.5,0.2,0.1,50,14,36,4
10,1,0.5,0.2,0.1,50,15,36,4
10,1,0.5,0.2,0.1,50,16,57,4
10,1,0.5,0.2,0.1,50,17,36,4
10,1,0.5,0.2,0.1,50,18,57,4
10,1,0.5,0.2,0.1,50,19,36,4
10,1,0.5,0.2,0.1,50,20,57,4
10,1,0.5,0.2,0.1,50,21,57,4
10,1,0.5,0.2,0.1,50,22,36,4
10,1,0.5,0.2,0.1,50,23,57,4
10,1,0.5,0.2,0.1,50,24,36,4
10,1,0.5,0.2,0.1,50,25,57,4
10,1,0.5,0.2,0.1,50,26,36,4
10,1,0.5,0.2,0.1,50,27,57,4
10,1,0.5,0.2,0.1,50,28,36,4
10,1,0.5,0.2,0.1,50,29,57,4
10,1,0.5,0.2,0.1,50,30,57,4
10,1,0.5,0.2,0.1,50,31,57,4
10,1,0.5,0.2,0.1,50,32,36,4
10,1,0.5,0.2,0.1,50,33,57,4
10,1,0.5,0.2,0.1,50,34,36,4
10,1,0.5,0.2,0.1,50,35,57,4
10,1,0.5,0.2,0.1,50,36,36,4
10,1,0.5,0.2,0.1,50,37,88,4
10,1,0.5,0.2,0.1,50,38,36,4
10,1,0.5,0.2,0.1,50,39,36,4
10,1,0.5,0.2,0.1,50,40,36,4
10,1,0.5,0.2,0.1,50,41,36,4
10,1,0.5,0.2,0.1,50,42,36,4
10,1,0.5,0.2,0.1,50,43,36,4
10,1,0.5,0.2,0.1,50,44,57,4
10,1,0.5,0.2,0.1,50,45,36,4
10,1,0.5,0.2,0.1,50,46,57,4
10,1,0.5,0.2,0.1,50,47,57,4
10,1,0.5,0.2,0.1,50,48,36,4
10,1,0.5,0.2,0.1,50,49,36,4
10,1,0.5,0.2,0.1,50,50,57,4
30,1,0.5,0.2,0.1,50,1,15,4
30,1,0.5,0.2,0.1,50,2,23,4
30,1,0.5,0.2,0.1,50,3,23,4
30,1,0.5,0.2,0.1,50,4,15,4
30,1,0.5,0.2,0.1,50,5,9,4
30,1,0.5,0.2,0.1,50,6,15,4
30,1,0.5,0.2,0.1,50,7,23,4
30,1,0.5,0.2,0.1,50,8,15,4
30,1,0.5,0.2,0.1,50,9,15,4
30,1,0.5,0.2,0.1,50,10,15,4
30,1,0.5,0.2,0.1,50,11,23,4
30,1,0.5,0.2,0.1,50,12,9,4
30,1,0.5,0.2,0.1,50,13,15,4
30,1,0.5,0.2,0.1,50,14,15,4
30,1,0.5,0.2,0.1,50,15,9,4
30,1,0.5,0.2,0.1,50,16,23,4
30,1,0.5,0.2,0.1,50,17,15,4
30,1,0.5,0.2,0.1,50,18,23,4
30,1,0.5,0.2,0.1,50,19,15,4
30,1,0.5,0.2,0.1,50,20,23,4
30,1,0.5,0.2,0.1,50,21,23,4
30,1,0.5,0.2,0.1,50,22,15,4
30,1,0.5,0.2,0.1,50,23,23,4
30,1,0.5,0.2,0.1,50,24,23,4
30,1,0.5,0.2,0.1,50,25,15,4
30,1,0.5,0.2,0.1,50,26,15,4
30,1,0.5,0.2,0.1,50,27,23,4
30,1,0.5,0.2,0.1,50,28,15,4
30,1,0.5,0.2,0.1,50,29,23,4
30,1,0.5,0.2,0.1,50,30,23,4
30,1,0.5,0.2,0.1,50,31,15,4
30,1,0.5,0.2,0.1,50,32,23,4
30,1,0.5,0.2,0.1,50,33,23,4
30,1,0.5,0.2,0.1,50,34,15,4
30,1,0.5,0.2,0.1,50,35,15,4
30,1,0.5,0.2,0.1,50,36,15,4
30,1,0.5,0.2,0.1,50,37,15,4
30,1,0.5,0.2,0.1,50,38,23,4
30,1,0.5,0.2,0.1,50,39,9,4
30,1,0.5,0.2,0.1,50,40,15,4
30,1,0.5,0.2,0.1,50,41,15,4
30,1,0.5,0.2,0.1,50,42,15,4
30,1,0.5,0.2,0.1,50,43,15,4
30,1,0.5,0.2,0.1,50,44,15,4
30,1,0.5,0.2,0.1,50,45,15,4
30,1,0.5,0.2,0.1,50,46,15,4
30,1,0.5,0.2,0.1,50,47,23,4
30,1,0.5,0.2,0.1,50,48,15,4
30,1,0.5,0.2,0.1,50,49,15,4
30,1,0.5,0.2,0.1,50,50,15,4
60,1,0.5,0.2,0.1,50,1,15,4
60,1,0.5,0.2,0.1,50,2,15,4
60,1,0.5,0.2,0.1,50,3,15,4
60,1,0.5,0.2,0.1,50,4,15,4
60,1,0.5,0.2,0.1,50,5,15,4
60,1,0.5,0.2,0.1,50,6,15,4
60,1,0.5,0.2,0.1,50,7,15,4
60,1,0.5,0.2,0.1,50,8,15,4
60,1,0.5,0.2,0.1,50,9,15,4
60,1,0.5,0.2,0.1,50,10,15,4
60,1,0.5,0.2,0.1,50,11,15,4
60,1,0.5,0.2,0.1,50,12,15,4
60,1,0.5,0.2,0.1,50,13,15,4
60,1,0.5,0.2,0.1,50,14,15,4
60,1,0.5,0.2,0.1,50,15,15,4
60,1,0.5,0.2,0.1,50,16,15,4
60,1,0.5,0.2,0.1,50,17,15,4
60,1,0.5,0.2,0.1,50,18,15,4
60,1,0.5,0.2,0.1,50,19,15,4
60,1,0.5,0.2,0.1,50,20,15,4
60,1,0.5,0.2,0.1,50,21,15,4
60,1,0.5,0.2,0.1,50,22,9,4
60,1,0.5,0.2,0.1,50,23,15,4
60,1,0.5,0.2,0.1,50,24,15,4
60,1,0.5,0.2,0.1,50,25,15,4
60,1,0.5,0.2,0.1,50,26,15,4
60,1,0.5,0.2,0.1,50,27,15,4
60,1,0.5,0.2,0.1,50,28,15,4
60,1,0.5,0.2,0.1,50,29,15,4
60,1,0.5,0.2,0.1,50,30,9,4
60,1,0.5,0.2,0.1,50,31,15,4
60,1,0.5,0.2,0.1,50,32,15,4
60,1,0.5,0.2,0.1,50,33,23,4
60,1,0.5,0.2,0.1,50,34,15,4
60,1,0.5,0.2,0.1,50,35,15,4
60,1,0.5,0.2,0.1,50,36,9,4
60,1,0.5,0.2,0.1,50,37,15,4
60,1,0.5,0.2,0.1,50,38,15,4
60,1,0.5,0.2,0.1,50,39,9,4
60,1,0.5,0.2,0.1,50,40,15,4
60,1,0.5,0.2,0.1,50,41,15,4
60,1,0.5,0.2,0.1,50,42,15,4
60,1,0.5,0.2,0.1,50,43,15,4
60,1,0.5,0.2,0.1,50,44,9,4
60,1,0.5,0.2,0.1,50,45,15,4
60,1,0.5,0.2,0.1,50,46,15,4
60,1,0.5,0.2,0.1,50,47,15,4
60,1,0.5,0.2,0.1,50,48,15,4
60,1,0.5,0.2,0.1,50,49,15,4
60,1,0.5,0.2,0.1,50,50,15,4
100,1,0.5,0.2,0.1,50,1,9,4
100,1,0.5,0.2,0.1,50,2,15,4
100,1,0.5,0.2,0.1,50,3,15,4
100,1,0.5,0.2,0.1,50,4,15,4
100,1,0.5,0.2,0.1,50,5,15,4
100,1,0.5,0.2,0.1,50,6,9,4
100,1,0.5,0.2,0.1,50,7,15,4
100,1,0.5,0.2,0.1,50,8,15,4
100,1,0.5,0.2,0.1,50,9,9,4
100,1,0.5,0.2,0.1,50,10,15,4
100,1,0.5,0.2,0.1,50,11,15,4
100,1,0.5,0.2,0.1,50,12,15,4
100,1,0.5,0.2,0.1,50,13,9,4
100,1,0.5,0.2,0.1,50,14,15,4
100,1,0.5,0.2,0.1,50,15,15,4
100,1,0.5,0.2,0.1,50,16,15,4
100,1,0.5,0.2,0.1,50,17,15,4
100,1,0.5,0.2,0.1,50,18,15,4
100,1,0.5,0.2,0.1,50,19,9,4
100,1,0.5,0.2,0.1,50,20,15,4
100,1,0.5,0.2,0.1,50,21,9,4
100,1,0.5,0.2,0.1,50,22,9,4
100,1,0.5,0.2,0.1,50,23,15,4
100,1,0.5,0.2,0.1,50,24,15,4
100,1,0.5,0.2,0.1,50,25,15,4
100,1,0.5,0.2,0.1,50,26,15,4
100,1,0.5,0.2,0.1,50,27,15,4
100,1,0.5,0.2,0.1,50,28,15,4
100,1,0.5,0.2,0.1,50,29,15,4
100,1,0.5,0.2,0.1,50,30,15,4
100,1,0.5,0.2,0.1,50,31,15,4
100,1,0.5,0.2,0.1,50,32,15,4
100,1,0.5,0.2,0.1,50,33,15,4
100,1,0.5,0.2,0.1,50,34,15,4
100,1,0.5,0.2,0.1,50,35,15,4
100,1,0.5,0.2,0.1,50,36,9,4
100,1,0.5,0.2,0.1,50,37,15,4
100,1,0.5,0.2,0.1,50,38,9,4
100,1,0.5,0.2,0.1,50,39,9,4
100,1,0.5,0.2,0.1,50,40,15,4
100,1,0.5,0.2,0.1,50,41,15,4
100,1,0.5,0.2,0.1,50,42,9,4
100,1,0.5,0.2,0.1,50,43,15,4
100,1,0.5,0.2,0.1,50,44,9,4
100,1,0.5,0.2,0.1,50,45,15,4
100,1,0.5,0.2,0.1,50,46,9,4
100,1,0.5,0.2,0.1,50,47,15,4
100,1,0.5,0.2,0.1,50,48,9,4
100,1,0.5,0.2,0.1,50,49,9,4
100,1,0.5,0.2,0.1,50,50,15,4
10,1.5,0.5,0.2,0.1,50,1,57,4
10,1.5,0.5,0.2,0.1,50,2,139,4
10,1.5,0.5,0.2,0.1,50,3,57,4
10,1.5,0.5,0.2,0.1,50,4,217,4
10,1.5,0.5,0.2,0.1,50,5,139,4
10,1.5,0.5,0.2,0.1,50,6,57,4
10,1.5,0.5,0.2,0.1,50,7,88,4
10,1.5,0.5,0.2,0.1,50,8,88,4
10,1.5,0.5,0.2,0.1,50,9,57,4
10,1.5,0.5,0.2,0.1,50,10,36,4
10,1.5,0.5,0.2,0.1,50,11,139,4
10,1.5,0.5,0.2,0.1,50,12,88,4
10,1.5,0.5,0.2,0.1,50,13,139,4
10,1.5,0.5,0.2,0.1,50,14,57,4
10,1.5,0.5,0.2,0.1,50,15,36,4
10,1.5,0.5,0.2,0.1,50,16,139,4
10,1.5,0.5,0.2,0.1,50,17,88,4
10,1.5,0.5,0.2,0.1,50,18,88,4
10,1.5,0.5,0.2,0.1,50,19,23,4
10,1.5,0.5,0.2,0.1,50,20,217,4
10,1.5,0.5,0.2,0.1,50,21,88,4
10,1.5,0.5,0.2,0.1,50,22,88,4
10,1.5,0.5,0.2,0.1,50,23,88,4
10,1.5,0.5,0.2,0.1,50,24,57,4
10,1.5,0.5,0.2,0.1,50,25,139,4
10,1.5,0.5,0.2,0.1,50,26,139,4
10,1.5,0.5,0.2,0.1,50,27,88,4
10,1.5,0.5,0.2,0.1,50,28,88,4
10,1.5,0.5,0.2,0.1,50,29,57,4
10,1.5,0.5,0.2,0.1,50,30,139,4
10,1.5,0.5,0.2,0.1,50,31,88,4
10,1.5,0.5,0.2,0.1,50,32,88,4
10,1.5,0.5,0.2,0.1,50,33,57,4
10,1.5,0.5,0.2,0.1,50,34,88,4
10,1.5,0.5,0.2,0.1,50,35,139,4
10,1.5,0.5,0.2,0.1,50,36,57,4
10,1.5,0.5,0.2,0.1,50,37,139,4
10,1.5,0.5,0.2,0.1,50,38,139,4
10,1.5,0.5,0.2,0.1,50,39,23,4
10,1.5,0.5,0.2,0.1,50,40,57,4
10,1.5,0.5,0.2,0.1,50,41,57,4
10,1.5,0.5,0.2,0.1,50,42,57,4
10,1.5,0.5,0.2,0.1,50,43,88,4
10,1.5,0.5,0.2,0.1,50,44,88,4
10,1.5,0.5,0.2,0.1,50,45,57,4
10,1.5,0.5,0.2,0.1,50,46,139,4
10,1.5,0.5,0.2,0.1,50,47,139,4
10,1.5,0.5,0.2,0.1,50,48,88,4
10,1.5,0.5,0.2,0.1,50,49,57,4
10,1.5,0.5,0.2,0.1,50,50,217,4
30,1.5,0.5,0.2,0.1,50,1,23,4
30,1.5,0.5,0.2,0.1,50,2,23,4
30,1.5,0.5,0.2,0.1,50,3,23,4
30,1.5,0.5,0.2,0.1,50,4,23,4
30,1.5,0.5,0.2,0.1,50,5,9,4
30,1.5,0.5,0.2,0.1,50,6,15,4
30,1.5,0.5,0.2,0.1,50,7,36,4
30,1.5,0.5,0.2,0.1,50,8,23,4
30,1.5,0.5,0.2,0.1,50,9,23,4
30,1.5,0.5,0.2,0.1,50,10,36,4
30,1.5,0.5,0.2,0.1,50,11,36,4
30,1.5,0.5,0.2,0.1,50,12,23,4
30,1.5,0.5,0.2,0.1,50,13,23,4
30,1.5,0.5,0.2,0.1,50,14,23,4
30,1.5,0.5,0.2,0.1,50,15,15,4
30,1.5,0.5,0.2,0.1,50,16,36,4
30,1.5,0.5,0.2,0.1,50,17,23,4
30,1.5,0.5,0.2,0.1,50,18,36,4
30,1.5,0.5,0.2,0.1,50,19,23,4
30,1.5,0.5,0.2,0.1,50,20,57,4
30,1.5,0.5,0.2,0.1,50,21,15,4
30,1.5,0.5,0.2,0.1,50,22,23,4
30,1.5,0.5,0.2,0.1,50,23,23,4
30,1.5,0.5,0.2,0.1,50,24,23,4
30,1.5,0.5,0.2,0.1,50,25,23,4
30,1.5,0.5,0.2,0.1,50,26,15,4
30,1.5,0.5,0.2,0.1,50,27,23,4
30,1.5,0.5,0.2,0.1,50,28,23,4
30,1.5,0.5,0.2,0.1,50,29,36,4
30,1.5,0.5,0.2,0.1,50,30,23,4
30,1.5,0.5,0.2,0.1,50,31,23,4
30,1.5,0.5,0.2,0.1,50,32,15,4
30,1.5,0.5,0.2,0.1,50,33,36,4
30,1.5,0.5,0.2,0.1,50,34,36,4
30,1.5,0.5,0.2,0.1,50,35,23,4
30,1.5,0.5,0.2,0.1,50,36,23,4
30,1.5,0.5,0.2,0.1,50,37,36,4
30,1.5,0.5,0.2,0.1,50,38,23,4
30,1.5,0.5,0.2,0.1,50,39,15,4
30,1.5,0.5,0.2,0.1,50,40,23,4
30,1.5,0.5,0.2,0.1,50,41,6,4
30,1.5,0.5,0.2,0.1,50,42,15,4
30,1.5,0.5,0.2,0.1,50,43,23,4
30,1.5,0.5,0.2,0.1,50,44,23,4
30,1.5,0.5,0.2,0.1,50,45,23,4
30,1.5,0.5,0.2,0.1,50,46,36,4
30,1.5,0.5,0.2,0.1,50,47,36,4
30,1.5,0.5,0.2,0.1,50,48,15,4
30,1.5,0.5,0.2,0.1,50,49,23,4
30,1.5,0.5,0.2,0.1,50,50,23,4
60,1.5,0.5,0.2,0.1,50,1,15,4
60,1.5,0.5,0.2,0.1,50,2,15,4
60,1.5,0.5,0.2,0.1,50,3,15,4
60,1.5,0.5,0.2,0.1,50,4,23,4
60,1.5,0.5,0.2,0.1,50,5,15,4
60,1.5,0.5,0.2,0.1,50,6,15,4
60,1.5,0.5,0.2,0.1,50,7,36,4
60,1.5,0.5,0.2,0.1,50,8,15,4
60,1.5,0.5,0.2,0.1,50,9,9,4
60,1.5,0.5,0.2,0.1,50,10,23,4
60,1.5,0.5,0.2,0.1,50,11,23,4
60,1.5,0.5,0.2,0.1,50,12,15,4
60,1.5,0.5,0.2,0.1,50,13,15,4
60,1.5,0.5,0.2,0.1,50,14,23,4
60,1.5,0.5,0.2,0.1,50,15,15,4
60,1.5,0.5,0.2,0.1,50,16,23,4
60,1.5,0.5,0.2,0.1,50,17,15,4
60,1.5,0.5,0.2,0.1,50,18,23,4
60,1.5,0.5,0.2,0.1,50,19,15,4
60,1.5,0.5,0.2,0.1,50,20,23,4
60,1.5,0.5,0.2,0.1,50,21,15,4
60,1.5,0.5,0.2,0.1,50,22,23,4
60,1.5,0.5,0.2,0.1,50,23,23,4
60,1.5,0.5,0.2,0.1,50,24,15,4
60,1.5,0.5,0.2,0.1,50,25,23,4
60,1.5,0.5,0.2,0.1,50,26,15,4
60,1.5,0.5,0.2,0.1,50,27,23,4
60,1.5,0.5,0.2,0.1,50,28,15,4
60,1.5,0.5,0.2,0.1,50,29,23,4
60,1.5,0.5,0.2,0.1,50,30,15,4
60,1.5,0.5,0.2,0.1,50,31,15,4
60,1.5,0.5,0.2,0.1,50,32,15,4
60,1.5,0.5,0.2,0.1,50,33,23,4
60,1.5,0.5,0.2,0.1,50,34,23,4
60,1.5,0.5,0.2,0.1,50,35,15,4
60,1.5,0.5,0.2,0.1,50,36,15,4
60,1.5,0.5,0.2,0.1,50,37,23,4
60,1.5,0.5,0.2,0.1,50,38,23,4
60,1.5,0.5,0.2,0.1,50,39,23,4
60,1.5,0.5,0.2,0.1,50,40,15,4
60,1.5,0.5,0.2,0.1,50,41,15,4
60,1.5,0.5,0.2,0.1,50,42,15,4
60,1.5,0.5,0.2,0.1,50,43,23,4
60,1.5,0.5,0.2,0.1,50,44,15,4
60,1.5,0.5,0.2,0.1,50,45,15,4
60,1.5,0.5,0.2,0.1,50,46,23,4
60,1.5,0.5,0.2,0.1,50,47,23,4
60,1.5,0.5,0.2,0.1,50,48,15,4
60,1.5,0.5,0.2,0.1,50,49,15,4
60,1.5,0.5,0.2,0.1,50,50,15,4
100,1.5,0.5,0.2,0.1,50,1,15,4
100,1.5,0.5,0.2,0.1,50,2,15,4
100,1.5,0.5,0.2,0.1,50,3,15,4
100,1.5,0.5,0.2,0.1,50,4,23,4
100,1.5,0.5,0.2,0.1,50,5,15,4
100,1.5,0.5,0.2,0.1,50,6,15,4
100,1.5,0.5,0.2,0.1,50,7,23,4
100,1.5,0.5,0.2,0.1,50,8,15,4
100,1.5,0.5,0.2,0.1,50,9,9,4
100,1.5,0.5,0.2,0.1,50,10,4,4
100,1.5,0.5,0.2,0.1,50,11,23,4
100,1.5,0.5,0.2,0.1,50,12,15,4
100,1.5,0.5,0.2,0.1,50,13,15,4
100,1.5,0.5,0.2,0.1,50,14,15,4
100,1.5,0.5,0.2,0.1,50,15,15,4
100,1.5,0.5,0.2,0.1,50,16,23,4
100,1.5,0.5,0.2,0.1,50,17,15,4
100,1.5,0.5,0.2,0.1,50,18,15,4
100,1.5,0.5,0.2,0.1,50,19,15,4
100,1.5,0.5,0.2,0.1,50,20,23,4
100,1.5,0.5,0.2,0.1,50,21,15,4
100,1.5,0.5,0.2,0.1,50,22,15,4
100,1.5,0.5,0.2,0.1,50,23,15,4
100,1.5,0.5,0.2,0.1,50,24,15,4
100,1.5,0.5,0.2,0.1,50,25,23,4
100,1.5,0.5,0.2,0.1,50,26,15,4
100,1.5,0.5,0.2,0.1,50,27,23,4
100,1.5,0.5,0.2,0.1,50,28,15,4
100,1.5,0.5,0.2,0.1,50,29,23,4
100,1.5,0.5,0.2,0.1,50,30,9,4
100,1.5,0.5,0.2,0.1,50,31,15,4
100,1.5,0.5,0.2,0.1,50,32,15,4
100,1.5,0.5,0.2,0.1,50,33,15,4
100,1.5,0.5,0.2,0.1,50,34,15,4
100,1.5,0.5,0.2,0.1,50,35,15,4
100,1.5,0.5,0.2,0.1,50,36,15,4
100,1.5,0.5,0.2,0.1,50,37,15,4
100,1.5,0.5,0.2,0.1,50,38,15,4
100,1.5,0.5,0.2,0.1,50,39,15,4
100,1.5,0.5,0.2,0.1,50,40,15,4
100,1.5,0.5,0.2,0.1,50,41,15,4
100,1.5,0.5,0.2,0.1,50,42,6,4
100,1.5,0.5,0.2,0.1,50,43,15,4
100,1.5,0.5,0.2,0.1,50,44,15,4
100,1.5,0.5,0.2,0.1,50,45,15,4
100,1.5,0.5,0.2,0.1,50,46,23,4
100,1.5,0.5,0.2,0.1,50,47,15,4
100,1.5,0.5,0.2,0.1,50,48,15,4
100,1.5,0.5,0.2,0.1,50,49,15,4
100,1.5,0.5,0.2,0.1,50,50,15,4
10,0.5,0.6,0.2,0.1,50,1,36,4
10,0.5,0.6,0.2,0.1,50,2,23,4
10,0.5,0.6,0.2,0.1,50,3,23,4
10,0.5,0.6,0.2,0.1,50,4,23,4
10,0.5,0.6,0.2,0.1,50,5,23,4
10,0.5,0.6,0.2,0.1,50,6,23,4
10,0.5,0.6,0.2,0.1,50,7,36,4
10,0.5,0.6,0.2,0.1,50,8,36,4
10,0.5,0.6,0.2,0.1,50,9,23,4
10,0.5,0.6,0.2,0.1,50,10,23,4
10,0.5,0.6,0.2,0.1,50,11,23,4
10,0.5,0.6,0.2,0.1,50,12,23,4
10,0.5,0.6,0.2,0.1,50,13,57,4
10,0.5,0.6,0.2,0.1,50,14,23,4
10,0.5,0.6,0.2,0.1,50,15,23,4
10,0.5,0.6,0.2,0.1,50,16,36,4
10,0.5,0.6,0.2,0.1,50,17,23,4
10,0.5,0.6,0.2,0.1,50,18,36,4
10,0.5,0.6,0.2,0.1,50,19,23,4
10,0.5,0.6,0.2,0.1,50,20,36,4
10,0.5,0.6,0.2,0.1,50,21,23,4
10,0.5,0.6,0.2,0.1,50,22,23,4
10,0.5,0.6,0.2,0.1,50,23,15,4
10,0.5,0.6,0.2,0.1,50,24,23,4
10,0.5,0.6,0.2,0.1,50,25,15,4
10,0.5,0.6,0.2,0.1,50,26,36,4
10,0.5,0.6,0.2,0.1,50,27,23,4
10,0.5,0.6,0.2,0.1,50,28,36,4
10,0.5,0.6,0.2,0.1,50,29,36,4
10,0.5,0.6,0.2,0.1,50,30,36,4
10,0.5,0.6,0.2,0.1,50,31,23,4
10,0.5,0.6,0.2,0.1,50,32,57,4
10,0.5,0.6,0.2,0.1,50,33,36,4
10,0.5,0.6,0.2,0.1,50,34,36,4
10,0.5,0.6,0.2,0.1,50,35,23,4
10,0.5,0.6,0.2,0.1,50,36,36,4
10,0.5,0.6,0.2,0.1,50,37,57,4
10,0.5,0.6,0.2,0.1,50,38,23,4
10,0.5,0.6,0.2,0.1,50,39,23,4
10,0.5,0.6,0.2,0.1,50,40,36,4
10,0.5,0.6,0.2,0.1,50,41,36,4
10,0.5,0.6,0.2,0.1,50,42,36,4
10,0.5,0.6,0.2,0.1,50,43,23,4
10,0.5,0.6,0.2,0.1,50,44,36,4
10,0.5,0.6,0.2,0.1,50,45,23,4
10,0.5,0.6,0.2,0.1,50,46,36,4
10,0.5,0.6,0.2,0.1,50,47,15,4
10,0.5,0.6,0.2,0.1,50,48,23,4
10,0.5,0.6,0.2,0.1,50,49,36,4
10,0.5,0.6,0.2,0.1,50,50,23,4
30,0.5,0.6,0.2,0.1,50,1,9,4
30,0.5,0.6,0.2,0.1,50,2,15,4
30,0.5,0.6,0.2,0.1,50,3,15,4
30,0.5,0.6,0.2,0.1,50,4,9,4
30,0.5,0.6,0.2,0.1,50,5,9,4
