"mu","sigma","item_overlap","class_overlap","add_k","zipf_s","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","frac_tie","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow","frac_ob_lt_ow_ci_lo","frac_ob_lt_ow_ci_hi","frac_ow_lt_ob_ci_lo","frac_ow_lt_ob_ci_hi","mean_ob_nobs_ci_lo","mean_ob_nobs_ci_hi","mean_ow_nobs_ci_lo","mean_ow_nobs_ci_hi","mean_log_ratio_ci_lo","mean_log_ratio_ci_hi"
30,1,0.7,0.4,5,1.5,50,1,0.48,0.14,0.38,33871.04,37741,15181.1340209364,0,50,0.560355667341807,0.23830522479433,24,0.347971352865781,0.614882551099554,0.0695083342701629,0.261861937105855,29556.6094483906,38185.4705516094,37741,37741,0.459728196186675,0.660983138496939
30,1,0.7,0.4,10,0.5,50,1,1,0,0,15126.22,92508,5982.21365174314,0,50,1.90068530831602,0.457848129760516,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13426.093691271,16826.346308729,92508,92508,1.77056630954348,2.03080430708856
30,1,0.7,0.4,10,1,50,1,1,0,0,19261.14,76466.4,8198.64840530911,16866.1398944387,50,1.4793108124367,0.67920424890655,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,16931.1099038961,21591.1700961039,71673.0960776494,81259.7039223506,1.28628310065812,1.67233852421528
30,1,0.7,0.4,10,1.5,50,1,0.84,0.04,0.12,42607.06,83150.4,24974.5593586672,15157.887225562,50,0.960592920040437,0.44905854541353,42,0.71485783936965,0.916625793219666,0.0110388843276198,0.13460090687507,35509.3687628753,49704.7512371247,78842.5761145364,87458.2238854636,0.820656426236228,1.10052941384465
30,1.5,0.5,0.2,0.001,0.5,50,1,0,1,0,1739.46,71,462.795948776652,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,1607.93484662151,1870.98515337849,71,71,NA,NA
30,1.5,0.5,0.2,0.001,1,50,1,0,1,0,2752.14,71,746.546416124658,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2539.97385605577,2964.30614394423,71,71,NA,NA
30,1.5,0.5,0.2,0.001,1.5,50,1,0,1,0,8991.62,71,3777.62064673152,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,7918.03209094316,10065.2079090568,71,71,NA,NA
30,1.5,0.5,0.2,0.01,0.5,50,1,0,1,0,3093.74,71,796.248059235773,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2867.44880537062,3320.03119462938,71,71,NA,NA
30,1.5,0.5,0.2,0.01,1,50,1,0,1,0,5842.32,71,1075.3116385495,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,5536.71981364627,6147.92018635373,71,71,NA,NA
30,1.5,0.5,0.2,0.01,1.5,50,1,0,1,0,18190.4,71,5003.72008140556,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16768.3584870837,19612.4415129163,71,71,NA,NA
30,1.5,0.5,0.2,0.1,0.5,50,1,0,1,0,8881.64,174,2615.69026875141,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8138.26905067007,9625.01094932993,174,174,NA,NA
30,1.5,0.5,0.2,0.1,1,50,1,0,1,0,22069.36,174,6559.0720030523,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,20205.2923617625,23933.4276382375,174,174,NA,NA
30,1.5,0.5,0.2,0.1,1.5,50,1,0,1,0,77625.7,226.92,21145.4538485033,49.3388285227771,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,71616.2285082253,83635.1714917747,212.898060079984,240.941939920016,NA,NA
30,1.5,0.5,0.2,0.5,0.5,50,1,0.02,0.98,0,21079.74,1637,7865.72246590307,0,50,0.447891932746267,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,18844.3264089882,23315.1535910118,1637,1637,NA,NA
30,1.5,0.5,0.2,0.5,1,50,1,0,1,0,63944.66,1637,23357.0418011007,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,57306.6621664449,70582.6578335551,1637,1637,NA,NA
30,1.5,0.5,0.2,0.5,1.5,50,1,0,1,0,232217,1637,88696.2198060185,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,207009.813236771,257424.186763229,1637,1637,NA,NA
30,1.5,0.5,0.2,1,0.5,50,1,0,1,0,32149.44,4012,14279.868129729,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,28091.1463806373,36207.7336193627,4012,4012,NA,NA
30,1.5,0.5,0.2,1,1,50,1,0,0.98,0.02,103361.98,4012,45458.5873948847,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,90442.7924070959,116281.167592904,4012,4012,NA,NA
30,1.5,0.5,0.2,1,1.5,50,0.68,0,0.68,0,285505.088235294,4078.76470588235,95567.254076484,389.301788273495,34,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.541897026918559,0.792417837393432,252160.096909655,318850.079560933,3942.930890435,4214.5985213297,NA,NA
30,1.5,0.5,0.2,3,0.5,50,1,0.02,0.94,0.04,73735.58,15397,41601.9858994638,0,50,0.448225233406759,NA,1,0.00353925927164624,0.104954435896378,0.837829083111618,0.979385029651026,61912.4264249947,85558.7335750053,15397,15397,NA,NA
30,1.5,0.5,0.2,3,1,50,0.94,0.02,0.92,0,237010.212765957,15397,100706.909245276,0,47,0.896484284131327,NA,1,0.00353925927164624,0.104954435896378,0.811617530816572,0.968450485911407,207441.556493697,266578.869038217,15397,15397,NA,NA
30,1.5,0.5,0.2,3,1.5,50,0.18,0.02,0.16,0,288148.111111111,17332.3333333333,118222.745165053,3840.30802801025,9,0.448225233406759,NA,1,0.00353925927164624,0.104954435896378,0.0833742067803341,0.28514216063035,197274.064702511,379022.157519711,14380.4112689835,20284.2553976831,NA,NA
30,1.5,0.5,0.2,5,0.5,50,1,0.02,0.94,0.04,114762.5,24106,73138.0276132264,0,50,0.896513320325129,NA,1,0.00353925927164624,0.104954435896378,0.837829083111618,0.979385029651026,93976.9025351612,135548.097464839,24106,24106,NA,NA
30,1.5,0.5,0.2,5,1,50,0.64,0.02,0.62,0,256338.59375,24106,105044.187329278,0,32,0.896513320325129,NA,1,0.00353925927164624,0.104954435896378,0.48150446930993,0.741372106898064,218466.125576886,294211.061923114,24106,24106,NA,NA
30,1.5,0.5,0.2,5,1.5,50,0.16,0.02,0.14,0,295823,29219.125,123965.350915949,7056.78292622475,8,1.34479958483366,NA,1,0.00353925927164624,0.104954435896378,0.0695083342701629,0.261861937105855,192185.373077098,399460.626922902,23319.5068342768,35118.7431657232,NA,NA
30,1.5,0.5,0.2,10,0.5,50,0.96,0.04,0.82,0.1,201978.916666667,59088,104509.668733981,0,48,0.896567085944056,0,2,0.0110388843276198,0.13460090687507,0.692039463256992,0.902298073297658,171632.472187401,232325.361145933,59088,59088,0.896567085944056,0.896567085944056
30,1.5,0.5,0.2,10,1,50,0.3,0.02,0.28,0,255755.133333333,59088,110097.607507979,0,15,1.79308040626918,NA,1,0.00353925927164624,0.104954435896378,0.174741706659112,0.416651236959566,194785.110524961,316725.156141705,59088,59088,NA,NA
30,1.5,0.5,0.2,10,1.5,50,0.08,0.04,0.04,0,185985.25,67443,195248.366267813,16710,4,1.34482374610662,0.633930648225966,2,0.0110388843276198,0.13460090687507,0.0110388843276198,0.13460090687507,-124698.470920841,496668.970920841,40853.6611193546,94032.3388806454,-4.35081715227281,7.04046464448605
30,1.5,0.5,0.3,0.001,0.5,50,1,0,1,0,2987.7,71,1145.91218899965,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2662.03535921207,3313.36464078793,71,71,NA,NA
30,1.5,0.5,0.3,0.001,1,50,1,0,1,0,5281.62,71,2531.79719091367,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,4562.09119958941,6001.14880041059,71,71,NA,NA
30,1.5,0.5,0.3,0.001,1.5,50,1,0,1,0,22438.58,71,14637.4324001506,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,18278.6677393459,26598.4922606541,71,71,NA,NA
30,1.5,0.5,0.3,0.01,0.5,50,1,0,1,0,4013.7,71,1237.76700273566,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3661.93050998615,4365.46949001385,71,71,NA,NA
30,1.5,0.5,0.3,0.01,1,50,1,0,1,0,8357.96,71,2451.00432526117,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,7661.39227795434,9054.52772204566,71,71,NA,NA
30,1.5,0.5,0.3,0.01,1.5,50,1,0,1,0,30689.5,71,10439.1681568084,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,27722.7212358439,33656.2787641561,71,71,NA,NA
30,1.5,0.5,0.3,0.1,0.5,50,1,0,1,0,13348.8,174,4817.4855622884,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11979.6857518016,14717.9142481984,174,174,NA,NA
30,1.5,0.5,0.3,0.1,1,50,1,0,1,0,34653.42,174,10657.2349442402,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,31624.6673405677,37682.1726594323,174,174,NA,NA
30,1.5,0.5,0.3,0.1,1.5,50,1,0,1,0,139794.96,213.2,55311.9257502616,48.4974226119286,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,124075.484630362,155514.435369638,199.417184994042,226.982815005958,NA,NA
30,1.5,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,40906.96,1637,21848.5721804629,0,50,1.34383656414251,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,34697.664489241,47116.255510759,1637,1637,NA,NA
30,1.5,0.5,0.3,0.5,1,50,1,0,1,0,123566.96,1637,51344.5660741748,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,108974.995774927,138158.924225073,1637,1637,NA,NA
30,1.5,0.5,0.3,0.5,1.5,50,0.5,0,0.5,0,305829.92,1637,86904.1485910003,0,25,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.366445143168286,0.633554856831714,269957.650544705,341702.189455295,1637,1637,NA,NA
30,1.5,0.5,0.3,1,0.5,50,1,0.02,0.94,0.04,72163.48,4012,46099.9284488532,0,50,2.2402611358532,NA,1,0.00353925927164624,0.104954435896378,0.837829083111618,0.979385029651026,59062.0252962578,85264.9347037422,4012,4012,NA,NA
30,1.5,0.5,0.3,1,1,50,0.96,0,0.96,0,206091.0625,4012,94376.1310135201,0,48,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.86539909312493,0.98896111567238,178687.090650661,233495.034349339,4012,4012,NA,NA
30,1.5,0.5,0.3,1,1.5,50,0.12,0,0.12,0,254848.166666667,4012,117761.30006826,0,6,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0561760015093228,0.23804817383203,131265.26137455,378431.071958784,4012,4012,NA,NA
30,1.5,0.5,0.3,3,0.5,50,0.96,0.06,0.9,0,178217.854166667,15397,116200.092911485,0,48,1.94217035009357,1.44041209402527,3,0.020614970348974,0.162170916888382,0.786397685625204,0.95652423506811,144476.864354522,211958.843978812,15397,15397,-1.63601165313587,5.52035235332301
30,1.5,0.5,0.3,3,1,50,0.38,0,0.38,0,272207.368421053,15397,103014.458127224,0,19,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.258627893101936,0.51849553069007,222555.988945122,321858.747896984,15397,15397,NA,NA
30,1.5,0.5,0.3,3,1.5,50,0.04,0,0.04,0,223754,15397,185609.873207219,0,2,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0110388843276198,0.13460090687507,-1443884.54680398,1891392.54680398,15397,15397,NA,NA
30,1.5,0.5,0.3,5,0.5,50,0.76,0.04,0.72,0,208058,24106,116742.761338418,0,38,2.91330146999306,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.583348763040434,0.825258293340888,169685.609206133,246430.390793867,24106,24106,-11.31930685733,17.1459097973161
30,1.5,0.5,0.3,5,1,50,0.14,0,0.14,0,234357.285714286,24106,122794.378007456,0,7,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0695083342701629,0.261861937105855,120791.427296732,347923.14413184,24106,24106,NA,NA
30,1.5,0.5,0.3,5,1.5,50,0.04,0,0.04,0,223754,24106,185609.873207219,0,2,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0110388843276198,0.13460090687507,-1443884.54680398,1891392.54680398,24106,24106,NA,NA
30,1.5,0.5,0.3,10,0.5,50,0.42,0.04,0.36,0.02,228144.047619048,59088,122196.796851422,0,21,3.80986855593712,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.241387496518467,0.498589831238873,172520.732572531,283767.362665565,59088,59088,-10.4227397713859,18.0424768832602
30,1.5,0.5,0.3,10,1,50,0.06,0,0.06,0,224752.333333333,59088,131257.390360822,0,3,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.020614970348974,0.162170916888382,-101309.100007919,550813.766674585,59088,59088,NA,NA
30,1.5,0.5,0.3,10,1.5,50,0.02,0,0.02,0,226749,59088,NA,NA,1,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.00353925927164624,0.104954435896378,NA,NA,NA,NA,NA,NA
30,1.5,0.5,0.4,0.001,0.5,50,0.8,0,0.8,0,23240.6,71,54308.4869146996,0,40,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.669628940677746,0.887562499842239,5871.90326173682,40609.2967382632,71,71,NA,NA
30,1.5,0.5,0.4,0.001,1,50,0.5,0,0.5,0,45531.6,71,68983.2583602717,0,25,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.366445143168286,0.633554856831714,17056.7104587642,74006.4895412358,71,71,NA,NA
30,1.5,0.5,0.4,0.001,1.5,50,0.26,0,0.24,0.02,114610.846153846,71,91207.2496431855,0,13,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.142973913969917,0.374126837579429,59494.856808871,169726.835498821,71,71,NA,NA
30,1.5,0.5,0.4,0.01,0.5,50,0.8,0,0.8,0,16433.775,71,21708.5753533288,0,40,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.669628940677746,0.887562499842239,9491.03578275904,23376.514217241,71,71,NA,NA
30,1.5,0.5,0.4,0.01,1,50,0.46,0,0.46,0,40237.6086956522,71,71942.759034678,0,23,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.329696521922244,0.596011286008425,9127.22675928513,71347.9906320193,71,71,NA,NA
30,1.5,0.5,0.4,0.01,1.5,50,0.24,0,0.22,0.02,69413.25,71,51037.1171120944,0,12,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.127539159702144,0.352415495812537,36985.8128582313,101840.687141769,71,71,NA,NA
30,1.5,0.5,0.4,0.1,0.5,50,0.76,0,0.76,0,38122,174,19402.8301265284,0,38,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.625873162420571,0.857026086030083,31744.44843632,44499.55156368,174,174,NA,NA
30,1.5,0.5,0.4,0.1,1,50,0.52,0,0.52,0,77285.5384615385,174,38636.8641680256,0,26,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.385117448900446,0.652028647134219,61679.7712940634,92891.3056290136,174,174,NA,NA
30,1.5,0.5,0.4,0.1,1.5,50,0.28,0.02,0.26,0,177084.214285714,230,121932.490571425,50.3281539192834,14,1.34312218925468,NA,1,0.00353925927164624,0.104954435896378,0.158715274935524,0.395531572648488,106682.490235273,247485.938336155,200.941389062188,259.058610937812,NA,NA
30,1.5,0.5,0.4,0.5,0.5,50,0.44,0.02,0.42,0,114285.727272727,1637,100060.431365575,0,22,1.34383656414251,NA,1,0.00353925927164624,0.104954435896378,0.29375003354712,0.557665582314218,69921.4173623605,158650.037183093,1637,1637,NA,NA
30,1.5,0.5,0.4,0.5,1,50,0.26,0,0.26,0,201955.538461538,1637,111032.868438146,0,13,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.158715274935524,0.395531572648488,134859.04758258,269052.029340496,1637,1637,NA,NA
30,1.5,0.5,0.4,0.5,1.5,50,0.12,0.02,0.1,0,225789.166666667,1637,151091.452296173,0,6,3.13794070032982,NA,1,0.00353925927164624,0.104954435896378,0.0434757649318904,0.213602314374797,67228.4117434191,384349.921589915,1637,1637,NA,NA
30,1.5,0.5,0.4,1,0.5,50,0.3,0.02,0.26,0.02,139919.6,4012,129256.261179543,0,15,2.2402611358532,NA,1,0.00353925927164624,0.104954435896378,0.158715274935524,0.395531572648488,68339.8684270815,211499.331572919,4012,4012,NA,NA
30,1.5,0.5,0.4,1,1,50,0.16,0,0.16,0,230737.875,4012,118540.217319376,0,8,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0833742067803341,0.28514216063035,131635.773266469,329839.976733531,4012,4012,NA,NA
30,1.5,0.5,0.4,1,1.5,50,0.08,0.02,0.06,0,234205,4012,167388.954177588,0,4,4.03436527204051,NA,1,0.00353925927164624,0.104954435896378,0.020614970348974,0.162170916888382,-32148.1793838844,500558.179383884,4012,4012,NA,NA
30,1.5,0.5,0.4,3,0.5,50,0.18,0.04,0.14,0,165723.888888889,15397,143199.037254484,0,9,2.46501338307469,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.0695083342701629,0.261861937105855,55651.3648668572,275796.412910921,15397,15397,-11.7675949442484,16.6976217103977
30,1.5,0.5,0.4,3,1,50,0.04,0,0.04,0,290874.5,15397,90687.1517939559,0,2,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0110388843276198,0.13460090687507,-523917.23180957,1105666.23180957,15397,15397,NA,NA
30,1.5,0.5,0.4,3,1.5,50,0.02,0.02,0,0,71,15397,NA,NA,1,5.3792480871886,NA,1,0.00353925927164624,0.104954435896378,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
30,1.5,0.5,0.4,5,0.5,50,0.14,0.04,0.1,0,163586.857142857,24106,153092.819684038,0,7,2.91330146999306,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.0434757649318904,0.213602314374797,21999.613760054,305174.10052566,24106,24106,-11.31930685733,17.1459097973161
30,1.5,0.5,0.4,5,1,50,0.02,0,0.02,0,355000,24106,NA,NA,1,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.00353925927164624,0.104954435896378,NA,NA,NA,NA,NA,NA
30,1.5,0.5,0.4,5,1.5,50,0.02,0.02,0,0,71,24106,NA,NA,1,5.82753617410697,NA,1,0.00353925927164624,0.104954435896378,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
30,1.5,0.5,0.4,10,0.5,50,0.06,0.04,0.02,0,32315.6666666667,59088,52158.8995314638,0,3,3.80986855593712,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.00353925927164624,0.104954435896378,-97254.2226628392,161885.555996173,59088,59088,-10.4227397713859,18.0424768832602
30,1.5,0.5,0.4,10,1,50,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6.93889390390723e-18,0.0713475991333587,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
30,1.5,0.5,0.4,10,1.5,50,0.02,0.02,0,0,71,59088,NA,NA,1,6.72410326005103,NA,1,0.00353925927164624,0.104954435896378,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
30,1.5,0.6,0.2,0.001,0.5,50,1,0,1,0,1267.28,71,313.738031888168,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,1178.11663788796,1356.44336211204,71,71,NA,NA
30,1.5,0.6,0.2,0.001,1,50,1,0,1,0,1920.64,71,491.618557959941,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,1780.92355172444,2060.35644827556,71,71,NA,NA
30,1.5,0.6,0.2,0.001,1.5,50,1,0,1,0,5031.08,71,1319.35901010719,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,4656.12231805758,5406.03768194242,71,71,NA,NA
30,1.5,0.6,0.2,0.01,0.5,50,1,0,1,0,2231.22,71,506.028082224692,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2087.40841023921,2375.03158976079,71,71,NA,NA
30,1.5,0.6,0.2,0.01,1,50,1,0,1,0,3862.04,71,820.170986652746,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3628.94998462446,4095.13001537554,71,71,NA,NA
30,1.5,0.6,0.2,0.01,1.5,50,1,0,1,0,11917.68,71,2952.29657710462,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11078.6465962961,12756.7134037039,71,71,NA,NA
30,1.5,0.6,0.2,0.1,0.5,50,1,0,1,0,5851.56,174,1206.3776468995,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,5508.71126621082,6194.40873378918,174,174,NA,NA
30,1.5,0.6,0.2,0.1,1,50,1,0,1,0,13973.78,174,3893.69960629754,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12867.2028156453,15080.3571843547,174,174,NA,NA
30,1.5,0.6,0.2,0.1,1.5,50,1,0,1,0,43461.3,219.08,12250.4648678975,49.3388285227771,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,39979.7564061826,46942.8435938174,205.058060079984,233.101939920016,NA,NA
30,1.5,0.6,0.2,0.5,0.5,50,1,0,0.98,0.02,11272.66,1637,3514.14531432667,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,10273.9509519133,12271.3690480867,1637,1637,NA,NA
30,1.5,0.6,0.2,0.5,1,50,1,0.02,0.98,0,28445.04,1637,10985.0643425795,0,50,0.896332403834489,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,25323.1192564206,31566.9607435794,1637,1637,NA,NA
30,1.5,0.6,0.2,0.5,1.5,50,1,0,1,0,95916.78,1637,41360.3493715211,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,84162.2987664089,107671.261233591,1637,1637,NA,NA
30,1.5,0.6,0.2,1,0.5,50,1,0.04,0.96,0,15541.22,4012,6137.00181498611,0,50,0.672267997214223,0.317005267748,2,0.0110388843276198,0.13460090687507,0.86539909312493,0.98896111567238,13797.1033820094,17285.3366179906,4012,4012,-2.17591133129749,3.52044732572594
30,1.5,0.6,0.2,1,1,50,1,0.02,0.98,0,41190.14,4012,18527.1701607038,0,50,1.79275697554518,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,35924.7764990937,46455.5035009063,4012,4012,NA,NA
30,1.5,0.6,0.2,1,1.5,50,1,0,1,0,107622.44,4012,56421.260304728,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,91587.6952382903,123657.18476171,4012,4012,NA,NA
30,1.5,0.6,0.2,3,0.5,50,1,0.06,0.84,0.1,29432.84,15397,13016.9513443205,0,50,1.64359530295199,0.684746176128369,3,0.020614970348974,0.162170916888382,0.71485783936965,0.916625793219666,25733.4633598032,33132.2166401968,15397,15397,-0.0574084961453249,3.34459910204931
30,1.5,0.6,0.2,3,1,50,1,0.04,0.94,0.02,67732.86,15397,40181.1423086116,0,50,2.0170620374123,1.58473625638352,2,0.0110388843276198,0.13460090687507,0.837829083111618,0.979385029651026,56313.5057056661,79152.2142943339,15397,15397,-12.2212283185784,16.255352393403
30,1.5,0.6,0.2,3,1.5,50,1,0.02,0.98,0,144439.42,15745.36,100183.407751879,1723.93491235627,50,0.448225233406759,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,115967.610544069,172911.229455931,15255.423118829,16235.296881171,NA,NA
30,1.5,0.6,0.2,5,0.5,50,1,0.16,0.66,0.18,42866.98,24378.7,24552.2781972073,1928.28019229572,50,1.06463609772414,0.926043214643577,8,0.0833742067803341,0.28514216063035,0.521538260502326,0.775630507774999,35889.2997410973,49844.6602589027,23830.6888328349,24926.7111671651,0.290444595948876,1.8388275994994
30,1.5,0.6,0.2,5,1,50,1,0.06,0.9,0.04,97406.04,24378.7,67589.3282453038,1928.28019229572,50,1.7929961118599,1.6161294055257,3,0.020614970348974,0.162170916888382,0.786397685625204,0.95652423506811,78197.3654476159,116614.714552384,23830.6888328349,24926.7111671651,-2.22169189147513,5.80768411519493
30,1.5,0.6,0.2,5,1.5,50,0.88,0.02,0.74,0.12,132385.454545455,30613.6136363636,92312.4407513039,6889.18966853955,44,1.34479958483366,NA,1,0.00353925927164624,0.104954435896378,0.604468427351512,0.841284725064476,104319.907351784,160451.001739126,28519.1085382973,32708.1187344299,NA,NA
30,1.5,0.6,0.2,10,0.5,50,1,0.32,0.42,0.26,72364.42,59088,42724.4852013217,0,50,1.0366358986202,0.978256362054349,16,0.207582162606568,0.458102973081441,0.29375003354712,0.557665582314218,60222.2556531105,84506.5843468895,59088,59088,0.515359879034775,1.55791191820563
30,1.5,0.6,0.2,10,1,50,1,0.1,0.72,0.18,142520.78,59088,104062.27135932,0,50,1.79305024725659,1.67718249898106,5,0.0434757649318904,0.213602314374797,0.583348763040434,0.825258293340888,112946.609703938,172094.950296062,59088,59088,-0.289446880145614,3.87554737465879
30,1.5,0.6,0.2,10,1.5,50,0.78,0.12,0.6,0.06,157348.692307692,59944.9230769231,105806.597089405,5351.48290016601,39,0.672414085574468,0.549012131524855,6,0.0561760015093228,0.23804817383203,0.461814377475894,0.723916102697434,123050.161274358,191647.223341026,58210.1730010785,61679.6731527677,0.0962611880170235,1.24856698313191
30,1.5,0.6,0.3,0.001,0.5,50,1,0,1,0,1713.54,71,567.554410229917,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,1552.24282128992,1874.83717871008,71,71,NA,NA
30,1.5,0.6,0.3,0.001,1,50,1,0,1,0,3113.92,71,925.573640991336,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2850.87488170053,3376.96511829947,71,71,NA,NA
30,1.5,0.6,0.3,0.001,1.5,50,1,0,1,0,9722.66,71,3729.2247408483,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8662.82605521403,10782.493944786,71,71,NA,NA
30,1.5,0.6,0.3,0.01,0.5,50,1,0,1,0,2743.22,71,822.695998358012,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2509.41238423773,2977.02761576227,71,71,NA,NA
30,1.5,0.6,0.3,0.01,1,50,1,0,1,0,5808.26,71,1136.02538075269,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,5485.40515902675,6131.11484097325,71,71,NA,NA
30,1.5,0.6,0.3,0.01,1.5,50,1,0,1,0,17963.32,71,5658.86766433436,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16355.0876041297,19571.5523958703,71,71,NA,NA
30,1.5,0.6,0.3,0.1,0.5,50,1,0,1,0,7569.78,174,2630.15856036344,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,6822.29720768953,8317.26279231046,174,174,NA,NA
30,1.5,0.6,0.3,0.1,1,50,1,0,1,0,20154.68,174,4911.03893759056,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,18758.9781767197,21550.3818232803,174,174,NA,NA
