"step","frac_sig","within_mean","seed"
1647,1,0.285182102460745,2
1719,1,0.284015598681879,2
1794,1,0.282900777735079,2
1872,1,0.281910273053503,2
1954,1,0.280674857985059,2
2039,1,0.27930642633691,2
2128,1,0.277751500461562,2
2221,1,0.276550596266721,2
2318,1,0.275150419889279,2
2419,1,0.273832368280891,2
2524,1,0.27229005021852,2
2635,1,0.270812885651283,2
2749,1,0.269548515733956,2
2869,1,0.268053396504391,2
2995,1,0.266416668031416,2
3125,1,0.264855699277744,2
3262,1,0.263362275872258,2
3404,1,0.261976090740106,2
3553,1,0.260247113158945,2
3708,1,0.25866865599162,2
3870,1,0.257334609216674,2
4038,1,0.255906928849292,2
4215,1,0.254234276429909,2
4399,1,0.252577317732076,2
4591,1,0.250809727516456,2
4791,1,0.249266715299769,2
5000,1,0.247634969253231,2
1,0,0.34103618511536,3
2,0,0.450601151815642,3
3,0,0.502153599453025,3
4,0,0.53143343391929,3
5,0,0.550570810958342,3
6,0.028169014084507,0.560801670468914,3
7,0.0140845070422535,0.568772413494579,3
8,0.0845070422535211,0.569219753833661,3
9,0.183098591549296,0.569987688138296,3
10,0.338028169014085,0.571573735199242,3
11,0.394366197183099,0.573129628665422,3
12,0.47887323943662,0.57369339520327,3
13,0.605633802816901,0.572521677522383,3
14,0.690140845070423,0.570210424283181,3
15,0.788732394366197,0.567058498568196,3
16,0.830985915492958,0.564459574284214,3
17,0.859154929577465,0.561177035557384,3
18,0.845070422535211,0.560738918608536,3
19,0.915492957746479,0.557971899990027,3
20,0.915492957746479,0.555507084899829,3
21,0.929577464788732,0.553837973923339,3
22,0.985915492957746,0.552392608310993,3
23,0.985915492957746,0.548071762677635,3
24,1,0.544788094302084,3
25,1,0.539803896787717,3
26,1,0.535708816452419,3
27,1,0.533142893615962,3
28,1,0.530722911928764,3
29,1,0.528154893058106,3
30,1,0.524344406961125,3
31,1,0.52175348577132,3
32,1,0.519342206205506,3
34,1,0.514577596350035,3
35,1,0.510386819682433,3
37,1,0.504509981580309,3
38,1,0.503659324559656,3
40,1,0.499200474520862,3
42,1,0.492440946289423,3
44,1,0.487575919709462,3
46,1,0.484738780832332,3
48,1,0.480124340863092,3
50,1,0.477986612125932,3
52,1,0.473513456684129,3
54,1,0.470098245898963,3
56,1,0.467147457860029,3
59,1,0.461705092466732,3
61,1,0.457592660527915,3
64,1,0.454369250676042,3
67,1,0.449691331313106,3
70,1,0.444150007255398,3
73,1,0.439338550271859,3
76,1,0.43557558134143,3
79,1,0.43017386681587,3
83,1,0.426010694679634,3
86,1,0.423982026505625,3
90,1,0.420827887663647,3
94,1,0.41665399050782,3
98,1,0.412241967160014,3
103,1,0.405547296491391,3
107,1,0.401844201649761,3
112,1,0.396631609830357,3
117,1,0.392777849123787,3
122,1,0.388923892664042,3
127,1,0.384543061426593,3
132,1,0.37992041889355,3
138,1,0.378548384081844,3
144,1,0.372895847156164,3
151,1,0.370523962618343,3
157,1,0.36762972652643,3
164,1,0.36525244497398,3
171,1,0.362057029571705,3
179,1,0.358745325944225,3
186,1,0.356499505752589,3
195,1,0.353884904088843,3
203,1,0.352205295212769,3
212,1,0.350700156112443,3
221,1,0.349222495357734,3
231,1,0.347498981783083,3
241,1,0.345759040248397,3
251,1,0.344484851433019,3
262,1,0.342825709354878,3
274,1,0.34136280492821,3
286,1,0.338579769581906,3
298,1,0.336783351174489,3
311,1,0.335151943556879,3
325,1,0.333184942850295,3
339,1,0.332104317787406,3
354,1,0.33007368060547,3
369,1,0.328342371800172,3
385,1,0.327304160675926,3
402,1,0.325816635423837,3
420,1,0.324263522542303,3
438,1,0.322825222803351,3
457,1,0.320847864013187,3
477,1,0.319459947170699,3
498,1,0.317652460828205,3
520,1,0.316928672839965,3
542,1,0.315049847432182,3
566,1,0.313650009008012,3
591,1,0.3122661731599,3
617,1,0.310813885101436,3
643,1,0.310242430756927,3
672,1,0.30843905512091,3
701,1,0.307568656085298,3
731,1,0.305888993110123,3
763,1,0.304786908574776,3
797,1,0.303257318014526,3
831,1,0.302361817918927,3
868,1,0.301072078876051,3
906,1,0.299473687052246,3
945,1,0.298205285084733,3
986,1,0.297106241630515,3
1029,1,0.296496806108094,3
1074,1,0.295421633849373,3
1121,1,0.294231544875693,3
1170,1,0.293248282568854,3
1221,1,0.29171159670022,3
1274,1,0.290589891211834,3
1330,1,0.289444710242644,3
1388,1,0.288115254715315,3
1449,1,0.286521614603871,3
1512,1,0.285415558305441,3
1578,1,0.284523974715183,3
1647,1,0.283295690634486,3
1719,1,0.28209789298042,3
1794,1,0.281104203202046,3
1872,1,0.279867046533019,3
1954,1,0.278553050417653,3
2039,1,0.277368871730918,3
2128,1,0.275884150516873,3
2221,1,0.274405991381927,3
2318,1,0.273142855149243,3
2419,1,0.2717026966257,3
2524,1,0.270292183421117,3
2635,1,0.268580738357283,3
2749,1,0.267153327981748,3
2869,1,0.265726233275644,3
2995,1,0.264375138355751,3
3125,1,0.262884654114891,3
3262,1,0.261650773179268,3
3404,1,0.260127095899275,3
3553,1,0.2587789877905,3
3708,1,0.257250038870276,3
3870,1,0.255695877636673,3
4038,1,0.254004690737277,3
4215,1,0.252462352864404,3
4399,1,0.251083937394802,3
4591,1,0.249672724938504,3
4791,1,0.247982768626985,3
5000,1,0.246355611794088,3
1,0,0.340266858257313,4
2,0,0.448017462447757,4
3,0.0563380281690141,0.497579750847256,4
4,0.126760563380282,0.526368362707873,4
5,0.169014084507042,0.54516444370782,4
6,0.211267605633803,0.555712159972939,4
7,0.295774647887324,0.564341644769114,4
8,0.352112676056338,0.567027767897119,4
9,0.436619718309859,0.570470809052629,4
10,0.507042253521127,0.568396143081649,4
11,0.619718309859155,0.566720265899248,4
12,0.661971830985915,0.565332229399913,4
13,0.704225352112676,0.56662054404981,4
14,0.788732394366197,0.566120690144029,4
15,0.816901408450704,0.565763871987697,4
16,0.816901408450704,0.562491635960621,4
17,0.873239436619718,0.559539118889314,4
18,0.873239436619718,0.556755093586713,4
19,0.887323943661972,0.554499054688288,4
20,0.957746478873239,0.551412951649103,4
21,0.985915492957746,0.548581463370595,4
22,0.971830985915493,0.546032070143036,4
23,0.971830985915493,0.540227410778242,4
24,0.985915492957746,0.537504225378283,4
25,0.985915492957746,0.533011209139495,4
26,0.985915492957746,0.529520500489834,4
27,0.985915492957746,0.526992024560486,4
28,0.985915492957746,0.525479746023705,4
29,0.985915492957746,0.523851476564574,4
30,0.985915492957746,0.520397013142813,4
31,0.985915492957746,0.519385043501858,4
32,0.985915492957746,0.514664423697137,4
34,1,0.51054470397004,4
35,1,0.507134583596083,4
37,1,0.500604923632274,4
38,1,0.497609438575356,4
40,1,0.493432523831336,4
42,1,0.487683445952621,4
44,1,0.480704064916625,4
46,1,0.476002630688513,4
48,1,0.472893065031019,4
50,1,0.468194507495147,4
52,1,0.464003334909862,4
54,1,0.461398800273834,4
56,1,0.457745747345637,4
59,1,0.452252534469942,4
61,1,0.448083465610353,4
64,1,0.443328365031854,4
67,1,0.438041430145119,4
70,1,0.433251744454386,4
73,1,0.429214141012841,4
76,1,0.425681280988703,4
79,1,0.420783892122294,4
83,1,0.416307657237638,4
86,1,0.414121404535932,4
90,1,0.409259003746421,4
94,1,0.403622057601195,4
98,1,0.400155822031908,4
103,1,0.396123906008336,4
107,1,0.393851853965187,4
112,1,0.390725585293365,4
117,1,0.387439408515109,4
122,1,0.384623738731901,4
127,1,0.381689797976746,4
132,1,0.3792749051909,4
138,1,0.374954875645579,4
144,1,0.372452621039968,4
151,1,0.369750767203233,4
157,1,0.367367022156914,4
164,1,0.365329835348275,4
171,1,0.360921023641237,4
179,1,0.358440050981674,4
186,1,0.355085927623161,4
195,1,0.35120436684398,4
203,1,0.348218981610673,4
212,1,0.346417469193412,4
221,1,0.343997930857599,4
231,1,0.34173347163067,4
241,1,0.339350101612187,4
251,1,0.338120507835451,4
262,1,0.337622507436661,4
274,1,0.335253378312272,4
286,1,0.333332372280521,4
298,1,0.330848313391287,4
311,1,0.330164882864692,4
325,1,0.327607659481494,4
339,1,0.326220351075006,4
354,1,0.325197190349012,4
369,1,0.323695701957352,4
385,1,0.322649288457231,4
402,1,0.320971442118956,4
420,1,0.319097882782278,4
438,1,0.317505361002146,4
457,1,0.316687836168563,4
477,1,0.316324921745182,4
498,1,0.315067641727509,4
520,1,0.31386296134214,4
542,1,0.31357772162338,4
566,1,0.312544405937474,4
591,1,0.311197764406122,4
617,1,0.309198636032866,4
643,1,0.308032045013476,4
672,1,0.30722482629423,4
701,1,0.306006160636574,4
731,1,0.305013944283248,4
763,1,0.303789800919244,4
797,1,0.302740366404399,4
831,1,0.301576831280799,4
868,1,0.300250405304902,4
906,1,0.298841980191882,4
945,1,0.297012575472532,4
986,1,0.295801411096984,4
1029,1,0.294328029272409,4
1074,1,0.293093057484722,4
1121,1,0.291625562860567,4
1170,1,0.290229006370995,4
1221,1,0.289423143385761,4
1274,1,0.288296363302184,4
1330,1,0.286921491352524,4
1388,1,0.285598430009584,4
1449,1,0.284661177108628,4
1512,1,0.283427184764935,4
1578,1,0.282169226134035,4
1647,1,0.280622699759015,4
1719,1,0.279644710599958,4
1794,1,0.278623807415944,4
1872,1,0.277418549976237,4
1954,1,0.27618323519837,4
2039,1,0.275073804071072,4
2128,1,0.273672177909611,4
2221,1,0.27206107403229,4
2318,1,0.270484463822246,4
2419,1,0.269199073184986,4
2524,1,0.267580041420345,4
2635,1,0.26627983880586,4
2749,1,0.265003104337748,4
2869,1,0.263691559243364,4
2995,1,0.262015663657738,4
3125,1,0.260468134787822,4
3262,1,0.259120824770903,4
3404,1,0.257746646307637,4
3553,1,0.256279334627355,4
3708,1,0.254725654570842,4
3870,1,0.2530418310413,4
4038,1,0.251384772307291,4
4215,1,0.249708308224049,4
4399,1,0.248264274033615,4
4591,1,0.246634215863977,4
4791,1,0.244965580982434,4
5000,1,0.243443902325098,4
1,0,0.340459189971825,5
2,0,0.449660863433584,5
3,0.028169014084507,0.50023965733718,5
4,0.0140845070422535,0.528180423008781,5
5,0.0422535211267606,0.544735055658634,5
6,0.0422535211267606,0.555637210591257,5
7,0.183098591549296,0.562126336868664,5
8,0.183098591549296,0.566976206388239,5
9,0.28169014084507,0.567651100467721,5
10,0.394366197183099,0.567238396063922,5
11,0.549295774647887,0.567297084429488,5
12,0.661971830985915,0.567354243141055,5
13,0.76056338028169,0.565137219105262,5
14,0.845070422535211,0.564049265255752,5
15,0.859154929577465,0.56481990042135,5
16,0.929577464788732,0.562543286855944,5
17,0.971830985915493,0.562050821848824,5
18,0.971830985915493,0.559436331882968,5
19,0.971830985915493,0.557732339705008,5
20,1,0.553581672947896,5
21,1,0.551355216653718,5
22,1,0.549373063877941,5
23,1,0.546179712961753,5
24,0.985915492957746,0.540846757251686,5
25,0.985915492957746,0.539274851250162,5
26,1,0.537465821125432,5
27,1,0.533560489663131,5
28,1,0.53010752770153,5
29,1,0.527117819635217,5
30,1,0.523583784483424,5
31,1,0.52112745502331,5
32,1,0.517598941654611,5
34,1,0.512217070207797,5
35,1,0.509005099766757,5
37,1,0.5040115463792,5
38,1,0.502161231810877,5
40,1,0.497338182314319,5
42,1,0.494667751893036,5
44,1,0.490205036631797,5
46,1,0.485981824673064,5
48,1,0.482842758229346,5
50,1,0.477611357145081,5
52,1,0.4753430683554,5
54,1,0.471004141965627,5
56,1,0.46729211988507,5
59,1,0.46089541814899,5
61,1,0.456745356927881,5
64,1,0.452361277823596,5
67,1,0.448335606837837,5
70,1,0.44352724355574,5
73,1,0.439631557728321,5
76,1,0.434686865937045,5
79,1,0.433504089945449,5
83,1,0.42885528665271,5
86,1,0.42552011647413,5
90,1,0.419511897635331,5
94,1,0.41485572138386,5
98,1,0.408412147180689,5
103,1,0.403503686732825,5
107,1,0.399175255530622,5
112,1,0.39652979376408,5
117,1,0.391783351550649,5
122,1,0.386889518467063,5
127,1,0.383632669616722,5
132,1,0.382028706466777,5
138,1,0.379783646574885,5
144,1,0.375625728489641,5
151,1,0.372513482340102,5
157,1,0.370479419585621,5
164,1,0.368133871616704,5
171,1,0.364463693744806,5
179,1,0.362098501193499,5
186,1,0.358897393778395,5
195,1,0.356066661407688,5
203,1,0.354054991595904,5
212,1,0.35219727822996,5
221,1,0.349939076450377,5
231,1,0.34724108189483,5
241,1,0.345012618322781,5
251,1,0.342452196422249,5
262,1,0.341781714255099,5
274,1,0.341256649124798,5
286,1,0.340000270318867,5
298,1,0.339083245149782,5
311,1,0.337838228135403,5
325,1,0.335606026956247,5
339,1,0.334234725660564,5
354,1,0.332223225514325,5
369,1,0.329772990049382,5
385,1,0.328308947738877,5
402,1,0.325980738337191,5
420,1,0.324393593616231,5
438,1,0.323418942512577,5
457,1,0.321859725005003,5
477,1,0.320991343456758,5
498,1,0.319863539355148,5
520,1,0.317970144980728,5
542,1,0.316745552033901,5
566,1,0.315656739465475,5
591,1,0.314502234301758,5
617,1,0.313117381337551,5
643,1,0.311698013291392,5
672,1,0.31083985400543,5
701,1,0.309847297602603,5
731,1,0.308777493967248,5
763,1,0.308073988880009,5
797,1,0.30678430386229,5
831,1,0.305630263689228,5
868,1,0.304913600205169,5
906,1,0.304119271520285,5
945,1,0.303292824502728,5
986,1,0.30225278696319,5
1029,1,0.300599869519008,5
1074,1,0.300059148714378,5
1121,1,0.299199433365784,5
1170,1,0.298111935222879,5
1221,1,0.297328854900898,5
1274,1,0.296103993113658,5
1330,1,0.294968378085056,5
1388,1,0.29381686538768,5
1449,1,0.292785119303134,5
1512,1,0.291709777158635,5
1578,1,0.290759901886779,5
1647,1,0.289659035611186,5
1719,1,0.288450083674177,5
1794,1,0.286988291339394,5
1872,1,0.285689256036341,5
1954,1,0.284399255776065,5
2039,1,0.28322140790837,5
2128,1,0.282136899131337,5
2221,1,0.280788705507083,5
2318,1,0.279436671167739,5
2419,1,0.278183829300967,5
2524,1,0.277049307765361,5
2635,1,0.275453035432096,5
2749,1,0.273962982690198,5
2869,1,0.272603720647422,5
2995,1,0.271170850556535,5
3125,1,0.269745447976413,5
3262,1,0.268105449611542,5
3404,1,0.266485070052912,5
3553,1,0.265120042486821,5
3708,1,0.263953297276674,5
3870,1,0.262493649085047,5
4038,1,0.260819471326618,5
4215,1,0.259249727213741,5
4399,1,0.257536414919987,5
4591,1,0.255993605842632,5
4791,1,0.254521334678432,5
5000,1,0.252966844787005,5
1,0,0.339385337899133,6
2,0,0.447170129739868,6
3,0,0.501088274628423,6
4,0,0.526965203521835,6
5,0,0.544913367896471,6
6,0.028169014084507,0.554678260856006,6
7,0.0845070422535211,0.56104458529607,6
8,0.169014084507042,0.56418170708705,6
9,0.253521126760563,0.564402578821418,6
10,0.352112676056338,0.567244106312337,6
11,0.492957746478873,0.568597268354938,6
12,0.661971830985915,0.56539182267063,6
13,0.746478873239437,0.564960070466476,6
14,0.788732394366197,0.564333319196491,6
15,0.802816901408451,0.563108375199046,6
16,0.845070422535211,0.560745005268829,6
17,0.915492957746479,0.558983681378434,6
18,0.929577464788732,0.55800036206026,6
19,0.901408450704225,0.555154357079028,6
20,0.929577464788732,0.553788756253451,6
21,0.929577464788732,0.550823053489126,6
22,0.957746478873239,0.546902664850855,6
23,0.957746478873239,0.544133617008124,6
24,0.985915492957746,0.540539587030177,6
25,0.985915492957746,0.537299594932156,6
26,0.985915492957746,0.534991500520226,6
27,1,0.532336802168995,6
28,1,0.530070034113563,6
29,1,0.527204341312435,6
30,1,0.524002270322207,6
31,1,0.520978195058956,6
32,0.985915492957746,0.518500654035444,6
34,0.985915492957746,0.513012670952059,6
35,1,0.51035643920594,6
37,1,0.506298609845689,6
38,1,0.503140316860286,6
40,1,0.498549354008673,6
42,1,0.494860341836163,6
44,1,0.490901455028349,6
46,1,0.486915388541622,6
48,1,0.482177837183093,6
50,1,0.478480161475049,6
52,1,0.475277823695608,6
54,1,0.471637889918054,6
56,1,0.468621587102515,6
59,1,0.465175827836715,6
61,1,0.461355546357848,6
64,1,0.455526363287357,6
67,1,0.452383890522784,6
70,1,0.447451304908835,6
73,1,0.444957257127551,6
76,1,0.441901995752147,6
79,1,0.436080239212567,6
83,1,0.432178875513045,6
86,1,0.428912710598691,6
90,1,0.425332651715675,6
94,1,0.419728307537587,6
98,1,0.415368592752745,6
103,1,0.409513001592421,6
107,1,0.405361641087472,6
112,1,0.40066187654539,6
117,1,0.395676248309119,6
122,1,0.392606136663241,6
127,1,0.388454021922111,6
132,1,0.385080301758697,6
138,1,0.381247068217854,6
144,1,0.3768852840648,6
151,1,0.373298233155881,6
157,1,0.370847658442592,6
164,1,0.368322403859097,6
171,1,0.363938595534061,6
179,1,0.362254765092599,6
186,1,0.359499856932323,6
195,1,0.356366498425911,6
203,1,0.353432833592234,6
212,1,0.351726306941534,6
221,1,0.350256010284041,6
231,1,0.347410571606565,6
241,1,0.345372377008051,6
251,1,0.342014313528908,6
262,1,0.340981502780977,6
274,1,0.338531153698041,6
286,1,0.336785002441477,6
298,1,0.335267396551798,6
311,1,0.332091437621174,6
325,1,0.330635779005753,6
339,1,0.328974531944776,6
354,1,0.327555669878177,6
369,1,0.325692703068511,6
385,1,0.323534422731672,6
402,1,0.32240963591338,6
420,1,0.321327325035608,6
438,1,0.320078384141322,6
457,1,0.319799677682108,6
477,1,0.318036451894769,6
498,1,0.3167462138924,6
520,1,0.315381013134306,6
542,1,0.314124988303556,6
566,1,0.313045667844386,6
591,1,0.311225798866567,6
617,1,0.30982745759594,6
643,1,0.308548945101387,6
672,1,0.307447499845738,6
701,1,0.306890190172729,6
731,1,0.305714702480319,6
763,1,0.304607891314967,6
797,1,0.303598358293337,6
831,1,0.302638403121429,6
868,1,0.301248823740783,6
906,1,0.300348580836118,6
945,1,0.299339428042045,6
986,1,0.298440566215951,6
1029,1,0.297595083337279,6
1074,1,0.295837443833477,6
1121,1,0.294467007395857,6
1170,1,0.293429142787973,6
1221,1,0.292242741400561,6
1274,1,0.291097639406525,6
1330,1,0.290122529169962,6
1388,1,0.289049378034887,6
1449,1,0.287638694263897,6
1512,1,0.2869031192818,6
1578,1,0.286097167009232,6
1647,1,0.285085105315616,6
1719,1,0.28381315131287,6
1794,1,0.282522527948052,6
1872,1,0.281521313539708,6
1954,1,0.280315094059481,6
2039,1,0.279176687664437,6
2128,1,0.278060743731595,6
2221,1,0.276827762155405,6
2318,1,0.275373700657051,6
2419,1,0.274125752972753,6
2524,1,0.272968003936679,6
2635,1,0.271871968911665,6
2749,1,0.270116221528518,6
2869,1,0.268902491167462,6
2995,1,0.267433961197472,6
3125,1,0.266194590024619,6
3262,1,0.264751465465605,6
3404,1,0.262940737996871,6
3553,1,0.261653693322789,6
3708,1,0.260049018975568,6
3870,1,0.258477364416106,6
4038,1,0.256887180586355,6
4215,1,0.255354283582534,6
4399,1,0.253708263700122,6
4591,1,0.252063471287614,6
4791,1,0.250533722923329,6
5000,1,0.248869660958484,6
1,0,0.338824370398473,7
2,0,0.446322684610805,7
3,0,0.498022168456856,7
4,0.028169014084507,0.523705999957751,7
5,0.126760563380282,0.540416980418306,7
6,0.23943661971831,0.550382932479349,7
7,0.23943661971831,0.556485802085279,7
8,0.253521126760563,0.560508630719569,7
9,0.408450704225352,0.563437763587802,7
10,0.464788732394366,0.564878115742468,7
11,0.549295774647887,0.564696274239097,7
12,0.605633802816901,0.566765059827182,7
13,0.647887323943662,0.565236462087344,7
14,0.816901408450704,0.564355945746256,7
15,0.887323943661972,0.562708675262016,7
16,0.901408450704225,0.558997637194228,7
