"mu","sigma","item_overlap","class_overlap","add_k","zipf_s","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","frac_tie","mean_ob_nobs","mean_ow_nobs","mean_log_ratio"
10,1.5,0.7,0.2,0.001,1,50,1,0,1,0,5898.54,71,NA
30,1.5,0.7,0.2,0.001,1,50,1,0,1,0,1573.62,71,NA
60,1.5,0.7,0.2,0.001,1,50,1,0,1,0,1121.7,71,NA
100,1.5,0.7,0.2,0.001,1,50,1,0,1,0,969,71,NA
10,0.5,0.5,0.3,0.001,1,50,1,0,1,0,24209.22,71,NA
30,0.5,0.5,0.3,0.001,1,50,1,0,1,0,2802.04,71,NA
60,0.5,0.5,0.3,0.001,1,50,1,0,1,0,2174.08,71,NA
100,0.5,0.5,0.3,0.001,1,50,1,0,1,0,1781.62,71,NA
10,1,0.5,0.3,0.001,1,50,0.48,0,0.48,0,45643.625,71,NA
30,1,0.5,0.3,0.001,1,50,1,0,1,0,3763.06,71,NA
60,1,0.5,0.3,0.001,1,50,1,0,1,0,2374.54,71,NA
100,1,0.5,0.3,0.001,1,50,1,0,1,0,2138.58,71,NA
10,1.5,0.5,0.3,0.001,1,50,0.1,0,0.1,0,13091,71,NA
30,1.5,0.5,0.3,0.001,1,50,1,0,1,0,5281.62,71,NA
60,1.5,0.5,0.3,0.001,1,50,1,0,1,0,3140.8,71,NA
100,1.5,0.5,0.3,0.001,1,50,1,0,1,0,2643.22,71,NA
10,0.5,0.6,0.3,0.001,1,50,1,0,1,0,7026.28,71,NA
30,0.5,0.6,0.3,0.001,1,50,1,0,1,0,1889.8,71,NA
60,0.5,0.6,0.3,0.001,1,50,1,0,1,0,1385.48,71,NA
100,0.5,0.6,0.3,0.001,1,50,1,0,1,0,1200.62,71,NA
10,1,0.6,0.3,0.001,1,50,1,0,1,0,11611.48,71,NA
30,1,0.6,0.3,0.001,1,50,1,0,1,0,2175.66,71,NA
60,1,0.6,0.3,0.001,1,50,1,0,1,0,1547.18,71,NA
100,1,0.6,0.3,0.001,1,50,1,0,1,0,1318.82,71,NA
10,1.5,0.6,0.3,0.001,1,50,0.56,0,0.56,0,19688.9642857143,71,NA
30,1.5,0.6,0.3,0.001,1,50,1,0,1,0,3113.92,71,NA
60,1.5,0.6,0.3,0.001,1,50,1,0,1,0,2079.26,71,NA
100,1.5,0.6,0.3,0.001,1,50,1,0,1,0,1602.98,71,NA
10,0.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,3968.68,71,NA
30,0.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1322.96,71,NA
60,0.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1042.98,71,NA
100,0.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,912.54,71,NA
10,1,0.7,0.3,0.001,1,50,1,0,0.98,0.02,5315.76,71,NA
30,1,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1614.68,71,NA
60,1,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1221.76,71,NA
100,1,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1042.42,71,NA
10,1.5,0.7,0.3,0.001,1,50,0.98,0,0.96,0.02,17719.3673469388,71,NA
30,1.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,2110.2,71,NA
60,1.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1490.08,71,NA
100,1.5,0.7,0.3,0.001,1,50,1,0,0.98,0.02,1306.88,71,NA
10,0.5,0.5,0.4,0.001,1,50,0.14,0,0.14,0,116068,71,NA
30,0.5,0.5,0.4,0.001,1,50,1,0,1,0,10794.4,71,NA
60,0.5,0.5,0.4,0.001,1,50,1,0,1,0,6126.1,71,NA
100,0.5,0.5,0.4,0.001,1,50,1,0,1,0,4900.7,71,NA
10,1,0.5,0.4,0.001,1,50,0.06,0,0.06,0,25748,71,NA
30,1,0.5,0.4,0.001,1,50,0.98,0,0.98,0,17982.2244897959,71,NA
60,1,0.5,0.4,0.001,1,50,1,0,1,0,8618.7,71,NA
100,1,0.5,0.4,0.001,1,50,1,0,1,0,7446.06,71,NA
10,1.5,0.5,0.4,0.001,1,50,0,0,0,0,NA,NA,NA
30,1.5,0.5,0.4,0.001,1,50,0.5,0,0.5,0,45531.6,71,NA
60,1.5,0.5,0.4,0.001,1,50,0.96,0,0.96,0,17320.6041666667,71,NA
100,1.5,0.5,0.4,0.001,1,50,1,0,1,0,15049.26,71,NA
10,0.5,0.6,0.4,0.001,1,50,0.98,0,0.98,0,37813.8163265306,71,NA
30,0.5,0.6,0.4,0.001,1,50,1,0,1,0,3310.18,71,NA
60,0.5,0.6,0.4,0.001,1,50,1,0,1,0,2184.76,71,NA
100,0.5,0.6,0.4,0.001,1,50,1,0,1,0,1985.34,71,NA
10,1,0.6,0.4,0.001,1,50,0.4,0,0.4,0,24764.4,71,NA
30,1,0.6,0.4,0.001,1,50,1,0,1,0,4055.26,71,NA
60,1,0.6,0.4,0.001,1,50,1,0,1,0,2808.1,71,NA
100,1,0.6,0.4,0.001,1,50,1,0,1,0,2371.82,71,NA
10,1.5,0.6,0.4,0.001,1,50,0.14,0,0.14,0,13300.2857142857,71,NA
30,1.5,0.6,0.4,0.001,1,50,1,0,1,0,6130.04,71,NA
60,1.5,0.6,0.4,0.001,1,50,1,0,1,0,3811.1,71,NA
100,1.5,0.6,0.4,0.001,1,50,1,0,1,0,2923.92,71,NA
10,0.5,0.7,0.4,0.001,1,50,1,0,1,0,8384.78,71,NA
30,0.5,0.7,0.4,0.001,1,50,1,0,1,0,2079.26,71,NA
60,0.5,0.7,0.4,0.001,1,50,1,0,1,0,1472.24,71,NA
100,0.5,0.7,0.4,0.001,1,50,1,0,1,0,1317,71,NA
10,1,0.7,0.4,0.001,1,50,1,0,1,0,13865.32,71,NA
30,1,0.7,0.4,0.001,1,50,1,0,1,0,2352.76,71,NA
60,1,0.7,0.4,0.001,1,50,1,0,1,0,1676.34,71,NA
100,1,0.7,0.4,0.001,1,50,1,0,1,0,1539.62,71,NA
10,1.5,0.7,0.4,0.001,1,50,0.34,0,0.34,0,34823.0588235294,71,NA
30,1.5,0.7,0.4,0.001,1,50,1,0,1,0,3468.04,71,NA
60,1.5,0.7,0.4,0.001,1,50,1,0,1,0,2321.06,71,NA
100,1.5,0.7,0.4,0.001,1,50,1,0,1,0,1880.92,71,NA
10,0.5,0.5,0.2,0.01,1,50,1,0,1,0,7228.12,71,NA
30,0.5,0.5,0.2,0.01,1,50,1,0,1,0,2689.38,71,NA
60,0.5,0.5,0.2,0.01,1,50,1,0,1,0,2137.04,71,NA
100,0.5,0.5,0.2,0.01,1,50,1,0,1,0,1811.96,71,NA
10,1,0.5,0.2,0.01,1,50,1,0,1,0,9602.9,71,NA
30,1,0.5,0.2,0.01,1,50,1,0,1,0,3749.08,71,NA
60,1,0.5,0.2,0.01,1,50,1,0,1,0,2662.8,71,NA
100,1,0.5,0.2,0.01,1,50,1,0,1,0,2254.86,71,NA
10,1.5,0.5,0.2,0.01,1,50,0.74,0,0.74,0,17299.7027027027,71,NA
30,1.5,0.5,0.2,0.01,1,50,1,0,1,0,5842.32,71,NA
60,1.5,0.5,0.2,0.01,1,50,1,0,1,0,3778.06,71,NA
100,1.5,0.5,0.2,0.01,1,50,1,0,1,0,3326.94,71,NA
10,0.5,0.6,0.2,0.01,1,50,1,0,1,0,5646.4,71,NA
30,0.5,0.6,0.2,0.01,1,50,1,0,1,0,2358.42,71,NA
60,0.5,0.6,0.2,0.01,1,50,1,0,1,0,1588.86,71,NA
100,0.5,0.6,0.2,0.01,1,50,1,0,1,0,1534.88,71,NA
10,1,0.6,0.2,0.01,1,50,1,0,1,0,7048.1,71,NA
30,1,0.6,0.2,0.01,1,50,1,0,1,0,2709.44,71,NA
60,1,0.6,0.2,0.01,1,50,1,0,1,0,2062.1,71,NA
100,1,0.6,0.2,0.01,1,50,1,0,1,0,1747.26,71,NA
10,1.5,0.6,0.2,0.01,1,50,1,0,1,0,10662.12,71,NA
30,1.5,0.6,0.2,0.01,1,50,1,0,1,0,3862.04,71,NA
60,1.5,0.6,0.2,0.01,1,50,1,0,1,0,2777.86,71,NA
100,1.5,0.6,0.2,0.01,1,50,1,0,1,0,2463.88,71,NA
10,0.5,0.7,0.2,0.01,1,50,1,0,1,0,4638.9,71,NA
30,0.5,0.7,0.2,0.01,1,50,1,0,1,0,1864.9,71,NA
60,0.5,0.7,0.2,0.01,1,50,1,0,1,0,1445.26,71,NA
100,0.5,0.7,0.2,0.01,1,50,1,0,1,0,1173.4,71,NA
10,1,0.7,0.2,0.01,1,50,1,0,1,0,5754.16,71,NA
30,1,0.7,0.2,0.01,1,50,1,0,1,0,2282.8,71,NA
60,1,0.7,0.2,0.01,1,50,1,0,1,0,1558.34,71,NA
100,1,0.7,0.2,0.01,1,50,1,0,1,0,1421.62,71,NA
10,1.5,0.7,0.2,0.01,1,50,1,0,1,0,8511.82,71,NA
30,1.5,0.7,0.2,0.01,1,50,1,0,1,0,3297.96,71,NA
60,1.5,0.7,0.2,0.01,1,50,1,0,1,0,2259.46,71,NA
100,1.5,0.7,0.2,0.01,1,50,1,0,1,0,1797.52,71,NA
10,0.5,0.5,0.3,0.01,1,50,1,0,1,0,11569.64,71,NA
30,0.5,0.5,0.3,0.01,1,50,1,0,1,0,3954.04,71,NA
60,0.5,0.5,0.3,0.01,1,50,1,0,1,0,2921.22,71,NA
100,0.5,0.5,0.3,0.01,1,50,1,0,1,0,2546.88,71,NA
10,1,0.5,0.3,0.01,1,50,0.86,0,0.86,0,23477.3953488372,71,NA
30,1,0.5,0.3,0.01,1,50,1,0,1,0,5464.8,71,NA
60,1,0.5,0.3,0.01,1,50,1,0,1,0,3738.62,71,NA
100,1,0.5,0.3,0.01,1,50,1,0,1,0,3471.84,71,NA
10,1.5,0.5,0.3,0.01,1,50,0.18,0,0.18,0,17064,71,NA
30,1.5,0.5,0.3,0.01,1,50,1,0,1,0,8357.96,71,NA
60,1.5,0.5,0.3,0.01,1,50,1,0,1,0,5895.74,71,NA
100,1.5,0.5,0.3,0.01,1,50,1,0,1,0,5529.22,71,NA
10,0.5,0.6,0.3,0.01,1,50,1,0,1,0,7515.68,71,NA
30,0.5,0.6,0.3,0.01,1,50,1,0,1,0,2939.74,71,NA
60,0.5,0.6,0.3,0.01,1,50,1,0,1,0,2062.96,71,NA
100,0.5,0.6,0.3,0.01,1,50,1,0,1,0,1719.36,71,NA
10,1,0.6,0.3,0.01,1,50,1,0,1,0,9529.18,71,NA
30,1,0.6,0.3,0.01,1,50,1,0,1,0,3606.28,71,NA
60,1,0.6,0.3,0.01,1,50,1,0,1,0,2603.48,71,NA
100,1,0.6,0.3,0.01,1,50,1,0,1,0,2162.26,71,NA
10,1.5,0.6,0.3,0.01,1,50,0.8,0,0.8,0,17456.025,71,NA
30,1.5,0.6,0.3,0.01,1,50,1,0,1,0,5808.26,71,NA
60,1.5,0.6,0.3,0.01,1,50,1,0,1,0,3883.52,71,NA
100,1.5,0.6,0.3,0.01,1,50,1,0,1,0,3250.46,71,NA
10,0.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,5689.86,71,NA
30,0.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,2308.58,71,NA
60,0.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,1562.66,71,NA
100,0.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,1417.52,71,NA
10,1,0.7,0.3,0.01,1,50,1,0,0.98,0.02,6781.76,71,NA
30,1,0.7,0.3,0.01,1,50,1,0,0.98,0.02,2659.6,71,NA
60,1,0.7,0.3,0.01,1,50,1,0,0.98,0.02,1938.18,71,NA
100,1,0.7,0.3,0.01,1,50,1,0,0.98,0.02,1636.74,71,NA
10,1.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,11316.02,71,NA
30,1.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,4006.36,71,NA
60,1.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,2862.46,71,NA
100,1.5,0.7,0.3,0.01,1,50,1,0,0.98,0.02,2337.56,71,NA
10,0.5,0.5,0.4,0.01,1,50,0.28,0,0.28,0,31061.7142857143,71,NA
30,0.5,0.5,0.4,0.01,1,50,1,0,1,0,8230.36,71,NA
60,0.5,0.5,0.4,0.01,1,50,1,0,1,0,5981.96,71,NA
100,0.5,0.5,0.4,0.01,1,50,1,0,1,0,5260.14,71,NA
10,1,0.5,0.4,0.01,1,50,0.08,0,0.08,0,34083,71,NA
30,1,0.5,0.4,0.01,1,50,1,0,1,0,14801.48,71,NA
60,1,0.5,0.4,0.01,1,50,1,0,1,0,8819.28,71,NA
100,1,0.5,0.4,0.01,1,50,1,0,1,0,7421.56,71,NA
10,1.5,0.5,0.4,0.01,1,50,0,0,0,0,NA,NA,NA
30,1.5,0.5,0.4,0.01,1,50,0.46,0,0.46,0,40237.6086956522,71,NA
60,1.5,0.5,0.4,0.01,1,50,0.96,0,0.96,0,17481.4583333333,71,NA
100,1.5,0.5,0.4,0.01,1,50,1,0,1,0,16079.32,71,NA
10,0.5,0.6,0.4,0.01,1,50,1,0,1,0,11351.22,71,NA
30,0.5,0.6,0.4,0.01,1,50,1,0,1,0,3899.94,71,NA
60,0.5,0.6,0.4,0.01,1,50,1,0,1,0,2805.3,71,NA
100,0.5,0.6,0.4,0.01,1,50,1,0,1,0,2480.86,71,NA
10,1,0.6,0.4,0.01,1,50,0.82,0,0.82,0,25500.5365853659,71,NA
30,1,0.6,0.4,0.01,1,50,1,0,1,0,5205.5,71,NA
60,1,0.6,0.4,0.01,1,50,1,0,1,0,3858.4,71,NA
100,1,0.6,0.4,0.01,1,50,1,0,1,0,3324.84,71,NA
10,1.5,0.6,0.4,0.01,1,50,0.2,0,0.2,0,17041,71,NA
30,1.5,0.6,0.4,0.01,1,50,1,0,1,0,8561.9,71,NA
60,1.5,0.6,0.4,0.01,1,50,1,0,1,0,5963.48,71,NA
100,1.5,0.6,0.4,0.01,1,50,1,0,1,0,5134.44,71,NA
10,0.5,0.7,0.4,0.01,1,50,1,0,1,0,7328.16,71,NA
30,0.5,0.7,0.4,0.01,1,50,1,0,1,0,2612.04,71,NA
60,0.5,0.7,0.4,0.01,1,50,1,0,1,0,2006.54,71,NA
100,0.5,0.7,0.4,0.01,1,50,1,0,1,0,1698.4,71,NA
10,1,0.7,0.4,0.01,1,50,1,0,1,0,9305.66,71,NA
30,1,0.7,0.4,0.01,1,50,1,0,1,0,3671.74,71,NA
60,1,0.7,0.4,0.01,1,50,1,0,1,0,2508.98,71,NA
100,1,0.7,0.4,0.01,1,50,1,0,1,0,2265.82,71,NA
10,1.5,0.7,0.4,0.01,1,50,0.56,0,0.56,0,28001.3928571429,71,NA
30,1.5,0.7,0.4,0.01,1,50,1,0,1,0,5970.12,71,NA
60,1.5,0.7,0.4,0.01,1,50,1,0,1,0,4089.04,71,NA
100,1.5,0.7,0.4,0.01,1,50,1,0,1,0,3316.48,71,NA
10,0.5,0.5,0.2,0.1,1,50,1,0,1,0,21885.04,174,NA
30,0.5,0.5,0.2,0.1,1,50,1,0,1,0,6730.7,174,NA
60,0.5,0.5,0.2,0.1,1,50,1,0,1,0,4211.78,174,NA
100,0.5,0.5,0.2,0.1,1,50,1,0,1,0,3558.78,174,NA
10,1,0.5,0.2,0.1,1,50,1,0,1,0,29214.94,174,NA
30,1,0.5,0.2,0.1,1,50,1,0,1,0,10628.96,174,NA
60,1,0.5,0.2,0.1,1,50,1,0,1,0,6438.56,174,NA
100,1,0.5,0.2,0.1,1,50,1,0,1,0,5009.24,174,NA
10,1.5,0.5,0.2,0.1,1,50,0.92,0,0.92,0,53520.1739130435,174,NA
30,1.5,0.5,0.2,0.1,1,50,1,0,1,0,22069.36,174,NA
60,1.5,0.5,0.2,0.1,1,50,1,0,1,0,13874.9,174,NA
100,1.5,0.5,0.2,0.1,1,50,1,0,1,0,10488.02,174,NA
10,0.5,0.6,0.2,0.1,1,50,1,0,1,0,15063.28,174,NA
30,0.5,0.6,0.2,0.1,1,50,1,0,1,0,4551.74,174,NA
60,0.5,0.6,0.2,0.1,1,50,1,0,1,0,3133.68,174,NA
100,0.5,0.6,0.2,0.1,1,50,1,0,1,0,2490.46,174,NA
10,1,0.6,0.2,0.1,1,50,1,0,1,0,21895.44,174,NA
30,1,0.6,0.2,0.1,1,50,1,0,1,0,6420.4,174,NA
60,1,0.6,0.2,0.1,1,50,1,0,1,0,4147,174,NA
100,1,0.6,0.2,0.1,1,50,1,0,1,0,3479.34,174,NA
10,1.5,0.6,0.2,0.1,1,50,1,0,1,0,37498.04,174,NA
30,1.5,0.6,0.2,0.1,1,50,1,0,1,0,13973.78,174,NA
60,1.5,0.6,0.2,0.1,1,50,1,0,1,0,7525.78,174,NA
100,1.5,0.6,0.2,0.1,1,50,1,0,1,0,6464.22,174,NA
10,0.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,11570.74,174,0.449525097902195
30,0.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,3577.3,174,0.449525097902195
60,0.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,2404.38,174,0.449525097902195
100,0.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,1864.9,174,0.449525097902195
10,1,0.7,0.2,0.1,1,50,1,0.02,0.98,0,16316.02,174,0.449525097902195
30,1,0.7,0.2,0.1,1,50,1,0.02,0.98,0,4688.16,174,0.449525097902195
60,1,0.7,0.2,0.1,1,50,1,0.02,0.98,0,3058.06,174,0.449525097902195
100,1,0.7,0.2,0.1,1,50,1,0.02,0.98,0,2369.74,174,0.449525097902195
10,1.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,30368.92,174,0.449525097902195
30,1.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,9323.22,174,0.449525097902195
60,1.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,5466.98,174,0.449525097902195
100,1.5,0.7,0.2,0.1,1,50,1,0.02,0.98,0,4203.08,174,0.449525097902195
10,0.5,0.5,0.3,0.1,1,50,1,0,1,0,29310.16,174,NA
30,0.5,0.5,0.3,0.1,1,50,1,0,1,0,10070.86,174,NA
60,0.5,0.5,0.3,0.1,1,50,1,0,1,0,6384.64,174,NA
100,0.5,0.5,0.3,0.1,1,50,1,0,1,0,5299.62,174,NA
10,1,0.5,0.3,0.1,1,50,1,0,1,0,42998.58,174,NA
30,1,0.5,0.3,0.1,1,50,1,0,1,0,17051.62,174,NA
60,1,0.5,0.3,0.1,1,50,1,0,1,0,10546.7,174,NA
100,1,0.5,0.3,0.1,1,50,1,0,1,0,8840.92,174,NA
10,1.5,0.5,0.3,0.1,1,50,0.34,0,0.34,0,57740.4117647059,174,NA
30,1.5,0.5,0.3,0.1,1,50,1,0,1,0,34653.42,174,NA
60,1.5,0.5,0.3,0.1,1,50,1,0,1,0,24515.14,174,NA
100,1.5,0.5,0.3,0.1,1,50,1,0,1,0,20677.54,174,NA
10,0.5,0.6,0.3,0.1,1,50,1,0,1,0,19703.2,174,NA
30,0.5,0.6,0.3,0.1,1,50,1,0,1,0,6015.52,174,NA
60,0.5,0.6,0.3,0.1,1,50,1,0,1,0,3945.34,174,NA
100,0.5,0.6,0.3,0.1,1,50,1,0,1,0,3229.54,174,NA
10,1,0.6,0.3,0.1,1,50,1,0,1,0,26333.32,174,NA
30,1,0.6,0.3,0.1,1,50,1,0,1,0,9017.24,174,NA
60,1,0.6,0.3,0.1,1,50,1,0,1,0,5568.7,174,NA
100,1,0.6,0.3,0.1,1,50,1,0,1,0,4725.84,174,NA
10,1.5,0.6,0.3,0.1,1,50,0.94,0,0.94,0,51569.5531914894,174,NA
30,1.5,0.6,0.3,0.1,1,50,1,0,1,0,20154.68,174,NA
60,1.5,0.6,0.3,0.1,1,50,1,0,1,0,12455.32,174,NA
100,1.5,0.6,0.3,0.1,1,50,1,0,1,0,9447.68,174,NA
10,0.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,14502.36,174,0.896375422173214
30,0.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,4093.3,174,0.896375422173214
60,0.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,2823.02,174,0.896375422173214
100,0.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,2222.68,174,0.896375422173214
10,1,0.7,0.3,0.1,1,50,1,0.02,0.98,0,20892.2,174,0.896375422173214
30,1,0.7,0.3,0.1,1,50,1,0.02,0.98,0,6270.52,174,0.896375422173214
60,1,0.7,0.3,0.1,1,50,1,0.02,0.98,0,3919.42,174,0.896375422173214
100,1,0.7,0.3,0.1,1,50,1,0.02,0.98,0,3147.26,174,0.896375422173214
10,1.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,37333.38,174,0.896375422173214
30,1.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,13016.06,174,0.896375422173214
60,1.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,7524,174,0.896375422173214
100,1.5,0.7,0.3,0.1,1,50,1,0.02,0.98,0,5846.76,174,0.896375422173214
10,0.5,0.5,0.4,0.1,1,50,0.82,0,0.82,0,60834.4878048781,174,NA
30,0.5,0.5,0.4,0.1,1,50,1,0,1,0,21820.82,174,NA
60,0.5,0.5,0.4,0.1,1,50,1,0,1,0,13763.36,174,NA
100,0.5,0.5,0.4,0.1,1,50,1,0,1,0,11655.78,174,NA
10,1,0.5,0.4,0.1,1,50,0.26,0,0.26,0,67488.6923076923,174,NA
30,1,0.5,0.4,0.1,1,50,1,0,1,0,40250.54,174,NA
60,1,0.5,0.4,0.1,1,50,1,0,1,0,29688,174,NA
100,1,0.5,0.4,0.1,1,50,1,0,1,0,24431.36,174,NA
10,1.5,0.5,0.4,0.1,1,50,0.06,0,0.06,0,35766.6666666667,174,NA
30,1.5,0.5,0.4,0.1,1,50,0.52,0,0.52,0,77285.5384615385,174,NA
60,1.5,0.5,0.4,0.1,1,50,0.98,0,0.98,0,79524.8979591837,174,NA
100,1.5,0.5,0.4,0.1,1,50,1,0,1,0,64345.48,174,NA
10,0.5,0.6,0.4,0.1,1,50,1,0,1,0,24782.2,174,NA
30,0.5,0.6,0.4,0.1,1,50,1,0,1,0,8877.02,174,NA
60,0.5,0.6,0.4,0.1,1,50,1,0,1,0,5552.28,174,NA
100,0.5,0.6,0.4,0.1,1,50,1,0,1,0,4651.46,174,NA
10,1,0.6,0.4,0.1,1,50,1,0,1,0,38725.26,174,NA
30,1,0.6,0.4,0.1,1,50,1,0,1,0,15572.78,174,NA
60,1,0.6,0.4,0.1,1,50,1,0,1,0,9970.82,174,NA
100,1,0.6,0.4,0.1,1,50,1,0,1,0,7654.48,174,NA
10,1.5,0.6,0.4,0.1,1,50,0.32,0,0.32,0,59732.6875,174,NA
30,1.5,0.6,0.4,0.1,1,50,1,0,1,0,33334,174,NA
60,1.5,0.6,0.4,0.1,1,50,1,0,1,0,23097.22,174,NA
100,1.5,0.6,0.4,0.1,1,50,1,0,1,0,19572.4,174,NA
10,0.5,0.7,0.4,0.1,1,50,1,0,1,0,17661.34,174,NA
30,0.5,0.7,0.4,0.1,1,50,1,0,1,0,5670.32,174,NA
60,0.5,0.7,0.4,0.1,1,50,1,0,1,0,3700.72,174,NA
100,0.5,0.7,0.4,0.1,1,50,1,0,1,0,2912.3,174,NA
10,1,0.7,0.4,0.1,1,50,1,0,1,0,26561.28,174,NA
30,1,0.7,0.4,0.1,1,50,1,0,1,0,8691.78,174,NA
60,1,0.7,0.4,0.1,1,50,1,0,1,0,5241.98,174,NA
100,1,0.7,0.4,0.1,1,50,1,0,1,0,4312.18,174,NA
10,1.5,0.7,0.4,0.1,1,50,0.92,0,0.92,0,51872.8913043478,174,NA
30,1.5,0.7,0.4,0.1,1,50,1,0,1,0,20735.56,174,NA
60,1.5,0.7,0.4,0.1,1,50,1,0,1,0,11721,174,NA
100,1.5,0.7,0.4,0.1,1,50,1,0,1,0,9219.98,174,NA
10,0.5,0.5,0.2,0.5,1,50,1,0,1,0,35115.82,1637,NA
30,0.5,0.5,0.2,0.5,1,50,1,0,1,0,8445.44,1637,NA
60,0.5,0.5,0.2,0.5,1,50,1,0,0.98,0.02,5268.54,1637,NA
100,0.5,0.5,0.2,0.5,1,50,1,0,0.98,0.02,4153.82,1637,NA
10,1,0.5,0.2,0.5,1,50,1,0,1,0,64492.06,1637,NA
30,1,0.5,0.2,0.5,1,50,1,0,1,0,17900.16,1637,NA
60,1,0.5,0.2,0.5,1,50,1,0,1,0,9457.74,1637,NA
100,1,0.5,0.2,0.5,1,50,1,0,1,0,7316.3,1637,NA
10,1.5,0.5,0.2,0.5,1,50,0.96,0,0.96,0,137015.3125,1637,NA
30,1.5,0.5,0.2,0.5,1,50,1,0,1,0,63944.66,1637,NA
60,1.5,0.5,0.2,0.5,1,50,1,0,1,0,34909.42,1637,NA
100,1.5,0.5,0.2,0.5,1,50,1,0,1,0,24613.3,1625.18,NA
10,0.5,0.6,0.2,0.5,1,50,1,0,1,0,23083.78,1655.52,NA
30,0.5,0.6,0.2,0.5,1,50,1,0.02,0.98,0,5559.78,1637,0.896332403834489
60,0.5,0.6,0.2,0.5,1,50,1,0.02,0.98,0,3671.74,1637,0.896332403834489
100,0.5,0.6,0.2,0.5,1,50,1,0.02,0.94,0.04,2835.82,1637,0.896332403834489
10,1,0.6,0.2,0.5,1,50,1,0.02,0.98,0,40605.08,1637,0.896332403834489
30,1,0.6,0.2,0.5,1,50,1,0.02,0.98,0,8909.04,1637,0.896332403834489
60,1,0.6,0.2,0.5,1,50,1,0.02,0.98,0,5582.12,1637,0.896332403834489
100,1,0.6,0.2,0.5,1,50,1,0.02,0.96,0.02,4297.52,1637,0.896332403834489
10,1.5,0.6,0.2,0.5,1,50,1,0.02,0.98,0,98035.46,1637,0.896332403834489
30,1.5,0.6,0.2,0.5,1,50,1,0.02,0.98,0,28445.04,1637,0.896332403834489
60,1.5,0.6,0.2,0.5,1,50,1,0.02,0.98,0,14765.1,1637,0.896332403834489
100,1.5,0.6,0.2,0.5,1,50,1,0,1,0,11127.6,1625.18,NA
10,0.5,0.7,0.2,0.5,1,50,1,0.04,0.96,0,16378.96,1655.52,1.79371138994665
30,0.5,0.7,0.2,0.5,1,50,1,0.04,0.96,0,4263.14,1637,1.79371138994665
60,0.5,0.7,0.2,0.5,1,50,1,0.04,0.88,0.08,2633.82,1637,1.79371138994665
100,0.5,0.7,0.2,0.5,1,50,1,0.04,0.58,0.38,2124.18,1637,1.79371138994665
10,1,0.7,0.2,0.5,1,50,1,0.04,0.96,0,28634.2,1637,1.79371138994665
30,1,0.7,0.2,0.5,1,50,1,0.04,0.96,0,6339.06,1637,1.79371138994665
60,1,0.7,0.2,0.5,1,50,1,0.04,0.96,0,3746.34,1637,1.79371138994665
100,1,0.7,0.2,0.5,1,50,1,0.04,0.84,0.12,2915.56,1637,1.79371138994665
10,1.5,0.7,0.2,0.5,1,50,1,0.04,0.96,0,73079.1,1637,1.79371138994665
30,1.5,0.7,0.2,0.5,1,50,1,0.04,0.96,0,15799.8,1637,1.79371138994665
60,1.5,0.7,0.2,0.5,1,50,1,0.04,0.96,0,8172.44,1637,1.79371138994665
100,1.5,0.7,0.2,0.5,1,50,1,0.04,0.94,0.02,6587.7,1637,1.79371138994665
10,0.5,0.5,0.3,0.5,1,50,1,0,1,0,56253.66,1637,NA
30,0.5,0.5,0.3,0.5,1,50,1,0,1,0,14260.36,1637,NA
60,0.5,0.5,0.3,0.5,1,50,1,0,1,0,8560,1637,NA
100,0.5,0.5,0.3,0.5,1,50,1,0,1,0,6714.28,1637,NA
10,1,0.5,0.3,0.5,1,50,1,0,1,0,97216.28,1637,NA
30,1,0.5,0.3,0.5,1,50,1,0,1,0,38785.92,1637,NA
