"mu","sigma","item_overlap","class_overlap","add_k","zipf_s","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","frac_tie","mean_ob_nobs","mean_ow_nobs","mean_log_ratio"
10,0.5,0.5,0.2,0.5,0.5,50,1,0,1,0,16766.2,1637,NA
30,0.5,0.5,0.2,0.5,0.5,50,1,0.02,0.98,0,4831.7,1637,0.447891932746267
60,0.5,0.5,0.2,0.5,0.5,50,1,0.04,0.92,0.04,3218.76,1637,0.447891932746267
100,0.5,0.5,0.2,0.5,0.5,50,1,0.04,0.86,0.1,2641.56,1637,0.447891932746267
10,1,0.5,0.2,0.5,0.5,50,1,0,1,0,25681.6,1637,NA
30,1,0.5,0.2,0.5,0.5,50,1,0.02,0.98,0,8085.46,1637,0.447891932746267
60,1,0.5,0.2,0.5,0.5,50,1,0.02,0.98,0,5130.3,1637,0.447891932746267
100,1,0.5,0.2,0.5,0.5,50,1,0.02,0.96,0.02,4230.7,1637,0.447891932746267
10,1.5,0.5,0.2,0.5,0.5,50,0.98,0,0.98,0,62896.8979591837,1637,NA
30,1.5,0.5,0.2,0.5,0.5,50,1,0.02,0.98,0,21079.74,1637,0.447891932746267
60,1.5,0.5,0.2,0.5,0.5,50,1,0,1,0,12591.8,1637,NA
100,1.5,0.5,0.2,0.5,0.5,50,1,0.02,0.98,0,9645.8,1637,0.447891932746267
10,0.5,0.6,0.2,0.5,0.5,50,1,0,1,0,12054.58,1637,NA
30,0.5,0.6,0.2,0.5,0.5,50,1,0.02,0.98,0,3489,1637,0.447891932746267
60,0.5,0.6,0.2,0.5,0.5,50,1,0.04,0.68,0.28,2272.02,1637,0.447891932746267
100,0.5,0.6,0.2,0.5,0.5,50,1,0.08,0.32,0.6,1886.04,1637,0.447891932746267
10,1,0.6,0.2,0.5,0.5,50,1,0,1,0,17036.98,1637,NA
30,1,0.6,0.2,0.5,0.5,50,1,0,0.98,0.02,5009.24,1637,NA
60,1,0.6,0.2,0.5,0.5,50,1,0.02,0.92,0.06,3288.54,1637,0.447891932746267
100,1,0.6,0.2,0.5,0.5,50,1,0.04,0.86,0.1,2699.52,1637,0.447891932746267
10,1.5,0.6,0.2,0.5,0.5,50,1,0,1,0,40980.44,1637,NA
30,1.5,0.6,0.2,0.5,0.5,50,1,0,0.98,0.02,11272.66,1637,NA
60,1.5,0.6,0.2,0.5,0.5,50,1,0,0.96,0.04,6968.64,1637,NA
100,1.5,0.6,0.2,0.5,0.5,50,1,0.04,0.94,0.02,5572.02,1637,0.672112168290378
10,0.5,0.7,0.2,0.5,0.5,50,1,0,0.98,0.02,8698.54,1637,NA
30,0.5,0.7,0.2,0.5,0.5,50,1,0.02,0.84,0.14,2489.96,1637,0.447891932746267
60,0.5,0.7,0.2,0.5,0.5,50,1,0.14,0.16,0.7,1687.3,1637,0.576017781628616
100,0.5,0.7,0.2,0.5,0.5,50,1,0.32,0,0.68,1432.76,1637,0.503946991632295
10,1,0.7,0.2,0.5,0.5,50,1,0,0.98,0.02,12110.96,1637,NA
30,1,0.7,0.2,0.5,0.5,50,1,0.04,0.92,0.04,3409.06,1637,0.447891932746267
60,1,0.7,0.2,0.5,0.5,50,1,0.06,0.62,0.32,2168.1,1637,0.597372089775674
100,1,0.7,0.2,0.5,0.5,50,1,0.12,0.32,0.56,1847.28,1637,0.597372089775674
10,1.5,0.7,0.2,0.5,0.5,50,1,0,1,0,28431.42,1637,NA
30,1.5,0.7,0.2,0.5,0.5,50,1,0.04,0.96,0,6976.58,1637,0.447891932746267
60,1.5,0.7,0.2,0.5,0.5,50,1,0.04,0.86,0.1,4328.16,1637,0.447891932746267
100,1.5,0.7,0.2,0.5,0.5,50,1,0.1,0.82,0.08,3508,1637,0.447891932746267
10,0.5,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,22982.72,1637,1.34383656414251
30,0.5,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,7640.02,1637,1.34383656414251
60,0.5,0.5,0.3,0.5,0.5,50,1,0.02,0.94,0.04,4929.12,1637,2.6910903760588
100,0.5,0.5,0.3,0.5,0.5,50,1,0.02,0.94,0.04,3902.28,1637,1.34383656414251
10,1,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,37767.12,1637,1.34383656414251
30,1,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,13513.86,1637,1.34383656414251
60,1,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,8790.42,1637,1.34383656414251
100,1,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,7010.96,1637,1.34383656414251
10,1.5,0.5,0.3,0.5,0.5,50,0.48,0.02,0.46,0,76576.7083333333,1637,1.34383656414251
30,1.5,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,40906.96,1637,1.34383656414251
60,1.5,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,26011.32,1637,1.34383656414251
100,1.5,0.5,0.3,0.5,0.5,50,1,0.02,0.98,0,20504.02,1637,1.34383656414251
10,0.5,0.6,0.3,0.5,0.5,50,1,0,1,0,14847.32,1637,NA
30,0.5,0.6,0.3,0.5,0.5,50,1,0.04,0.96,0,4194.9,1637,0.672112168290378
60,0.5,0.6,0.3,0.5,0.5,50,1,0.06,0.84,0.1,2719.58,1637,0.597372089775674
100,0.5,0.6,0.3,0.5,0.5,50,1,0.12,0.68,0.2,2296.56,1637,0.597372089775674
10,1,0.6,0.3,0.5,0.5,50,1,0,1,0,23840.86,1637,NA
30,1,0.6,0.3,0.5,0.5,50,1,0.02,0.96,0.02,6884.84,1637,0.896332403834489
60,1,0.6,0.3,0.5,0.5,50,1,0.02,0.9,0.08,4572.86,1637,0.896332403834489
100,1,0.6,0.3,0.5,0.5,50,1,0.04,0.88,0.08,3571.18,1637,0.672112168290378
10,1.5,0.6,0.3,0.5,0.5,50,0.98,0,0.98,0,55936.4285714286,1637,NA
30,1.5,0.6,0.3,0.5,0.5,50,1,0.02,0.98,0,19586.74,1637,0.896332403834489
60,1.5,0.6,0.3,0.5,0.5,50,1,0.02,0.98,0,11466.68,1637,0.896332403834489
100,1.5,0.6,0.3,0.5,0.5,50,1,0.02,0.98,0,9120.1,1637,0.447891932746267
10,0.5,0.7,0.3,0.5,0.5,50,1,0,1,0,10592.1,1637,NA
30,0.5,0.7,0.3,0.5,0.5,50,1,0.02,0.92,0.06,3153.92,1637,2.6910903760588
60,0.5,0.7,0.3,0.5,0.5,50,1,0.08,0.7,0.22,2219.22,1637,1.0086915435744
100,0.5,0.7,0.3,0.5,0.5,50,1,0.08,0.24,0.68,1811.96,1637,0.447891932746267
10,1,0.7,0.3,0.5,0.5,50,1,0,1,0,16582.6,1637,NA
30,1,0.7,0.3,0.5,0.5,50,1,0,0.98,0.02,4798.12,1637,NA
60,1,0.7,0.3,0.5,0.5,50,1,0.02,0.88,0.1,2913.22,1637,3.13794070032982
100,1,0.7,0.3,0.5,0.5,50,1,0.04,0.78,0.18,2509.52,1637,0.447891932746267
10,1.5,0.7,0.3,0.5,0.5,50,1,0,1,0,40334.32,1637,NA
30,1.5,0.7,0.3,0.5,0.5,50,1,0,1,0,10633.04,1637,NA
60,1.5,0.7,0.3,0.5,0.5,50,1,0,0.94,0.06,6402.02,1637,NA
100,1.5,0.7,0.3,0.5,0.5,50,1,0,0.94,0.06,5386,1637,NA
10,0.5,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,48557.88,1637,1.34383656414251
30,0.5,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,21192.62,1637,1.34383656414251
60,0.5,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,12815.24,1637,1.34383656414251
100,0.5,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,10503.6,1637,1.34383656414251
10,1,0.5,0.4,0.5,0.5,50,0.98,0.02,0.96,0,89223.9591836735,1637,1.34383656414251
30,1,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,46738.94,1637,1.34383656414251
60,1,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,35781.48,1637,1.34383656414251
100,1,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,29361.06,1637,1.34383656414251
10,1.5,0.5,0.4,0.5,0.5,50,0.1,0.02,0.08,0,46493,1637,1.34383656414251
30,1.5,0.5,0.4,0.5,0.5,50,0.44,0.02,0.42,0,114285.727272727,1637,1.34383656414251
60,1.5,0.5,0.4,0.5,0.5,50,0.94,0.02,0.92,0,122954.978723404,1637,1.34383656414251
100,1.5,0.5,0.4,0.5,0.5,50,1,0.02,0.98,0,101850.2,1637,1.34383656414251
10,0.5,0.6,0.4,0.5,0.5,50,1,0,1,0,23388.76,1637,NA
30,0.5,0.6,0.4,0.5,0.5,50,1,0.02,0.98,0,6686.54,1637,0.447891932746267
60,0.5,0.6,0.4,0.5,0.5,50,1,0.02,0.98,0,4546.74,1637,0.447891932746267
100,0.5,0.6,0.4,0.5,0.5,50,1,0.02,0.94,0.04,3571.74,1637,0.447891932746267
10,1,0.6,0.4,0.5,0.5,50,1,0,1,0,37489.26,1637,NA
30,1,0.6,0.4,0.5,0.5,50,1,0.02,0.98,0,13180.02,1637,0.447891932746267
60,1,0.6,0.4,0.5,0.5,50,1,0.02,0.98,0,8338.82,1637,0.447891932746267
100,1,0.6,0.4,0.5,0.5,50,1,0.02,0.98,0,6916.84,1637,0.447891932746267
10,1.5,0.6,0.4,0.5,0.5,50,0.46,0,0.46,0,102701.739130435,1637,NA
30,1.5,0.6,0.4,0.5,0.5,50,1,0,1,0,40368.02,1637,NA
60,1.5,0.6,0.4,0.5,0.5,50,1,0,1,0,27754.18,1637,NA
100,1.5,0.6,0.4,0.5,0.5,50,1,0,1,0,21337.4,1637,NA
10,0.5,0.7,0.4,0.5,0.5,50,1,0,1,0,14676.04,1637,NA
30,0.5,0.7,0.4,0.5,0.5,50,1,0,0.98,0.02,4405.94,1637,NA
60,0.5,0.7,0.4,0.5,0.5,50,1,0,0.96,0.04,2844.74,1637,NA
100,0.5,0.7,0.4,0.5,0.5,50,1,0.04,0.82,0.14,2372.68,1637,0.447891932746267
10,1,0.7,0.4,0.5,0.5,50,1,0,1,0,23726.98,1637,NA
30,1,0.7,0.4,0.5,0.5,50,1,0,1,0,7046.52,1637,NA
60,1,0.7,0.4,0.5,0.5,50,1,0,0.98,0.02,4546,1637,NA
100,1,0.7,0.4,0.5,0.5,50,1,0,0.94,0.06,3467.64,1637,NA
10,1.5,0.7,0.4,0.5,0.5,50,1,0,1,0,57934.24,1637,NA
30,1.5,0.7,0.4,0.5,0.5,50,1,0,1,0,18630.44,1637,NA
60,1.5,0.7,0.4,0.5,0.5,50,1,0,1,0,11579.5,1637,NA
100,1.5,0.7,0.4,0.5,0.5,50,1,0.02,0.98,0,9175.94,1637,0.447891932746267
10,0.5,0.5,0.2,1,0.5,50,1,0.02,0.98,0,18319.18,6282,0.448398531016766
30,0.5,0.5,0.2,1,0.5,50,1,0.42,0.08,0.5,5240.3,6100.4,0.533752241834609
60,0.5,0.5,0.2,1,0.5,50,1,0.38,0.02,0.6,3427.58,4012,0.566044228637299
100,0.5,0.5,0.2,1,0.5,50,1,0.76,0,0.24,2806.34,4012,0.51888662476278
10,1,0.5,0.2,1,0.5,50,1,0,0.98,0.02,35254.54,6282,NA
30,1,0.5,0.2,1,0.5,50,1,0.02,0.94,0.04,9574.74,4012,1.34431650445696
60,1,0.5,0.2,1,0.5,50,1,0.12,0.78,0.1,6187.04,4012,0.597478936340956
100,1,0.5,0.2,1,0.5,50,1,0.1,0.44,0.46,5048.74,4012,0.627352439065596
10,1.5,0.5,0.2,1,0.5,50,0.94,0,0.94,0,122717.510638298,4012,NA
30,1.5,0.5,0.2,1,0.5,50,1,0,1,0,32149.44,4012,NA
60,1.5,0.5,0.2,1,0.5,50,1,0,0.98,0.02,19695.82,4012,NA
100,1.5,0.5,0.2,1,0.5,50,1,0,0.96,0.04,14801.62,4012,NA
10,0.5,0.6,0.2,1,0.5,50,1,0.02,0.98,0,12833.26,6282,0.448398531016766
30,0.5,0.6,0.2,1,0.5,50,1,0.96,0,0.04,3724.7,6282,0.579097325899105
60,0.5,0.6,0.2,1,0.5,50,1,0.9,0,0.1,2510.88,4920,0.756977957006887
100,0.5,0.6,0.2,1,0.5,50,1,1,0,0,1941.6,4057.4,0.770864900333412
10,1,0.6,0.2,1,0.5,50,1,0.02,0.98,0,20457.64,6282,0.448398531016766
30,1,0.6,0.2,1,0.5,50,1,0.06,0.64,0.3,5501.46,4012,0.597549139048734
60,1,0.6,0.2,1,0.5,50,1,0.3,0.08,0.62,3673,4012,0.597521057965622
100,1,0.6,0.2,1,0.5,50,1,0.6,0,0.4,2989.32,4012,0.582577286332525
10,1.5,0.6,0.2,1,0.5,50,1,0,0.98,0.02,61248.46,4012,NA
30,1.5,0.6,0.2,1,0.5,50,1,0.04,0.96,0,15541.22,4012,0.672267997214223
60,1.5,0.6,0.2,1,0.5,50,1,0.06,0.88,0.06,9262.64,4012,0.746986855379713
100,1.5,0.6,0.2,1,0.5,50,1,0.08,0.8,0.12,7340.06,4012,1.12040236860765
10,0.5,0.7,0.2,1,0.5,50,1,0.06,0.78,0.16,8951.9,6282,0.896577195826248
30,0.5,0.7,0.2,1,0.5,50,1,1,0,0,2584.96,6282,0.914454227996823
60,0.5,0.7,0.2,1,0.5,50,1,1,0,0,1859.96,6282,1.25512932207104
100,0.5,0.7,0.2,1,0.5,50,1,1,0,0,1480.04,6145.8,1.44335087356908
10,1,0.7,0.2,1,0.5,50,1,0.04,0.92,0.04,12957.8,6282,1.12066652823099
30,1,0.7,0.2,1,0.5,50,1,0.28,0.06,0.66,3656.58,4012,0.608193174769042
60,1,0.7,0.2,1,0.5,50,1,0.86,0,0.14,2433.22,4012,0.656592944507693
100,1,0.7,0.2,1,0.5,50,1,1,0,0,1996.3,4012,0.743958525870332
10,1.5,0.7,0.2,1,0.5,50,1,0.02,0.98,0,41961.7,4057.4,0.896424571710691
30,1.5,0.7,0.2,1,0.5,50,1,0.08,0.78,0.14,8882.26,4012,0.896213963587356
60,1.5,0.7,0.2,1,0.5,50,1,0.2,0.56,0.24,5569.24,4012,0.80667769866277
100,1.5,0.7,0.2,1,0.5,50,1,0.3,0.34,0.36,4153.66,4012,0.806649617579659
10,0.5,0.5,0.3,1,0.5,50,1,0.04,0.94,0.02,28896.32,6282,1.56852909894337
30,0.5,0.5,0.3,1,0.5,50,1,0.1,0.62,0.28,8373.34,6009.6,1.16584409891086
60,0.5,0.5,0.3,1,0.5,50,1,0.12,0.6,0.28,5398.28,4012,1.12078305989069
100,0.5,0.5,0.3,1,0.5,50,1,0.2,0.36,0.44,4459.64,4012,0.716989023829887
10,1,0.5,0.3,1,0.5,50,1,0.06,0.94,0,56128.2,6282,1.34452271720708
30,1,0.5,0.3,1,0.5,50,1,0.04,0.94,0.02,18763.82,4012,1.34418627928548
60,1,0.5,0.3,1,0.5,50,1,0.04,0.88,0.08,11507.96,4012,1.34418627928548
100,1,0.5,0.3,1,0.5,50,1,0.04,0.88,0.08,9803.68,4012,1.79228882015508
10,1.5,0.5,0.3,1,0.5,50,0.44,0.02,0.4,0.02,141316.772727273,4012,2.2402611358532
30,1.5,0.5,0.3,1,0.5,50,1,0.02,0.94,0.04,72163.48,4012,2.2402611358532
60,1.5,0.5,0.3,1,0.5,50,1,0.04,0.94,0.02,45001.38,4012,1.34418627928548
100,1.5,0.5,0.3,1,0.5,50,1,0.04,0.94,0.02,34955.62,4012,1.34418627928548
10,0.5,0.6,0.3,1,0.5,50,1,0,1,0,16123,6282,NA
30,0.5,0.6,0.3,1,0.5,50,1,0.7,0.02,0.28,4550.92,6282,0.576438752392634
60,0.5,0.6,0.3,1,0.5,50,1,0.74,0,0.26,2922.44,5237.8,0.848022591972259
100,0.5,0.6,0.3,1,0.5,50,1,0.84,0,0.16,2499.24,4057.4,0.650884700574856
10,1,0.6,0.3,1,0.5,50,1,0,1,0,30474.24,6282,NA
30,1,0.6,0.3,1,0.5,50,1,0.04,0.9,0.06,8041.54,4012,1.34459077362794
60,1,0.6,0.3,1,0.5,50,1,0.12,0.54,0.34,5183.64,4012,0.896375589352127
100,1,0.6,0.3,1,0.5,50,1,0.22,0.22,0.56,4012.4,4012,0.937088584841918
10,1.5,0.6,0.3,1,0.5,50,0.98,0,0.98,0,102503.979591837,4058.32653061224,NA
30,1.5,0.6,0.3,1,0.5,50,1,0.04,0.96,0,28783.7,4012,1.12043419913147
60,1.5,0.6,0.3,1,0.5,50,1,0.04,0.94,0.02,17280.62,4012,1.12043419913147
100,1.5,0.6,0.3,1,0.5,50,1,0.02,0.98,0,13368.3,3983.02,1.34431650445696
10,0.5,0.7,0.3,1,0.5,50,1,0,0.9,0.1,11259.54,6282,NA
30,0.5,0.7,0.3,1,0.5,50,1,1,0,0,3240.86,6282,0.744216644907544
60,0.5,0.7,0.3,1,0.5,50,1,1,0,0,2286.6,6282,1.07584259432385
100,0.5,0.7,0.3,1,0.5,50,1,1,0,0,1916.38,5918.8,1.14752638307195
10,1,0.7,0.3,1,0.5,50,1,0,1,0,19167.94,6282,NA
30,1,0.7,0.3,1,0.5,50,1,0.04,0.56,0.4,5296.3,4012,0.448111422717755
60,1,0.7,0.3,1,0.5,50,1,0.46,0.02,0.52,3248.42,4012,0.701494883338948
100,1,0.7,0.3,1,0.5,50,1,0.78,0,0.22,2752.14,4012,0.528577885357513
10,1.5,0.7,0.3,1,0.5,50,1,0,1,0,62781.46,4057.4,NA
30,1.5,0.7,0.3,1,0.5,50,1,0.02,0.98,0,14429.5,4012,0.448111422717755
60,1.5,0.7,0.3,1,0.5,50,1,0.04,0.86,0.1,8810.56,4012,0.896424571710691
100,1.5,0.7,0.3,1,0.5,50,1,0.1,0.76,0.14,7514.14,4012,0.717099312113517
10,0.5,0.5,0.4,1,0.5,50,1,0.04,0.96,0,67378.16,6282,1.56852909894337
30,0.5,0.5,0.4,1,0.5,50,1,0.04,0.94,0.02,25669.64,6055,1.56852909894337
60,0.5,0.5,0.4,1,0.5,50,1,0.02,0.94,0.04,15747.02,4012,2.2402611358532
100,0.5,0.5,0.4,1,0.5,50,1,0.02,0.94,0.04,13243.96,4012,2.2402611358532
10,1,0.5,0.4,1,0.5,50,0.98,0.04,0.94,0,148301.020408163,6282,1.56852909894337
30,1,0.5,0.4,1,0.5,50,1,0.02,0.98,0,76238.9,4012,2.2402611358532
60,1,0.5,0.4,1,0.5,50,1,0.02,0.96,0.02,56628.46,4012,2.2402611358532
100,1,0.5,0.4,1,0.5,50,1,0.02,0.96,0.02,48986.68,4012,2.2402611358532
10,1.5,0.5,0.4,1,0.5,50,0.1,0.02,0.06,0.02,55904,4012,2.2402611358532
30,1.5,0.5,0.4,1,0.5,50,0.3,0.02,0.26,0.02,139919.6,4012,2.2402611358532
60,1.5,0.5,0.4,1,0.5,50,0.74,0.02,0.7,0.02,196523.756756757,4012,2.2402611358532
100,1.5,0.5,0.4,1,0.5,50,0.98,0.02,0.96,0,200860.244897959,4012,2.2402611358532
10,0.5,0.6,0.4,1,0.5,50,1,0.02,0.98,0,25832.92,6282,0.448398531016766
30,0.5,0.6,0.4,1,0.5,50,1,0.08,0.3,0.62,7106.98,6282,0.784477657131005
60,0.5,0.6,0.4,1,0.5,50,1,0.22,0.28,0.5,4922.5,4783.8,0.529819518756873
100,0.5,0.6,0.4,1,0.5,50,1,0.18,0.08,0.74,3865.4,4012,0.647314909353874
10,1,0.6,0.4,1,0.5,50,1,0.02,0.98,0,52622.94,6282,1.79271503547372
30,1,0.6,0.4,1,0.5,50,1,0.02,0.96,0.02,17240.76,4012,1.34431650445696
60,1,0.6,0.4,1,0.5,50,1,0.02,0.96,0.02,10492.64,4012,1.34431650445696
100,1,0.6,0.4,1,0.5,50,1,0.02,0.9,0.08,8723.86,4012,1.34431650445696
10,1.5,0.6,0.4,1,0.5,50,0.38,0,0.38,0,132747,4012,NA
30,1.5,0.6,0.4,1,0.5,50,1,0,1,0,74317.3,4012,NA
60,1.5,0.6,0.4,1,0.5,50,1,0,1,0,48738.22,4012,NA
100,1.5,0.6,0.4,1,0.5,50,1,0,1,0,36465.6,4012,NA
10,0.5,0.7,0.4,1,0.5,50,1,0.02,0.98,0,15532.3,6282,0.448398531016766
30,0.5,0.7,0.4,1,0.5,50,1,0.56,0,0.44,4905.34,6282,0.512421653057701
60,0.5,0.7,0.4,1,0.5,50,1,1,0,0,3191.14,6282,0.7172730984245
100,0.5,0.7,0.4,1,0.5,50,1,0.98,0,0.02,2544.16,6145.8,0.923949370658263
10,1,0.7,0.4,1,0.5,50,1,0,0.98,0.02,31112.42,6282,NA
30,1,0.7,0.4,1,0.5,50,1,0.02,0.94,0.04,8146.68,4012,0.448111422717755
60,1,0.7,0.4,1,0.5,50,1,0.08,0.5,0.42,5225.74,4012,0.560189709965989
100,1,0.7,0.4,1,0.5,50,1,0.24,0.18,0.58,4035.8,4012,0.522830280883244
10,1.5,0.7,0.4,1,0.5,50,1,0,1,0,103283.4,4057.4,NA
30,1.5,0.7,0.4,1,0.5,50,1,0.02,0.98,0,27637.18,4012,0.448111422717755
60,1.5,0.7,0.4,1,0.5,50,1,0.04,0.96,0,16946.66,4012,0.448111422717755
100,1.5,0.7,0.4,1,0.5,50,1,0.02,0.98,0,13652.54,4012,1.34431650445696
10,0.5,0.5,0.2,3,0.5,50,1,1,0,0,19583.84,37741,0.699321984178014
30,0.5,0.5,0.2,3,0.5,50,1,1,0,0,6029.86,24106,1.4434134615706
60,0.5,0.5,0.2,3,0.5,50,1,1,0,0,3634.3,24106,1.94551488327021
100,0.5,0.5,0.2,3,0.5,50,1,1,0,0,3191.14,15571.18,1.62272314429419
10,1,0.5,0.2,3,0.5,50,1,0.04,0.82,0.14,47144.54,24106,1.7928877467209
30,1,0.5,0.2,3,0.5,50,1,0.74,0.1,0.16,12413.54,18532.24,0.678440376570659
60,1,0.5,0.2,3,0.5,50,1,0.9,0.02,0.08,8258.44,15397,0.816799261107536
100,1,0.5,0.2,3,0.5,50,1,0.92,0,0.08,7101.8,15397,0.964714362106135
10,1.5,0.5,0.2,3,0.5,50,0.6,0.02,0.58,0,217122.233333333,24106,0.44828808691837
30,1.5,0.5,0.2,3,0.5,50,1,0.02,0.94,0.04,73735.58,15397,0.448225233406759
60,1.5,0.5,0.2,3,0.5,50,1,0.1,0.84,0.06,41094.62,15174.52,0.627528853696586
100,1.5,0.5,0.2,3,0.5,50,1,0.06,0.9,0.04,32709.78,10391.2,0.448247778285298
10,0.5,0.6,0.2,3,0.5,50,1,1,0,0,13055.74,37741,1.09379759642443
30,0.5,0.6,0.2,3,0.5,50,1,1,0,0,3918.86,24106,1.85587743514312
60,0.5,0.6,0.2,3,0.5,50,1,1,0,0,2711.34,24106,2.2233817197546
100,0.5,0.6,0.2,3,0.5,50,1,1,0,0,2064.54,24106,2.49231241524546
10,1,0.6,0.2,3,0.5,50,1,0.28,0.2,0.52,24229.72,24651.4,0.60838755053648
30,1,0.6,0.2,3,0.5,50,1,1,0,0,6569.34,23409.28,1.31788625663659
60,1,0.6,0.2,3,0.5,50,1,1,0,0,4543.08,15397,1.29997307510562
100,1,0.6,0.2,3,0.5,50,1,1,0,0,3662.94,15397,1.51513635364764
10,1.5,0.6,0.2,3,0.5,50,1,0.02,0.96,0.02,140480.24,24106,1.79317090206646
30,1.5,0.6,0.2,3,0.5,50,1,0.06,0.84,0.1,29432.84,15397,1.64359530295199
60,1.5,0.6,0.2,3,0.5,50,1,0.24,0.38,0.38,17503.1,15397,0.971201105368163
100,1.5,0.6,0.2,3,0.5,50,1,0.36,0.46,0.18,13760.6,11837.32,0.821757777032176
10,0.5,0.7,0.2,3,0.5,50,1,1,0,0,9094.02,37741,1.47031634104552
30,0.5,0.7,0.2,3,0.5,50,1,1,0,0,2777.36,24106,2.19648696534053
60,0.5,0.7,0.2,3,0.5,50,1,1,0,0,1945.86,24106,2.55507880254638
100,0.5,0.7,0.2,3,0.5,50,1,1,0,0,1603.84,24106,2.74331135484888
10,1,0.7,0.2,3,0.5,50,1,0.82,0,0.18,15568.9,27923.8,0.776282321583218
30,1,0.7,0.2,3,0.5,50,1,1,0,0,4271.9,23931.82,1.79309872676131
60,1,0.7,0.2,3,0.5,50,1,1,0,0,2713.92,15397,1.81096455517523
100,1,0.7,0.2,3,0.5,50,1,1,0,0,2310.28,15397,1.97230816395879
10,1.5,0.7,0.2,3,0.5,50,1,0.06,0.86,0.08,78734.42,24106,1.19539054920463
30,1.5,0.7,0.2,3,0.5,50,1,0.38,0.2,0.42,14438.46,15397,1.01457969287342
60,1.5,0.7,0.2,3,0.5,50,1,0.76,0.02,0.22,8997.18,15397,0.990846608915035
100,1.5,0.7,0.2,3,0.5,50,1,0.8,0.1,0.1,7029.02,13617.16,1.09821535560546
10,0.5,0.5,0.3,3,0.5,50,1,0.3,0.06,0.64,33351.02,37741,0.986149696833369
30,0.5,0.5,0.3,3,0.5,50,1,1,0,0,9355.9,24106,1.07586152134799
60,0.5,0.5,0.3,3,0.5,50,1,1,0,0,6054.96,24106,1.5151690693365
100,0.5,0.5,0.3,3,0.5,50,1,1,0,0,5421.02,15571.18,1.15649188300101
10,1,0.5,0.3,3,0.5,50,1,0.06,0.92,0.02,103670.7,24106,2.53992461401753
30,1,0.5,0.3,3,0.5,50,1,0.2,0.58,0.22,29615.34,18706.42,1.12058099834935
60,1,0.5,0.3,3,0.5,50,1,0.34,0.54,0.12,19764.92,15397,0.896447588566171
100,1,0.5,0.3,3,0.5,50,1,0.36,0.3,0.34,16176.36,15397,0.921352907804489
10,1.5,0.5,0.3,3,0.5,50,0.32,0.06,0.26,0,217486,24106,2.24103875343709
30,1.5,0.5,0.3,3,0.5,50,0.96,0.06,0.9,0,178217.854166667,15397,1.94217035009357
60,1.5,0.5,0.3,3,0.5,50,1,0.08,0.92,0,121807.52,14952.04,1.68078370367606
100,1.5,0.5,0.3,3,0.5,50,1,0.06,0.94,0,91415.68,10502.44,1.79278176793165
10,0.5,0.6,0.3,3,0.5,50,1,1,0,0,16993.9,37741,0.833806476836936
30,0.5,0.6,0.3,3,0.5,50,1,1,0,0,4842.7,24106,1.66757984491135
60,0.5,0.6,0.3,3,0.5,50,1,1,0,0,3045.92,24106,2.1337546901377
100,0.5,0.6,0.3,3,0.5,50,1,1,0,0,2691.64,24106,2.26820644622302
10,1,0.6,0.3,3,0.5,50,1,0.12,0.74,0.14,42509.6,25469.5,0.597715930549628
30,1,0.6,0.3,3,0.5,50,1,0.92,0,0.08,11011.82,23583.46,0.993969046492489
60,1,0.6,0.3,3,0.5,50,1,0.96,0.02,0.02,6958.44,15397,0.961876659944664
100,1,0.6,0.3,3,0.5,50,1,0.98,0,0.02,5748.48,15397,1.17099237357789
10,1.5,0.6,0.3,3,0.5,50,0.74,0,0.74,0,227626.216216216,24106,NA
30,1.5,0.6,0.3,3,0.5,50,1,0.02,0.94,0.04,71057.62,15397,3.13763979069327
60,1.5,0.6,0.3,3,0.5,50,1,0.08,0.72,0.2,37567,15397,1.12057887272839
100,1.5,0.6,0.3,3,0.5,50,1,0.12,0.8,0.08,28811.64,11837.32,0.747022345091649
10,0.5,0.7,0.3,3,0.5,50,1,1,0,0,11775.56,37741,1.20137021552892
30,0.5,0.7,0.3,3,0.5,50,1,1,0,0,3559.64,24106,1.99040450295933
60,0.5,0.7,0.3,3,0.5,50,1,1,0,0,2400.12,24106,2.37579171952526
100,0.5,0.7,0.3,3,0.5,50,1,1,0,0,2046.02,24106,2.50127867822532
10,1,0.7,0.3,3,0.5,50,1,0.42,0.08,0.5,23129.5,27923.8,0.576369356089425
30,1,0.7,0.3,3,0.5,50,1,1,0,0,6066.12,24106,1.43446290976784
