"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow"
30,1.5,0.6,0.4,0.001,50,1,0,1,43.92,1,16.8992693961144,0,50,NA,NA,0
30,1.5,0.6,0.4,0.01,50,1,0,1,44.54,1,17.9263914440158,0,50,NA,NA,0
30,1.5,0.6,0.4,0.1,50,1,0,1,51.22,4,19.1090212694829,0,50,NA,NA,0
30,1.5,0.6,0.4,0.5,50,1,0,0.94,105.58,23,55.051030129938,0,50,NA,NA,0
30,1.5,0.6,0.4,1,50,1,0.08,0.92,194.68,57,119.952616495355,0,50,0.68354469064192,0.258667194154548,4
30,1.5,0.7,0.2,0.001,50,1,0,1,15.36,1,3.37312306085525,0,50,NA,NA,0
30,1.5,0.7,0.2,0.01,50,1,0,1,15.36,1,3.37312306085525,0,50,NA,NA,0
30,1.5,0.7,0.2,0.1,50,1,0,1,15.52,4,3.54124387232302,0,50,NA,NA,0
30,1.5,0.7,0.2,0.5,50,1,0.38,0.06,20.38,23,6.02000067801203,0,50,0.508100692263675,0.191372812564638,19
30,1.5,0.7,0.2,1,50,1,0.94,0,26.94,57,11.2438826905648,0,50,0.886347787495271,0.372851101982876,47
30,1.5,0.7,0.3,0.001,50,1,0,1,18.94,1,4.67913300882607,0,50,NA,NA,0
30,1.5,0.7,0.3,0.01,50,1,0,1,18.94,1,4.67913300882607,0,50,NA,NA,0
30,1.5,0.7,0.3,0.1,50,1,0,1,19.2,4,5.23722936566382,0,50,NA,NA,0
30,1.5,0.7,0.3,0.5,50,1,0.2,0.48,28.9,23,10.9883983345701,0,50,0.42744401482694,0,10
30,1.5,0.7,0.3,1,50,1,0.6,0,39.86,57,15.4510550462037,0,50,0.740537225952179,0.316492477185344,30
30,1.5,0.7,0.4,0.001,50,1,0,1,24.92,1,7.49105589135116,0,50,NA,NA,0
30,1.5,0.7,0.4,0.01,50,1,0,1,25.08,1,7.35912594632525,0,50,NA,NA,0
30,1.5,0.7,0.4,0.1,50,1,0,1,26.02,4,8.73531420646758,0,50,NA,NA,0
30,1.5,0.7,0.4,0.5,50,1,0.08,0.8,40.54,23,16.7748718782175,0,50,0.656516697795478,0.458145365937078,4
30,1.5,0.7,0.4,1,50,1,0.3,0.34,62.94,57,32.5133630298406,0,50,0.813813337801352,0.536421032390595,15
60,0.5,0.5,0.2,0.001,50,1,0,1,12.36,1,3.1864509077899,0,50,NA,NA,0
60,0.5,0.5,0.2,0.01,50,1,0,1,12.36,1,3.1864509077899,0,50,NA,NA,0
60,0.5,0.5,0.2,0.1,50,1,0,1,12.36,4,3.1864509077899,0,50,NA,NA,0
60,0.5,0.5,0.2,0.5,50,1,0.96,0,12.8,23,3.76883027379226,0,50,0.657182404233943,0.285937101011254,48
60,0.5,0.5,0.2,1,50,1,1,0,13.56,71.26,3.82878464225068,15.6071804510825,50,1.67859206875293,0.333169951713796,50
60,0.5,0.5,0.3,0.001,50,1,0,1,16.84,1,3.87224556482227,0,50,NA,NA,0
60,0.5,0.5,0.3,0.01,50,1,0,1,16.84,1,3.87224556482227,0,50,NA,NA,0
60,0.5,0.5,0.3,0.1,50,1,0,1,16.84,4,3.87224556482227,0,50,NA,NA,0
60,0.5,0.5,0.3,0.5,50,1,0.56,0,18.16,23,4.55514958646827,0,50,0.48217533165901,0.160894948071935,28
60,0.5,0.5,0.3,1,50,1,1,0,20.44,71.88,6.31861519315615,15.6448335346379,50,1.28013164767015,0.38830266340945,50
60,0.5,0.5,0.4,0.001,50,1,0,1,36.6,1,9.67850553483104,0,50,NA,NA,0
60,0.5,0.5,0.4,0.01,50,1,0,1,36.18,1,9.21996502715931,0,50,NA,NA,0
60,0.5,0.5,0.4,0.1,50,1,0,1,36.76,4,10.2907923972484,0,50,NA,NA,0
60,0.5,0.5,0.4,0.5,50,1,0,0.88,44.3,23,13.9492520463665,0,50,NA,NA,0
60,0.5,0.5,0.4,1,50,1,0.72,0.02,47.18,74.98,13.1143946462952,15.455650839002,50,0.680766627665307,0.27487161410416,36
60,0.5,0.6,0.2,0.001,50,1,0,1,9.78,1,2.6286490671764,0,50,NA,NA,0
60,0.5,0.6,0.2,0.01,50,1,0,1,9.78,1,2.6286490671764,0,50,NA,NA,0
60,0.5,0.6,0.2,0.1,50,1,0,1,9.78,4,2.6286490671764,0,50,NA,NA,0
60,0.5,0.6,0.2,0.5,50,1,1,0,10.02,23,2.81751084238176,0,50,0.866434512175229,0.264743483739681,50
60,0.5,0.6,0.2,1,50,1,1,0,10.14,88,2.89975368412068,0,50,2.19806059824897,0.271680334816161,50
60,0.5,0.6,0.3,0.001,50,1,0,1,13.8,1,2.42436610692531,0,50,NA,NA,0
60,0.5,0.6,0.3,0.01,50,1,0,1,13.8,1,2.42436610692531,0,50,NA,NA,0
60,0.5,0.6,0.3,0.1,50,1,0,1,13.8,4,2.42436610692531,0,50,NA,NA,0
60,0.5,0.6,0.3,0.5,50,1,0.98,0,14.2,23,2.55550625999976,0,50,0.510844116666285,0.190761591544561,49
60,0.5,0.6,0.3,1,50,1,1,0,14.96,88,2.19424107097443,0,50,1.78283839020888,0.152466971501564,50
60,0.5,0.6,0.4,0.001,50,1,0,1,18.24,1,4.17749070273395,0,50,NA,NA,0
60,0.5,0.6,0.4,0.01,50,1,0,1,18.24,1,4.17749070273395,0,50,NA,NA,0
60,0.5,0.6,0.4,0.1,50,1,0,1,18.24,4,4.17749070273395,0,50,NA,NA,0
60,0.5,0.6,0.4,0.5,50,1,0.38,0,19.84,23,4.16182848355511,0,50,0.454329573972518,0.117191435356162,19
60,0.5,0.6,0.4,1,50,1,1,0,22.1,88,6.00764818666122,0,50,1.41839208262668,0.277874223815455,50
60,0.5,0.7,0.2,0.001,50,1,0,1,8.52,1,1.11098411972706,0,50,NA,NA,0
60,0.5,0.7,0.2,0.01,50,1,0,1,8.52,1,1.11098411972706,0,50,NA,NA,0
60,0.5,0.7,0.2,0.1,50,1,0,1,8.52,4,1.11098411972706,0,50,NA,NA,0
60,0.5,0.7,0.2,0.5,50,1,1,0,8.64,23,1.43938762489257,0,50,0.992927543414917,0.170640098707883,50
60,0.5,0.7,0.2,1,50,1,1,0,9.12,88,2.2645448251925,0,50,2.29390409206269,0.230811300147677,50
60,0.5,0.7,0.3,0.001,50,1,0,1,10.22,1,3.04584025469867,0,50,NA,NA,0
60,0.5,0.7,0.3,0.01,50,1,0,1,10.22,1,3.04584025469867,0,50,NA,NA,0
60,0.5,0.7,0.3,0.1,50,1,0,0.98,10.22,4,3.04584025469867,0,50,NA,NA,0
60,0.5,0.7,0.3,0.5,50,1,1,0,10.22,23,3.04584025469867,0,50,0.854110789386752,0.298066444749913,50
60,0.5,0.7,0.3,1,50,1,1,0,11.3,88,3.46557413448806,0,50,2.10400477565793,0.335190038249322,50
60,0.5,0.7,0.4,0.001,50,1,0,1,13.44,1,2.85828548580567,0,50,NA,NA,0
60,0.5,0.7,0.4,0.01,50,1,0,1,13.44,1,2.85828548580567,0,50,NA,NA,0
60,0.5,0.7,0.4,0.1,50,1,0,1,13.44,4,2.85828548580567,0,50,NA,NA,0
60,0.5,0.7,0.4,0.5,50,1,1,0,13.44,23,2.85828548580567,0,50,0.566260768855104,0.26049799363285,50
60,0.5,0.7,0.4,1,50,1,1,0,14.36,88,3.02884095835691,0,50,1.83992304443448,0.251519180187412,50
60,1,0.5,0.2,0.001,50,1,0,1,14.56,1,2.18678778493171,0,50,NA,NA,0
60,1,0.5,0.2,0.01,50,1,0,1,14.56,1,2.18678778493171,0,50,NA,NA,0
60,1,0.5,0.2,0.1,50,1,0,1,14.56,4,2.18678778493171,0,50,NA,NA,0
60,1,0.5,0.2,0.5,50,1,0.86,0,15.52,23,3.54124387232302,0,50,0.486842343171822,0.165687826724896,43
60,1,0.5,0.2,1,50,1,1,0,18.08,57,5.78470890735715,0,50,1.1955174020983,0.310033579996868,50
60,1,0.5,0.3,0.001,50,1,0,1,20.58,1,5.52208922308895,0,50,NA,NA,0
60,1,0.5,0.3,0.01,50,1,0,1,20.58,1,5.52208922308895,0,50,NA,NA,0
60,1,0.5,0.3,0.1,50,1,0,1,20.84,4,5.92938032347463,0,50,NA,NA,0
60,1,0.5,0.3,0.5,50,1,0.26,0.28,24.56,23,7.92351189917239,0,50,0.42744401482694,0,13
60,1,0.5,0.3,1,50,1,0.88,0,31.06,57,12.1913485550958,0,50,0.772379651017887,0.309013369753249,44
60,1,0.5,0.4,0.001,50,1,0,1,50.82,1,17.4082903074533,0,50,NA,NA,0
60,1,0.5,0.4,0.01,50,1,0,1,50.4,1,17.5091812650229,0,50,NA,NA,0
60,1,0.5,0.4,0.1,50,1,0,1,56.2,4,23.0226153233409,0,50,NA,NA,0
60,1,0.5,0.4,0.5,50,1,0.04,0.86,73.82,23,40.2054367325756,0,50,0.42744401482694,0,2
60,1,0.5,0.4,1,50,1,0.1,0.64,92.7,57,52.122011488743,0,50,0.988929713330784,0.365046357837212,5
60,1,0.6,0.2,0.001,50,1,0,1,11.66,1,3.52026204961494,0,50,NA,NA,0
60,1,0.6,0.2,0.01,50,1,0,1,11.66,1,3.52026204961494,0,50,NA,NA,0
60,1,0.6,0.2,0.1,50,1,0,0.98,11.66,4,3.52026204961494,0,50,NA,NA,0
60,1,0.6,0.2,0.5,50,1,1,0,12.14,23,3.53414828234932,0,50,0.690646589781635,0.344540469913329,50
60,1,0.6,0.2,1,50,1,1,0,12.98,57,4.28804698420802,0,50,1.54190746337146,0.375398081588963,50
60,1,0.6,0.3,0.001,50,1,0,1,14.88,1,2.75266105017361,0,50,NA,NA,0
60,1,0.6,0.3,0.01,50,1,0,1,14.88,1,2.75266105017361,0,50,NA,NA,0
60,1,0.6,0.3,0.1,50,1,0,1,14.88,4,2.75266105017361,0,50,NA,NA,0
60,1,0.6,0.3,0.5,50,1,0.72,0,16.76,23,4.2501380529799,0,50,0.484202417467605,0.162814239974986,36
60,1,0.6,0.3,1,50,1,1,0,18.7,57,5.02341456357636,0,50,1.14984935041205,0.270821039294706,50
60,1,0.6,0.4,0.001,50,1,0,1,21.64,1,5.61252244211685,0,50,NA,NA,0
60,1,0.6,0.4,0.01,50,1,0,1,21.64,1,5.61252244211685,0,50,NA,NA,0
60,1,0.6,0.4,0.1,50,1,0,1,22.06,4,5.88463929156552,0,50,NA,NA,0
60,1,0.6,0.4,0.5,50,1,0.14,0.34,26.3,23,7.52750060153584,0,50,0.42744401482694,0,7
60,1,0.6,0.4,1,50,1,0.88,0,32.58,57,11.4519225727493,0,50,0.702506220686326,0.277648328028316,44
60,1,0.7,0.2,0.001,50,1,0,1,9,1,1.81827458019398,0,50,NA,NA,0
60,1,0.7,0.2,0.01,50,1,0,1,9,1,1.81827458019398,0,50,NA,NA,0
60,1,0.7,0.2,0.1,50,1,0,1,9,4,1.81827458019398,0,50,NA,NA,0
60,1,0.7,0.2,0.5,50,1,1,0,9.24,23,2.17180447874056,0,50,0.935842889189311,0.216221322609787,50
60,1,0.7,0.2,1,50,1,1,0,11.1,57,3.3335033970223,0,50,1.68204295180275,0.309694071372781,50
60,1,0.7,0.3,0.001,50,1,0,1,12.06,1,3.11945835172763,0,50,NA,NA,0
60,1,0.7,0.3,0.01,50,1,0,1,12.06,1,3.11945835172763,0,50,NA,NA,0
60,1,0.7,0.3,0.1,50,1,0,1,12.18,4,3.11474439610399,0,50,NA,NA,0
60,1,0.7,0.3,0.5,50,1,0.98,0,12.7,23,3.39417267729049,0,50,0.64421906754996,0.269834922324067,49
60,1,0.7,0.3,1,50,1,1,0,13.88,57,3.35419323308869,0,50,1.44650354769211,0.27743134397297,50
60,1,0.7,0.4,0.001,50,1,0,1,14.8,1,3.38061701891407,0,50,NA,NA,0
60,1,0.7,0.4,0.01,50,1,0,1,14.8,1,3.38061701891407,0,50,NA,NA,0
60,1,0.7,0.4,0.1,50,1,0,1,14.32,4,2.6606735375595,0,50,NA,NA,0
60,1,0.7,0.4,0.5,50,1,0.8,0,15.76,23,4.32628416702805,0,50,0.524341113797246,0.245335289707891,40
60,1,0.7,0.4,1,50,1,1,0,18.36,57,4.88546365271924,0,50,1.1766960813657,0.321733127728149,50
60,1.5,0.5,0.2,0.001,50,1,0,1,17.74,1,4.86893526474166,0,50,NA,NA,0
60,1.5,0.5,0.2,0.01,50,1,0,1,17.74,1,4.86893526474166,0,50,NA,NA,0
60,1.5,0.5,0.2,0.1,50,1,0,1,18.5,4,4.83292280686779,0,50,NA,NA,0
60,1.5,0.5,0.2,0.5,50,1,0.26,0.4,28.64,23,13.2044519394183,0,50,0.42744401482694,0,13
60,1.5,0.5,0.2,1,50,1,0.6,0.1,41.9,57,21.9212412131825,0,50,0.826712052507568,0.383201764736071,30
60,1.5,0.5,0.3,0.001,50,1,0,1,29.76,1,10.7258223603658,0,50,NA,NA,0
60,1.5,0.5,0.3,0.01,50,1,0,1,29.76,1,10.7258223603658,0,50,NA,NA,0
60,1.5,0.5,0.3,0.1,50,1,0,1,34.36,4,13.3581130281739,0,50,NA,NA,0
60,1.5,0.5,0.3,0.5,50,1,0.02,0.88,64.6,23,34.7057602699951,0,50,0.42744401482694,NA,1
60,1.5,0.5,0.3,1,50,1,0.18,0.64,91.3,57,47.2346508920936,0,50,0.706148207704527,0.320400031813198,9
60,1.5,0.5,0.4,0.001,50,1,0,1,112.12,1,60.463394221763,0,50,NA,NA,0
60,1.5,0.5,0.4,0.01,50,1,0,1,114.92,1,61.2968155113847,0,50,NA,NA,0
60,1.5,0.5,0.4,0.1,50,1,0,1,152.2,4,82.0121942152507,0,50,NA,NA,0
60,1.5,0.5,0.4,0.5,50,0.96,0.02,0.94,528.229166666667,23,573.575654531842,0,48,0.42744401482694,NA,1
60,1.5,0.5,0.4,1,50,0.86,0.04,0.82,731.813953488372,57,620.537986858176,0,43,0.89726669805539,0.619049880899767,2
60,1.5,0.6,0.2,0.001,50,1,0,1,14.74,1,2.08796356211853,0,50,NA,NA,0
60,1.5,0.6,0.2,0.01,50,1,0,1,14.74,1,2.08796356211853,0,50,NA,NA,0
60,1.5,0.6,0.2,0.1,50,1,0,1,14.9,4,2.39259060349203,0,50,NA,NA,0
60,1.5,0.6,0.2,0.5,50,1,0.58,0.02,18.2,23,5.27218345349884,0,50,0.494269600323703,0.209759235594197,29
60,1.5,0.6,0.2,1,50,1,0.98,0,25.4,57,9.68482928953045,0,50,0.905913282611483,0.409235819048411,49
60,1.5,0.6,0.3,0.001,50,1,0,1,17.52,1,4.81595986151827,0,50,NA,NA,0
60,1.5,0.6,0.3,0.01,50,1,0,1,17.52,1,4.81595986151827,0,50,NA,NA,0
60,1.5,0.6,0.3,0.1,50,1,0,0.98,17.68,4,4.86318951357008,0,50,NA,NA,0
60,1.5,0.6,0.3,0.5,50,1,0.18,0.46,27.44,23,10.2203478514228,0,50,0.732874258784991,0.500996671448933,9
60,1.5,0.6,0.3,1,50,1,0.6,0.12,44.74,57,21.2994299051809,0,50,0.725533833842003,0.539859994866397,30
60,1.5,0.6,0.4,0.001,50,1,0,1,30.4,1,11.2376916795984,0,50,NA,NA,0
60,1.5,0.6,0.4,0.01,50,1,0,1,30.82,1,11.0410920784909,0,50,NA,NA,0
60,1.5,0.6,0.4,0.1,50,1,0,1,35.32,4,16.1276034126815,0,50,NA,NA,0
60,1.5,0.6,0.4,0.5,50,1,0.04,0.9,58.66,23,25.1628248633185,0,50,0.682856826709935,0.36120826256878,2
60,1.5,0.6,0.4,1,50,1,0.12,0.68,94.96,57,45.6892610076873,0,50,0.839922963740742,0.539459387053409,6
60,1.5,0.7,0.2,0.001,50,1,0,1,13.2,1,2.77746029931765,0,50,NA,NA,0
60,1.5,0.7,0.2,0.01,50,1,0,1,13.2,1,2.77746029931765,0,50,NA,NA,0
60,1.5,0.7,0.2,0.1,50,1,0,1,13.2,4,2.77746029931765,0,50,NA,NA,0
60,1.5,0.7,0.2,0.5,50,1,0.88,0,14.52,23,4.05190809171105,0,50,0.566760094035846,0.230132375353975,44
60,1.5,0.7,0.2,1,50,1,1,0,17.52,57,6.50977287293058,0,50,1.24826759665368,0.379444690980139,50
60,1.5,0.7,0.3,0.001,50,1,0,1,14.66,1,2.66197716913192,0,50,NA,NA,0
60,1.5,0.7,0.3,0.01,50,1,0,1,14.66,1,2.66197716913192,0,50,NA,NA,0
60,1.5,0.7,0.3,0.1,50,1,0,1,14.98,4,3.1330366048527,0,50,NA,NA,0
60,1.5,0.7,0.3,0.5,50,1,0.58,0.06,18.78,23,6.17529640699827,0,50,0.480288044871697,0.158322252729088,29
60,1.5,0.7,0.3,1,50,1,0.92,0,27.72,57,12.1605585263782,0,50,0.885439309840702,0.388069271359415,46
60,1.5,0.7,0.4,0.001,50,1,0,1,19.6,1,5.52545131594678,0,50,NA,NA,0
60,1.5,0.7,0.4,0.01,50,1,0,1,19.6,1,5.52545131594678,0,50,NA,NA,0
60,1.5,0.7,0.4,0.1,50,1,0,1,20.32,4,6.47897699155838,0,50,NA,NA,0
60,1.5,0.7,0.4,0.5,50,1,0.16,0.54,30.06,23,11.8896456410352,0,50,0.619003623739186,0.264377377342864,8
60,1.5,0.7,0.4,1,50,1,0.44,0.06,45.98,57,19.0504057485313,0,50,0.806764990602817,0.462603395861444,22
100,0.5,0.5,0.2,0.001,50,1,0,1,11.58,1,3.429107101011,0,50,NA,NA,0
100,0.5,0.5,0.2,0.01,50,1,0,1,11.58,1,3.429107101011,0,50,NA,NA,0
100,0.5,0.5,0.2,0.1,50,1,0,1,11.58,4,3.429107101011,0,50,NA,NA,0
100,0.5,0.5,0.2,0.5,50,1,1,0,11.46,23,3.41192386928488,0,50,0.743836362471391,0.317306252564317,50
100,0.5,0.5,0.2,1,50,1,1,0,12.46,60.72,3.74280261683293,10.1760824024388,50,1.62344321235025,0.376604448268646,50
100,0.5,0.5,0.3,0.001,50,1,0,1,15.24,1,3.49086270841172,0,50,NA,NA,0
100,0.5,0.5,0.3,0.01,50,1,0,1,15.24,1,3.49086270841172,0,50,NA,NA,0
100,0.5,0.5,0.3,0.1,50,1,0,1,15.12,4,3.60068020784736,0,50,NA,NA,0
100,0.5,0.5,0.3,0.5,50,1,0.8,0,15.88,23,4.08401563090415,0,50,0.504067858391838,0.184724907825133,40
100,0.5,0.5,0.3,1,50,1,1,0,17.94,57,5.08864281653622,0,50,1.19426138407352,0.280220102799358,50
100,0.5,0.5,0.4,0.001,50,1,0,1,33.72,1,7.35413253253723,0,50,NA,NA,0
100,0.5,0.5,0.4,0.01,50,1,0,1,33.72,1,7.35413253253723,0,50,NA,NA,0
100,0.5,0.5,0.4,0.1,50,1,0,1,34.98,4,9.23721399822368,0,50,NA,NA,0
100,0.5,0.5,0.4,0.5,50,1,0.02,0.88,38.9,23,10.8010770438009,0,50,0.42744401482694,NA,1
100,0.5,0.5,0.4,1,50,1,0.6,0.02,43.72,58.86,14.1638228438166,7.43683606194495,50,0.591496218063148,0.287903848339536,30
100,0.5,0.6,0.2,0.001,50,1,0,1,8.36,1,1.32110034533679,0,50,NA,NA,0
100,0.5,0.6,0.2,0.01,50,1,0,1,8.36,1,1.32110034533679,0,50,NA,NA,0
100,0.5,0.6,0.2,0.1,50,1,0,0.98,8.36,4,1.32110034533679,0,50,NA,NA,0
100,0.5,0.6,0.2,0.5,50,1,1,0,8.48,23,1.61927169317769,0,50,1.01725544990141,0.206339837533003,50
100,0.5,0.6,0.2,1,50,1,1,0,9.32,88,2.81714865255851,0,50,2.28758246112322,0.293535024905313,50
100,0.5,0.6,0.3,0.001,50,1,0,1,12.72,1,2.94188610886809,0,50,NA,NA,0
100,0.5,0.6,0.3,0.01,50,1,0,1,12.72,1,2.94188610886809,0,50,NA,NA,0
100,0.5,0.6,0.3,0.1,50,1,0,1,12.72,4,2.94188610886809,0,50,NA,NA,0
100,0.5,0.6,0.3,0.5,50,1,1,0,12.6,23,2.96922995583236,0,50,0.631774264333336,0.252793124048788,50
100,0.5,0.6,0.3,1,50,1,1,0,13.2,88,2.77746029931765,0,50,1.92253430050579,0.236466314980703,50
100,0.5,0.6,0.4,0.001,50,1,0,1,15.64,1,3.41521206799633,0,50,NA,NA,0
100,0.5,0.6,0.4,0.01,50,1,0,1,15.8,1,3.56857028479908,0,50,NA,NA,0
100,0.5,0.6,0.4,0.1,50,1,0,1,15.8,4,3.56857028479908,0,50,NA,NA,0
100,0.5,0.6,0.4,0.5,50,1,0.7,0,17.04,23,4.18919893954704,0,50,0.471229068292596,0.145089107705563,35
100,0.5,0.6,0.4,1,50,1,1,0,18.6,88,4.42626668137991,0,50,1.58454651120971,0.255568259496609,50
100,0.5,0.7,0.2,0.001,50,1,0,1,7.9,1,1.59399382888724,0,50,NA,NA,0
100,0.5,0.7,0.2,0.01,50,1,0,1,7.9,1,1.59399382888724,0,50,NA,NA,0
100,0.5,0.7,0.2,0.1,50,1,0,0.96,7.9,4,1.59399382888724,0,50,NA,NA,0
100,0.5,0.7,0.2,0.5,50,1,1,0,7.9,23,1.59399382888724,0,50,1.09234637967403,0.230095935290982,50
100,0.5,0.7,0.2,1,50,1,1,0,7.9,88,1.59399382888724,0,50,2.43418897822309,0.230095935290982,50
100,0.5,0.7,0.3,0.001,50,1,0,1,8.64,1,2.21091909967464,0,50,NA,NA,0
100,0.5,0.7,0.3,0.01,50,1,0,1,8.64,1,2.21091909967464,0,50,NA,NA,0
100,0.5,0.7,0.3,0.1,50,1,0,0.94,8.64,4,2.21091909967464,0,50,NA,NA,0
100,0.5,0.7,0.3,0.5,50,1,1,0,8.88,23,2.54462218036712,0,50,0.992608004324454,0.295569954906603,50
100,0.5,0.7,0.3,1,50,1,1,0,9.24,88,2.93855441345168,0,50,2.30380106544755,0.325235288073768,50
100,0.5,0.7,0.4,0.001,50,1,0,1,12.06,1,3.11945835172763,0,50,NA,NA,0
100,0.5,0.7,0.4,0.01,50,1,0,1,12.06,1,3.11945835172763,0,50,NA,NA,0
100,0.5,0.7,0.4,0.1,50,1,0,1,12.06,4,3.11945835172763,0,50,NA,NA,0
100,0.5,0.7,0.4,0.5,50,1,1,0,12.3,23,3.10529501704059,0,50,0.660316591446139,0.271349839486173,50
100,0.5,0.7,0.4,1,50,1,1,0,12.9,88,2.98465463082517,0,50,1.9510766276186,0.26195081824324,50
100,1,0.5,0.2,0.001,50,1,0,1,13.36,1,3.09548716946566,0,50,NA,NA,0
100,1,0.5,0.2,0.01,50,1,0,1,13.36,1,3.09548716946566,0,50,NA,NA,0
100,1,0.5,0.2,0.1,50,1,0,1,13.2,4,2.77746029931765,0,50,NA,NA,0
100,1,0.5,0.2,0.5,50,1,0.96,0,14,23,3.11022015101103,0,50,0.544508220273312,0.216970320718143,48
100,1,0.5,0.2,1,50,1,1,0,16.7,57,4.83292280686779,0,50,1.26432005862461,0.269928893896022,50
100,1,0.5,0.3,0.001,50,1,0,1,17.3,1,4.88751011273029,0,50,NA,NA,0
100,1,0.5,0.3,0.01,50,1,0,1,17.3,1,4.88751011273029,0,50,NA,NA,0
100,1,0.5,0.3,0.1,50,1,0,0.98,17.62,4,4.98933556575974,0,50,NA,NA,0
100,1,0.5,0.3,0.5,50,1,0.42,0.14,20.88,23,7.88861230392473,0,50,0.577650553099827,0.384214381838181,21
100,1,0.5,0.3,1,50,1,0.94,0,26.5,57,11.7911242994423,0,50,0.932191722876493,0.47485508358829,47
100,1,0.5,0.4,0.001,50,1,0,1,43.24,1,16.6004179932621,0,50,NA,NA,0
100,1,0.5,0.4,0.01,50,1,0,1,43.5,1,16.377249027669,0,50,NA,NA,0
100,1,0.5,0.4,0.1,50,1,0,1,48.08,4,20.1604178771074,0,50,NA,NA,0
100,1,0.5,0.4,0.5,50,1,0.04,0.84,59.02,23,27.9675394932433,0,50,0.42744401482694,0,2
100,1,0.5,0.4,1,50,1,0.18,0.52,76.04,57,35.3166203574095,0,50,0.755928732429745,0.311988114435011,9
100,1,0.6,0.2,0.001,50,1,0,1,10.26,1,2.78340563676506,0,50,NA,NA,0
100,1,0.6,0.2,0.01,50,1,0,1,10.26,1,2.78340563676506,0,50,NA,NA,0
100,1,0.6,0.2,0.1,50,1,0,1,10.26,4,2.78340563676506,0,50,NA,NA,0
100,1,0.6,0.2,0.5,50,1,1,0,10.86,23,3.0839280544296,0,50,0.788916832998983,0.278989457008422,50
100,1,0.6,0.2,1,50,1,1,0,12.24,57,3.19795853248759,0,50,1.5759829455137,0.285514947373304,50
100,1,0.6,0.3,0.001,50,1,0,1,13.9,1,2.88734041877253,0,50,NA,NA,0
100,1,0.6,0.3,0.01,50,1,0,1,13.9,1,2.88734041877253,0,50,NA,NA,0
100,1,0.6,0.3,0.1,50,1,0,1,13.9,4,2.88734041877253,0,50,NA,NA,0
100,1,0.6,0.3,0.5,50,1,0.92,0,14.5,23,3.53553390593274,0,50,0.536202617479159,0.230121866291468,46
100,1,0.6,0.3,1,50,1,1,0,16.7,57,4.38108177862733,0,50,1.26429209464424,0.283215740355754,50
100,1,0.6,0.4,0.001,50,1,0,1,17.46,1,4.52300243426954,0,50,NA,NA,0
100,1,0.6,0.4,0.01,50,1,0,1,17.72,1,5.17466355013955,0,50,NA,NA,0
100,1,0.6,0.4,0.1,50,1,0,1,18.04,4,5.2448614308265,0,50,NA,NA,0
100,1,0.6,0.4,0.5,50,1,0.34,0.22,22.84,23,8.20989945002933,0,50,0.511392035746948,0.247579271337463,17
100,1,0.6,0.4,1,50,1,0.98,0,26.58,57,9.49992481173253,0,50,0.84890982485761,0.378993566153925,49
100,1,0.7,0.2,0.001,50,1,0,1,8.36,1,1.68740834974096,0,50,NA,NA,0
100,1,0.7,0.2,0.01,50,1,0,1,8.36,1,1.68740834974096,0,50,NA,NA,0
100,1,0.7,0.2,0.1,50,1,0,0.98,8.36,4,1.68740834974096,0,50,NA,NA,0
100,1,0.7,0.2,0.5,50,1,1,0,8.48,23,1.9297879760878,0,50,1.02325754175041,0.231532946482389,50
100,1,0.7,0.2,1,50,1,1,0,9.14,57,2.52344112315719,0,50,1.86562063726804,0.267981507801601,50
100,1,0.7,0.3,0.001,50,1,0,1,10.56,1,2.85828548580567,0,50,NA,NA,0
100,1,0.7,0.3,0.01,50,1,0,1,10.56,1,2.85828548580567,0,50,NA,NA,0
100,1,0.7,0.3,0.1,50,1,0,1,10.56,4,2.85828548580567,0,50,NA,NA,0
100,1,0.7,0.3,0.5,50,1,1,0,11.28,23,3.12357722713519,0,50,0.750157993410861,0.277685797813157,50
100,1,0.7,0.3,1,50,1,1,0,13.06,57,3.29755629990155,0,50,1.5082422006784,0.274670773350629,50
100,1,0.7,0.4,0.001,50,1,0,1,13.74,1,3.25645356114875,0,50,NA,NA,0
100,1,0.7,0.4,0.01,50,1,0,1,13.74,1,3.25645356114875,0,50,NA,NA,0
100,1,0.7,0.4,0.1,50,1,0,0.98,13.74,4,3.25645356114875,0,50,NA,NA,0
100,1,0.7,0.4,0.5,50,1,0.92,0,14.46,23,3.7915588307907,0,50,0.551541089230431,0.298980718158309,46
100,1,0.7,0.4,1,50,1,1,0,15.98,57,4.76162380123522,0,50,1.32615078667445,0.361336199989885,50
100,1.5,0.5,0.2,0.001,50,1,0,1,15.32,1,3.65021665557718,0,50,NA,NA,0
100,1.5,0.5,0.2,0.01,50,1,0,1,15.32,1,3.65021665557718,0,50,NA,NA,0
100,1.5,0.5,0.2,0.1,50,1,0,0.98,15.8,4,4.08581418459288,0,50,NA,NA,0
100,1.5,0.5,0.2,0.5,50,1,0.38,0.14,21.02,23,7.98081884193314,0,50,0.625892617098226,0.381604838689948,19
