"step","frac_sig","within_mean","seed"
1e-04,1,2.03332933356472e-08,1
0.000112533558260077,1,2.57446716715938e-08,1
0.00012663801734674,1,3.25954090130485e-08,1
0.0001425102670303,1,4.12680214466663e-08,1
0.000160371874375133,1,5.22465378135653e-08,1
0.000180472176682717,1,6.6143380667996e-08,1
0.000203091762090474,1,8.3733336960729e-08,1
0.000228546386413499,1,1.05996484143142e-07,1
0.000257191380905935,1,1.3417241144069e-07,1
0.000289426612471675,1,1.69828691538788e-07,1
0.000325702065565979,1,2.14947314434023e-07,1
0.000366524123707963,1,2.72033754473362e-07,1
0.000412462638290136,1,3.44254536342631e-07,1
0.000464158883361278,1,4.3561065972511e-07,1
0.000522334507426684,1,5.51156111614163e-07,1
0.000587801607227492,1,6.97273013841077e-07,1
0.000661474064123015,1,8.82017849287818e-07,1
0.00074438030132517,1,1.11555679121289e-06,1
0.000837677640068293,1,1.41071259022244e-06,1
0.000942668455117886,1,1.78365095142877e-06,1
0.00106081835513945,1,2.25474105261384e-06,1
0.00119377664171444,1,2.84963309821989e-06,1
0.0013433993325989,1,3.60060585933816e-06,1
0.00151177507061566,1,4.54824936684269e-06,1
0.00170125427985259,1,5.74356268396338e-06,1
0.00191448197616996,1,7.25056443862704e-06,1
0.00215443469003189,1,9.14953497765069e-06,1
0.00242446201708233,1,1.15410341441196e-05,1
0.00272833337648677,1,1.45508682428409e-05,1
0.00307029062975785,1,1.83362142483669e-05,1
0.00345510729459222,1,2.30931491354369e-05,1
0.00388815518030809,1,2.90658777128855e-05,1
0.00437547937507419,1,3.65580036921762e-05,1
0.00492388263170674,1,4.5946245897377e-05,1
0.0055410203300095,1,5.76970642324259e-05,1
0.00623550734127392,1,7.23867276740123e-05,1
0.00701703828670383,1,9.07254281909227e-05,1
0.00789652286849973,1,0.000113586118835135,1
0.0088862381627434,1,0.000142038829699163,1
0.01,1,0.000177391290224698,1
0.0106002584880688,1,0.000197863388467958,1
0.0112365480013875,1,0.00022062106731249,1
0.0119110313328301,1,0.000245907349023038,1
0.0126260010987486,1,0.000273989285073195,1
0.0133838875317376,1,0.000305160081610838,1
0.014187266741166,1,0.000339741381736337,1
0.0150388694695541,1,0.000378085712862816,1
0.01594159037456,1,0.000420579107612172,1
0.0168984978681246,1,0.000467643906884271,1
0.0179128445462201,1,0.00051974175393338,1
0.0189880782446526,1,0.000577376788498345,1
0.0201278537584994,1,0.000641099050258435,1
0.0213360452650141,1,0.000711508101147423,1
0.0226167594922287,1,0.000789256876356318,1
0.0239743496780108,1,0.000875055774198285,1
0.0254134303670264,1,0.000969676995404965,1
0.0269388930959017,1,0.00107395914290048,1
0.0285559230199011,1,0.00118881209363582,1
0.0302700165376346,1,0.00131522215471662,1
0.0320869999737045,1,0.00145425751678879,1
0.0340130493827925,1,0.00160707401851236,1
0.0360547115425051,1,0.00177492123693491,1
0.0382189262063312,1,0.00195914891970382,1
0.0405130496923538,1,0.00216121377633903,1
0.0429448798878928,1,0.00238268664723178,1
0.0455226827550731,1,0.0026252600706595,1
0.0482552204274128,1,0.0028907562699276,1
0.0511517809929315,1,0.00318113558476398,1
0.0542222100650159,1,0.00349850537333635,1
0.0574769442483535,1,0.00384512941372712,1
0.0609270466136868,1,0.00422343783642124,1
0.0645842443019698,1,0.00463603762233838,1
0.0684609683857466,1,0.00508572370419964,1
0.0725703961232421,1,0.00557549071257781,1
0.0769264957487914,1,0.006108545411857,1
0.0815440739518516,1,0.00668831987556447,1
0.0864388262059827,1,0.00731848545513598,1
0.0916273901188674,1,0.00800296760120873,1
0.0971274019847117,1,0.00874596160201618,1
0.102957556731251,1,0.00955194930945785,1
0.109137671465127,1,0.0104257169299832,1
0.115688752831628,1,0.0113723739646528,1
0.122633068417756,1,0.0123973733906993,1
0.129994222441325,1,0.0135065331857237,1
0.137797235983356,1,0.0147060593054711,1
0.146068632036499,1,0.0160025702370854,1
0.15483652565855,1,0.017403123262072,1
0.164130719537513,1,0.0189152425771406,1
0.173982805293036,1,0.0205469494369872,1
0.184426270858553,1,0.0223067945012958,1
0.195496614309126,1,0.0242038925893224,1
0.207231464521903,1,0.0262479600699846,1
0.219670709079324,1,0.0284493551442775,1
0.23285662984982,1,0.0308191213111139,1
0.246834046706865,1,0.0333690343487733,1
0.261650469874882,1,0.0361116531938529,1
0.277356261419841,1,0.0390603751604371,1
0.294004806433471,1,0.0422294960174202,1
0.311652694492943,1,0.0456342755360708,1
0.330359912012834,1,0.0492910092392337,1
