"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow","frac_ob_lt_ow_ci_lo","frac_ob_lt_ow_ci_hi","frac_ow_lt_ob_ci_lo","frac_ow_lt_ob_ci_hi","mean_ob_nobs_ci_lo","mean_ob_nobs_ci_hi","mean_ow_nobs_ci_lo","mean_ow_nobs_ci_hi","mean_log_ratio_ci_lo","mean_log_ratio_ci_hi"
30,1.5,0.5,0.4,0.001,50,0.96,0,0.96,251,1,457.314222250238,0,48,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.86539909312493,0.98896111567238,118.209791943555,383.790208056445,1,1,NA,NA
30,1.5,0.5,0.4,0.01,50,0.94,0,0.94,253.276595744681,1,459.483060298421,0,47,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.837829083111618,0.979385029651026,118.367315192738,388.185876296624,1,1,NA,NA
30,1.5,0.5,0.4,0.1,50,0.78,0,0.78,263.692307692308,4,233.267313775662,0,39,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.647584504187463,0.872460840297856,188.075792080937,339.308823303679,4,4,NA,NA
30,1.5,0.5,0.4,0.5,50,0.44,0.02,0.4,695.272727272727,23,867.696193366482,0,22,1.34373474670109,NA,1,0.00353925927164624,0.104954435896378,0.276083897302565,0.538185622524106,310.557787458869,1079.98766708659,23,23,NA,NA
30,1.5,0.5,0.4,1,50,0.34,0.02,0.3,1034.29411764706,57,1140.89546873858,0,17,2.2512917986065,NA,1,0.00353925927164624,0.104954435896378,0.191035535008809,0.437503504644534,447.699795394131,1620.88843989999,57,57,NA,NA
30,1.5,0.6,0.2,0.001,50,1,0,1,17.6,1,4.00509879110748,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.4617635176175,18.7382364823825,1,1,NA,NA
30,1.5,0.6,0.2,0.01,50,1,0,1,17.6,1,4.00509879110748,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.4617635176175,18.7382364823825,1,1,NA,NA
30,1.5,0.6,0.2,0.1,50,1,0,1,18.4,4,4.20398256273205,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.2052413751127,19.5947586248873,4,4,NA,NA
30,1.5,0.6,0.2,0.5,50,1,0.16,0.32,26.18,23,8.84028349346886,0,50,0.491297217797688,0.18060413128439,8,0.0833742067803341,0.28514216063035,0.207582162606568,0.458102973081441,23.6676192294653,28.6923807705347,23,23,0.340308385511179,0.642286050084197
30,1.5,0.6,0.2,1,50,1,0.66,0.04,39.98,57,17.4805898186578,0,50,0.716894383876961,0.355433169338854,33,0.521538260502326,0.775630507774999,0.0110388843276198,0.13460090687507,35.0120713413268,44.9479286586732,57,57,0.590863262180633,0.842925505573289
30,1.5,0.6,0.3,0.001,50,1,0,1,25.78,1,6.60021644666727,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,23.904239240266,27.655760759734,1,1,NA,NA
30,1.5,0.6,0.3,0.01,50,1,0,1,25.78,1,6.60021644666727,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,23.904239240266,27.655760759734,1,1,NA,NA
30,1.5,0.6,0.3,0.1,50,1,0,1,27.5,4,8.25672267838488,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,25.1534653781027,29.8465346218973,4,4,NA,NA
30,1.5,0.6,0.3,0.5,50,1,0.06,0.88,47.24,23,18.249473014477,0,50,0.597719222748937,0.294925311390253,3,0.020614970348974,0.162170916888382,0.76195182616797,0.943823998490677,42.0535571548315,52.4264428451685,23,23,-0.1349158654253,1.33035431092317
30,1.5,0.6,0.3,1,50,1,0.16,0.4,68.74,57,29.7669930888395,0,50,0.851686308856901,0.563715369778873,8,0.0833742067803341,0.28514216063035,0.276083897302565,0.538185622524106,60.2803141665887,77.1996858334113,57,57,0.380408465877534,1.32296415183627
30,1.5,0.6,0.4,0.001,50,1,0,1,43.92,1,16.8992693961144,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,39.1172807774491,48.7227192225509,1,1,NA,NA
30,1.5,0.6,0.4,0.01,50,1,0,1,44.54,1,17.9263914440158,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,39.4453759212251,49.6346240787748,1,1,NA,NA
30,1.5,0.6,0.4,0.1,50,1,0,1,51.22,4,19.1090212694829,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,45.7892762436119,56.6507237563881,4,4,NA,NA
30,1.5,0.6,0.4,0.5,50,1,0,0.94,105.58,23,55.051030129938,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.837829083111618,0.979385029651026,89.9346703452709,121.225329654729,23,23,NA,NA
30,1.5,0.6,0.4,1,50,1,0.08,0.92,194.68,57,119.952616495355,0,50,0.68354469064192,0.258667194154548,4,0.031549514088593,0.188382469183428,0.811617530816572,0.968450485911407,160.589843583535,228.770156416465,57,57,0.271947462474298,1.09514191880954
30,1.5,0.7,0.2,0.001,50,1,0,1,15.36,1,3.37312306085525,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.4013690329048,16.3186309670952,1,1,NA,NA
30,1.5,0.7,0.2,0.01,50,1,0,1,15.36,1,3.37312306085525,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.4013690329048,16.3186309670952,1,1,NA,NA
30,1.5,0.7,0.2,0.1,50,1,0,1,15.52,4,3.54124387232302,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.5135896269423,16.5264103730577,4,4,NA,NA
30,1.5,0.7,0.2,0.5,50,1,0.38,0.06,20.38,23,6.02000067801203,0,50,0.508100692263675,0.191372812564638,19,0.258627893101936,0.51849553069007,0.020614970348974,0.162170916888382,18.6691347372268,22.0908652627732,23,23,0.41586194917105,0.600339435356301
30,1.5,0.7,0.2,1,50,1,0.94,0,26.94,57,11.2438826905648,0,50,0.886347787495271,0.372851101982876,47,0.837829083111618,0.979385029651026,6.93889390390723e-18,0.0713475991333587,23.7445238957786,30.1354761042214,57,57,0.776874602806286,0.995820972184256
30,1.5,0.7,0.3,0.001,50,1,0,1,18.94,1,4.67913300882607,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.6102051124454,20.2697948875546,1,1,NA,NA
30,1.5,0.7,0.3,0.01,50,1,0,1,18.94,1,4.67913300882607,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.6102051124454,20.2697948875546,1,1,NA,NA
30,1.5,0.7,0.3,0.1,50,1,0,1,19.2,4,5.23722936566382,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.7115958827684,20.6884041172316,4,4,NA,NA
30,1.5,0.7,0.3,0.5,50,1,0.2,0.48,28.9,23,10.9883983345701,0,50,0.42744401482694,0,10,0.112437500157761,0.330371059322254,0.347971352865781,0.614882551099554,25.7771317463807,32.0228682536193,23,23,0.42744401482694,0.42744401482694
30,1.5,0.7,0.3,1,50,1,0.6,0,39.86,57,15.4510550462037,0,50,0.740537225952179,0.316492477185344,30,0.461814377475894,0.723916102697434,6.93889390390723e-18,0.0713475991333587,35.4688587417775,44.2511412582225,57,57,0.622356992733399,0.858717459170959
30,1.5,0.7,0.4,0.001,50,1,0,1,24.92,1,7.49105589135116,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.7910654713352,27.0489345286648,1,1,NA,NA
30,1.5,0.7,0.4,0.01,50,1,0,1,25.08,1,7.35912594632525,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.9885595468573,27.1714404531427,1,1,NA,NA
30,1.5,0.7,0.4,0.1,50,1,0,1,26.02,4,8.73531420646758,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,23.5374511707547,28.5025488292453,4,4,NA,NA
30,1.5,0.7,0.4,0.5,50,1,0.08,0.8,40.54,23,16.7748718782175,0,50,0.656516697795478,0.458145365937078,4,0.031549514088593,0.188382469183428,0.669628940677746,0.887562499842239,35.7726341608668,45.3073658391332,23,23,-0.072494815759175,1.38552821135013
30,1.5,0.7,0.4,1,50,1,0.3,0.34,62.94,57,32.5133630298406,0,50,0.813813337801352,0.536421032390595,15,0.191035535008809,0.437503504644534,0.224369492225001,0.478461739497674,53.6998044653282,72.1801955346718,57,57,0.51675327155627,1.11087340404643
60,0.5,0.5,0.2,0.001,50,1,0,1,12.36,1,3.1864509077899,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.4544206718146,13.2655793281854,1,1,NA,NA
60,0.5,0.5,0.2,0.01,50,1,0,1,12.36,1,3.1864509077899,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.4544206718146,13.2655793281854,1,1,NA,NA
60,0.5,0.5,0.2,0.1,50,1,0,1,12.36,4,3.1864509077899,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.4544206718146,13.2655793281854,4,4,NA,NA
60,0.5,0.5,0.2,0.5,50,1,0.96,0,12.8,23,3.76883027379226,0,50,0.657182404233943,0.285937101011254,48,0.86539909312493,0.98896111567238,6.93889390390723e-18,0.0713475991333587,11.7289102872911,13.8710897127089,23,23,0.574154924905814,0.740209883562073
60,0.5,0.5,0.2,1,50,1,1,0,13.56,71.26,3.82878464225068,15.6071804510825,50,1.67859206875293,0.333169951713796,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,12.471871444302,14.648128555698,66.8244883926479,75.6955116073521,1.58390621613021,1.77327792137566
60,0.5,0.5,0.3,0.001,50,1,0,1,16.84,1,3.87224556482227,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.7395199867702,17.9404800132298,1,1,NA,NA
60,0.5,0.5,0.3,0.01,50,1,0,1,16.84,1,3.87224556482227,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.7395199867702,17.9404800132298,1,1,NA,NA
60,0.5,0.5,0.3,0.1,50,1,0,1,16.84,4,3.87224556482227,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.7395199867702,17.9404800132298,4,4,NA,NA
60,0.5,0.5,0.3,0.5,50,1,0.56,0,18.16,23,4.55514958646827,0,50,0.48217533165901,0.160894948071935,28,0.423060280216569,0.688378007887428,6.93889390390723e-18,0.0713475991333587,16.865440811213,19.454559188787,23,23,0.419786783835014,0.544563879483006
60,0.5,0.5,0.3,1,50,1,1,0,20.44,71.88,6.31861519315615,15.6448335346379,50,1.28013164767015,0.38830266340945,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,18.6442694310175,22.2357305689825,67.4337875047018,76.3262124952982,1.16977725174857,1.39048604359173
60,0.5,0.5,0.4,0.001,50,1,0,1,36.6,1,9.67850553483104,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,33.849399161103,39.350600838897,1,1,NA,NA
60,0.5,0.5,0.4,0.01,50,1,0,1,36.18,1,9.21996502715931,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,33.5597149315007,38.8002850684993,1,1,NA,NA
60,0.5,0.5,0.4,0.1,50,1,0,1,36.76,4,10.2907923972484,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,33.8353891601426,39.6846108398574,4,4,NA,NA
60,0.5,0.5,0.4,0.5,50,1,0,0.88,44.3,23,13.9492520463665,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.76195182616797,0.943823998490677,40.3356664319053,48.2643335680947,23,23,NA,NA
60,0.5,0.5,0.4,1,50,1,0.72,0.02,47.18,74.98,13.1143946462952,15.455650839002,50,0.680766627665307,0.27487161410416,36,0.583348763040434,0.825258293340888,0.00353925927164624,0.104954435896378,43.4529302797929,50.9070697202071,70.5875526319157,79.3724473680843,0.58776345382467,0.773769801505944
60,0.5,0.6,0.2,0.001,50,1,0,1,9.78,1,2.6286490671764,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,9.03294620090668,10.5270537990933,1,1,NA,NA
60,0.5,0.6,0.2,0.01,50,1,0,1,9.78,1,2.6286490671764,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,9.03294620090668,10.5270537990933,1,1,NA,NA
60,0.5,0.6,0.2,0.1,50,1,0,1,9.78,4,2.6286490671764,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,9.03294620090668,10.5270537990933,4,4,NA,NA
60,0.5,0.6,0.2,0.5,50,1,1,0,10.02,23,2.81751084238176,0,50,0.866434512175229,0.264743483739681,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,9.21927227826998,10.82072772173,23,23,0.791195246583427,0.941673777767031
60,0.5,0.6,0.2,1,50,1,1,0,10.14,88,2.89975368412068,0,50,2.19806059824897,0.271680334816161,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,9.31589912126075,10.9641008787393,88,88,2.12084990139419,2.27527129510375
60,0.5,0.6,0.3,0.001,50,1,0,1,13.8,1,2.42436610692531,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.1110027758414,14.4889972241586,1,1,NA,NA
60,0.5,0.6,0.3,0.01,50,1,0,1,13.8,1,2.42436610692531,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.1110027758414,14.4889972241586,1,1,NA,NA
60,0.5,0.6,0.3,0.1,50,1,0,1,13.8,4,2.42436610692531,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.1110027758414,14.4889972241586,4,4,NA,NA
60,0.5,0.6,0.3,0.5,50,1,0.98,0,14.2,23,2.55550625999976,0,50,0.510844116666285,0.190761591544561,49,0.895045564103622,0.996460740728354,6.93889390390723e-18,0.0713475991333587,13.4737331567084,14.9262668432916,23,23,0.456050990040683,0.565637243291887
60,0.5,0.6,0.3,1,50,1,1,0,14.96,88,2.19424107097443,0,50,1.78283839020888,0.152466971501564,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,14.3364035874295,15.5835964125705,88,88,1.73950775634118,1.82616902407658
60,0.5,0.6,0.4,0.001,50,1,0,1,18.24,1,4.17749070273395,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.0527702784204,19.4272297215796,1,1,NA,NA
60,0.5,0.6,0.4,0.01,50,1,0,1,18.24,1,4.17749070273395,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.0527702784204,19.4272297215796,1,1,NA,NA
60,0.5,0.6,0.4,0.1,50,1,0,1,18.24,4,4.17749070273395,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17.0527702784204,19.4272297215796,4,4,NA,NA
60,0.5,0.6,0.4,0.5,50,1,0.38,0,19.84,23,4.16182848355511,0,50,0.454329573972518,0.117191435356162,19,0.258627893101936,0.51849553069007,6.93889390390723e-18,0.0713475991333587,18.6572214318611,21.0227785681389,23,23,0.397845110199368,0.510814037745668
60,0.5,0.6,0.4,1,50,1,1,0,22.1,88,6.00764818666122,0,50,1.41839208262668,0.277874223815455,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,20.3926452764263,23.8073547235737,88,88,1.33942110199501,1.49736306325835
60,0.5,0.7,0.2,0.001,50,1,0,1,8.52,1,1.11098411972706,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8.20426180666788,8.83573819333212,1,1,NA,NA
60,0.5,0.7,0.2,0.01,50,1,0,1,8.52,1,1.11098411972706,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8.20426180666788,8.83573819333212,1,1,NA,NA
60,0.5,0.7,0.2,0.1,50,1,0,1,8.52,4,1.11098411972706,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8.20426180666788,8.83573819333212,4,4,NA,NA
60,0.5,0.7,0.2,0.5,50,1,1,0,8.64,23,1.43938762489257,0,50,0.992927543414917,0.170640098707883,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,8.23093056316607,9.04906943683394,23,23,0.944432163940656,1.04142292288918
60,0.5,0.7,0.2,1,50,1,1,0,9.12,88,2.2645448251925,0,50,2.29390409206269,0.230811300147677,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,8.47642348155116,9.76357651844883,88,88,2.22830824634784,2.35949993777754
60,0.5,0.7,0.3,0.001,50,1,0,1,10.22,1,3.04584025469867,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,9.35438177727232,11.0856182227277,1,1,NA,NA
60,0.5,0.7,0.3,0.01,50,1,0,1,10.22,1,3.04584025469867,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,9.35438177727232,11.0856182227277,1,1,NA,NA
60,0.5,0.7,0.3,0.1,50,1,0,0.98,10.22,4,3.04584025469867,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,9.35438177727232,11.0856182227277,4,4,NA,NA
60,0.5,0.7,0.3,0.5,50,1,1,0,10.22,23,3.04584025469867,0,50,0.854110789386752,0.298066444749913,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,9.35438177727232,11.0856182227277,23,23,0.769401243060035,0.938820335713469
60,0.5,0.7,0.3,1,50,1,1,0,11.3,88,3.46557413448806,0,50,2.10400477565793,0.335190038249322,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,10.3150947284912,12.2849052715088,88,88,2.00874482079398,2.19926473052188
60,0.5,0.7,0.4,0.001,50,1,0,1,13.44,1,2.85828548580567,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.6276842528249,14.2523157471751,1,1,NA,NA
60,0.5,0.7,0.4,0.01,50,1,0,1,13.44,1,2.85828548580567,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.6276842528249,14.2523157471751,1,1,NA,NA
60,0.5,0.7,0.4,0.1,50,1,0,1,13.44,4,2.85828548580567,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.6276842528249,14.2523157471751,4,4,NA,NA
60,0.5,0.7,0.4,0.5,50,1,1,0,13.44,23,2.85828548580567,0,50,0.566260768855104,0.26049799363285,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,12.6276842528249,14.2523157471751,23,23,0.492228058201701,0.640293479508507
60,0.5,0.7,0.4,1,50,1,1,0,14.36,88,3.02884095835691,0,50,1.83992304443448,0.251519180187412,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13.4992129238383,15.2207870761617,88,88,1.76844208432835,1.91140400454061
60,1,0.5,0.2,0.001,50,1,0,1,14.56,1,2.18678778493171,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.9385217878859,15.1814782121141,1,1,NA,NA
60,1,0.5,0.2,0.01,50,1,0,1,14.56,1,2.18678778493171,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.9385217878859,15.1814782121141,1,1,NA,NA
60,1,0.5,0.2,0.1,50,1,0,1,14.56,4,2.18678778493171,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.9385217878859,15.1814782121141,4,4,NA,NA
60,1,0.5,0.2,0.5,50,1,0.86,0,15.52,23,3.54124387232302,0,50,0.486842343171822,0.165687826724896,43,0.738138062894145,0.930491665729837,6.93889390390723e-18,0.0713475991333587,14.5135896269423,16.5264103730577,23,23,0.435851156559233,0.537833529784411
60,1,0.5,0.2,1,50,1,1,0,18.08,57,5.78470890735715,0,50,1.1955174020983,0.310033579996868,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,16.436003918571,19.723996081429,57,57,1.10740683356511,1.28362797063149
60,1,0.5,0.3,0.001,50,1,0,1,20.58,1,5.52208922308895,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,19.0106396070313,22.1493603929687,1,1,NA,NA
60,1,0.5,0.3,0.01,50,1,0,1,20.58,1,5.52208922308895,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,19.0106396070313,22.1493603929687,1,1,NA,NA
60,1,0.5,0.3,0.1,50,1,0,1,20.84,4,5.92938032347463,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,19.1548887570303,22.5251112429697,4,4,NA,NA
60,1,0.5,0.3,0.5,50,1,0.26,0.28,24.56,23,7.92351189917239,0,50,0.42744401482694,0,13,0.158715274935524,0.395531572648488,0.174741706659112,0.416651236959566,22.3081628337722,26.8118371662278,23,23,0.42744401482694,0.42744401482694
60,1,0.5,0.3,1,50,1,0.88,0,31.06,57,12.1913485550958,0,50,0.772379651017887,0.309013369753249,44,0.76195182616797,0.943823998490677,6.93889390390723e-18,0.0713475991333587,27.5952570763894,34.5247429236106,57,57,0.678430999658427,0.866328302377347
60,1,0.5,0.4,0.001,50,1,0,1,50.82,1,17.4082903074533,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,45.872618635065,55.767381364935,1,1,NA,NA
60,1,0.5,0.4,0.01,50,1,0,1,50.4,1,17.5091812650229,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,45.4239457421757,55.3760542578243,1,1,NA,NA
60,1,0.5,0.4,0.1,50,1,0,1,56.2,4,23.0226153233409,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,49.6570451198187,62.7429548801813,4,4,NA,NA
60,1,0.5,0.4,0.5,50,1,0.04,0.86,73.82,23,40.2054367325756,0,50,0.42744401482694,0,2,0.0110388843276198,0.13460090687507,0.738138062894145,0.930491665729837,62.3937413067695,85.2462586932305,23,23,0.42744401482694,0.42744401482694
60,1,0.5,0.4,1,50,1,0.1,0.64,92.7,57,52.122011488743,0,50,0.988929713330784,0.365046357837212,5,0.0434757649318904,0.213602314374797,0.501410168761127,0.758612503481533,77.8870882327869,107.512911767213,57,57,0.535664793128909,1.44219463353266
60,1,0.6,0.2,0.001,50,1,0,1,11.66,1,3.52026204961494,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,10.6595525949785,12.6604474050215,1,1,NA,NA
60,1,0.6,0.2,0.01,50,1,0,1,11.66,1,3.52026204961494,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,10.6595525949785,12.6604474050215,1,1,NA,NA
60,1,0.6,0.2,0.1,50,1,0,0.98,11.66,4,3.52026204961494,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,10.6595525949785,12.6604474050215,4,4,NA,NA
60,1,0.6,0.2,0.5,50,1,1,0,12.14,23,3.53414828234932,0,50,0.690646589781635,0.344540469913329,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,11.1356061713007,13.1443938286993,23,23,0.592729271641246,0.788563907922024
60,1,0.6,0.2,1,50,1,1,0,12.98,57,4.28804698420802,0,50,1.54190746337146,0.375398081588963,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,11.7613505308701,14.1986494691299,57,57,1.43522050902475,1.64859441771817
60,1,0.6,0.3,0.001,50,1,0,1,14.88,1,2.75266105017361,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.0977023852951,15.6622976147049,1,1,NA,NA
60,1,0.6,0.3,0.01,50,1,0,1,14.88,1,2.75266105017361,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.0977023852951,15.6622976147049,1,1,NA,NA
60,1,0.6,0.3,0.1,50,1,0,1,14.88,4,2.75266105017361,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.0977023852951,15.6622976147049,4,4,NA,NA
60,1,0.6,0.3,0.5,50,1,0.72,0,16.76,23,4.2501380529799,0,50,0.484202417467605,0.162814239974986,36,0.583348763040434,0.825258293340888,6.93889390390723e-18,0.0713475991333587,15.5521241299204,17.9678758700796,23,23,0.429114004233393,0.539290830701817
60,1,0.6,0.3,1,50,1,1,0,18.7,57,5.02341456357636,0,50,1.14984935041205,0.270821039294706,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,17.2723613771801,20.1276386228199,57,57,1.07288286264241,1.22681583818169
60,1,0.6,0.4,0.001,50,1,0,1,21.64,1,5.61252244211685,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,20.0449387705512,23.2350612294488,1,1,NA,NA
60,1,0.6,0.4,0.01,50,1,0,1,21.64,1,5.61252244211685,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,20.0449387705512,23.2350612294488,1,1,NA,NA
60,1,0.6,0.4,0.1,50,1,0,1,22.06,4,5.88463929156552,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,20.3876040176105,23.7323959823895,4,4,NA,NA
60,1,0.6,0.4,0.5,50,1,0.14,0.34,26.3,23,7.52750060153584,0,50,0.42744401482694,0,7,0.0695083342701629,0.261861937105855,0.224369492225001,0.478461739497674,24.1607079993013,28.4392920006987,23,23,0.42744401482694,0.42744401482694
60,1,0.6,0.4,1,50,1,0.88,0,32.58,57,11.4519225727493,0,50,0.702506220686326,0.277648328028316,44,0.76195182616797,0.943823998490677,6.93889390390723e-18,0.0713475991333587,29.3253996154441,35.8346003845559,57,57,0.618093413592257,0.786919027780395
60,1,0.7,0.2,0.001,50,1,0,1,9,1,1.81827458019398,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8.48325208188105,9.51674791811895,1,1,NA,NA
60,1,0.7,0.2,0.01,50,1,0,1,9,1,1.81827458019398,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8.48325208188105,9.51674791811895,1,1,NA,NA
60,1,0.7,0.2,0.1,50,1,0,1,9,4,1.81827458019398,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8.48325208188105,9.51674791811895,4,4,NA,NA
60,1,0.7,0.2,0.5,50,1,1,0,9.24,23,2.17180447874056,0,50,0.935842889189311,0.216221322609787,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,8.62277999639039,9.85722000360961,23,23,0.874393469212482,0.99729230916614
60,1,0.7,0.2,1,50,1,1,0,11.1,57,3.3335033970223,0,50,1.68204295180275,0.309694071372781,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,10.1526288167819,12.0473711832181,57,57,1.59402887055294,1.77005703305256
60,1,0.7,0.3,0.001,50,1,0,1,12.06,1,3.11945835172763,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.1734597455891,12.9465402544109,1,1,NA,NA
60,1,0.7,0.3,0.01,50,1,0,1,12.06,1,3.11945835172763,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.1734597455891,12.9465402544109,1,1,NA,NA
