"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow","frac_ob_lt_ow_ci_lo","frac_ob_lt_ow_ci_hi","frac_ow_lt_ob_ci_lo","frac_ow_lt_ob_ci_hi","mean_ob_nobs_ci_lo","mean_ob_nobs_ci_hi","mean_ow_nobs_ci_lo","mean_ow_nobs_ci_hi","mean_log_ratio_ci_lo","mean_log_ratio_ci_hi"
10,1.5,0.6,0.4,0.01,50,0.9,0,0.9,224.533333333333,1,292.394238843878,0,45,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.786397685625204,0.95652423506811,136.688379028171,312.378287638495,1,1,NA,NA
10,1.5,0.6,0.4,0.1,50,0.82,0,0.82,317.926829268293,4,359.34283005536,0,41,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.692039463256992,0.902298073297658,204.504236862204,431.349421674382,4,4,NA,NA
10,1.5,0.6,0.4,0.5,50,0.54,0,0.52,681.814814814815,23,989.632489557343,0,27,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.385117448900446,0.652028647134219,290.329240443818,1073.30038918581,23,23,NA,NA
10,1.5,0.6,0.4,1,50,0.42,0.02,0.38,1080.19047619048,57,1012.89943326313,0,21,0.45953232937844,NA,1,0.00353925927164624,0.104954435896378,0.258627893101936,0.51849553069007,619.12418199508,1541.25677038588,57,57,NA,NA
10,1.5,0.7,0.2,0.001,50,1,0,1,39.22,1,11.0255547317519,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,36.08657201514,42.35342798486,1,1,NA,NA
10,1.5,0.7,0.2,0.01,50,1,0,1,39.22,1,11.0255547317519,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,36.08657201514,42.35342798486,1,1,NA,NA
10,1.5,0.7,0.2,0.1,50,1,0,1,42,4,12.0813568639234,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,38.5665163691512,45.4334836308488,4,4,NA,NA
10,1.5,0.7,0.2,0.5,50,1,0,0.96,60.7,23,25.1276333780894,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.86539909312493,0.98896111567238,53.5588056078974,67.8411943921026,23,23,NA,NA
10,1.5,0.7,0.2,1,50,1,0.12,0.6,90.42,57,38.7567452983664,0,50,0.45953232937844,0,6,0.0561760015093228,0.23804817383203,0.461814377475894,0.723916102697434,79.4054548569554,101.434545143045,57,57,0.45953232937844,0.45953232937844
10,1.5,0.7,0.3,0.001,50,1,0,1,48.1,1,13.858247378661,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,44.1615296723026,52.0384703276974,1,1,NA,NA
10,1.5,0.7,0.3,0.01,50,1,0,1,47.68,1,13.9011671804778,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,43.7293319995878,51.6306680004122,1,1,NA,NA
10,1.5,0.7,0.3,0.1,50,1,0,1,51,4,17.4811852211083,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,46.0319021298226,55.9680978701774,4,4,NA,NA
10,1.5,0.7,0.3,0.5,50,1,0.04,0.94,92.56,23,49.3943564486834,0,50,0.885589380764017,0.6479153900466,2,0.0110388843276198,0.13460090687507,0.837829083111618,0.979385029651026,78.522279218049,106.597720781951,23,23,-4.93569943776217,6.7068781992902
10,1.5,0.7,0.3,1,50,1,0.08,0.82,163.5,57,125.5114028481,0,50,1.35035174228741,0.633525296517099,4,0.031549514088593,0.188382469183428,0.692039463256992,0.902298073297658,127.830053981712,199.169946018288,57,57,0.342271622685107,2.35843186188971
10,1.5,0.7,0.4,0.001,50,1,0,1,82.44,1,32.2003675983581,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,73.28875678274,91.59124321726,1,1,NA,NA
10,1.5,0.7,0.4,0.01,50,1,0,1,80.18,1,31.4984223770794,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,71.2282474073577,89.1317525926423,1,1,NA,NA
10,1.5,0.7,0.4,0.1,50,1,0,1,95.44,4,39.61403585517,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,84.1818155764656,106.698184423534,4,4,NA,NA
10,1.5,0.7,0.4,0.5,50,1,0,1,204,23,128.490927179108,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,167.483282535967,240.516717464033,23,23,NA,NA
10,1.5,0.7,0.4,1,50,1,0.02,0.9,385.12,57,303.787159648572,0,50,0.9075570519054,NA,1,0.00353925927164624,0.104954435896378,0.786397685625204,0.95652423506811,298.784644487897,471.455355512103,57,57,NA,NA
30,0.5,0.5,0.2,0.001,50,1,0,1,16,1,2.97609523657138,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.1542030921106,16.8457969078894,1,1,NA,NA
30,0.5,0.5,0.2,0.01,50,1,0,1,16,1,2.97609523657138,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.1542030921106,16.8457969078894,1,1,NA,NA
30,0.5,0.5,0.2,0.1,50,1,0,1,16,4,2.97609523657138,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.1542030921106,16.8457969078894,4,4,NA,NA
30,0.5,0.5,0.2,0.5,50,1,0.84,0,16.16,23,3.1321896885243,0,50,0.439606529678511,0.0788221049935675,42,0.71485783936965,0.916625793219666,6.93889390390723e-18,0.0713475991333587,15.2698415397052,17.0501584602948,23,23,0.415043832632161,0.464169226724861
30,0.5,0.5,0.2,1,50,1,1,0,17.6,88,4.00509879110748,0,50,1.63417216081016,0.223797905011119,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,16.4617635176175,18.7382364823825,88,88,1.57056949993947,1.69777482168085
30,0.5,0.5,0.3,0.001,50,1,0,1,24.48,1,6.43409286694,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.6514510392481,26.3085489607519,1,1,NA,NA
30,0.5,0.5,0.3,0.01,50,1,0,1,24.48,1,6.43409286694,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.6514510392481,26.3085489607519,1,1,NA,NA
30,0.5,0.5,0.3,0.1,50,1,0,1,24.74,4,6.63266499213998,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.8550174656772,26.6249825343228,4,4,NA,NA
30,0.5,0.5,0.3,0.5,50,1,0.1,0.28,25.84,23,6.82540273163273,0,50,0.42744401482694,0,5,0.0434757649318904,0.213602314374797,0.174741706659112,0.416651236959566,23.900242006178,27.779757993822,23,23,0.42744401482694,0.42744401482694
30,0.5,0.5,0.3,1,50,1,1,0,28.18,88,7.6470349062328,0,50,1.17849562766935,0.292635169541318,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,26.0067367257826,30.3532632742174,88,88,1.09532963267825,1.26166162266045
30,0.5,0.5,0.4,0.001,50,1,0,1,50.84,1,12.9651967409142,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,47.1553318553487,54.5246681446513,1,1,NA,NA
30,0.5,0.5,0.4,0.01,50,1,0,1,50.84,1,12.9651967409142,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,47.1553318553487,54.5246681446513,1,1,NA,NA
30,0.5,0.5,0.4,0.1,50,1,0,1,53.92,4,14.3510505908531,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,49.8414765490194,57.9985234509806,4,4,NA,NA
30,0.5,0.5,0.4,0.5,50,1,0,1,58.6,23,15.0427960926722,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,54.3248846525991,62.8751153474009,23,23,NA,NA
30,0.5,0.5,0.4,1,50,1,0.72,0,61.64,88,18.6599647833078,0,50,0.561613760169571,0.23478685980911,36,0.583348763040434,0.825258293340888,6.93889390390723e-18,0.0713475991333587,56.3368966849229,66.9431033150771,88,88,0.482173315911658,0.641054204427484
30,0.5,0.6,0.2,0.001,50,1,0,1,13.92,1,2.32852760694962,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.2582397761699,14.5817602238301,1,1,NA,NA
30,0.5,0.6,0.2,0.01,50,1,0,1,13.92,1,2.32852760694962,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.2582397761699,14.5817602238301,1,1,NA,NA
30,0.5,0.6,0.2,0.1,50,1,0,1,13.92,4,2.32852760694962,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.2582397761699,14.5817602238301,4,4,NA,NA
30,0.5,0.6,0.2,0.5,50,1,1,0,13.8,23,2.42436610692531,0,50,0.529609139580138,0.206404721467874,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13.1110027758414,14.4889972241586,23,23,0.470949566779496,0.58826871238078
30,0.5,0.6,0.2,1,50,1,1,0,14.32,88,2.44481959603216,0,50,1.8322533204067,0.192251313064079,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13.6251899585533,15.0148100414467,88,88,1.77761610176896,1.88689053904444
30,0.5,0.6,0.3,0.001,50,1,0,1,17.16,1,4.03737639603559,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.012590323794,18.307409676206,1,1,NA,NA
30,0.5,0.6,0.3,0.01,50,1,0,1,17.16,1,4.03737639603559,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.012590323794,18.307409676206,1,1,NA,NA
30,0.5,0.6,0.3,0.1,50,1,0,1,17.16,4,4.03737639603559,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.012590323794,18.307409676206,4,4,NA,NA
30,0.5,0.6,0.3,0.5,50,1,0.58,0,18.12,23,4.35487060188746,0,50,0.462673368190111,0.131732076983469,29,0.442334417685782,0.70624996645288,6.93889390390723e-18,0.0713475991333587,16.8823594688528,19.3576405311472,23,23,0.412565165941786,0.512781570438436
30,0.5,0.6,0.3,1,50,1,1,0,18.7,88,5.02341456357636,0,50,1.5841348970557,0.270821039294706,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,17.2723613771801,20.1276386228199,88,88,1.50716840928606,1.66110138482534
30,0.5,0.6,0.4,0.001,50,1,0,1,24.18,1,5.28644782554835,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.6776081512369,25.6823918487631,1,1,NA,NA
30,0.5,0.6,0.4,0.01,50,1,0,1,24.44,1,5.54079490355538,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.8653235114628,26.0146764885372,1,1,NA,NA
30,0.5,0.6,0.4,0.1,50,1,0,1,24.96,4,5.98283258283948,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,23.2596977929996,26.6603022070004,4,4,NA,NA
30,0.5,0.6,0.4,0.5,50,1,0.08,0.34,26.78,23,7.01976800593459,0,50,0.42744401482694,0,4,0.031549514088593,0.188382469183428,0.224369492225001,0.478461739497674,24.7850040064039,28.7749959935961,23,23,0.42744401482694,0.42744401482694
30,0.5,0.6,0.4,1,50,1,1,0,29.02,88,7.29128638464141,0,50,1.14347687817519,0.27100835917321,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,26.9478393369661,31.0921606630339,88,88,1.06645715468511,1.22049660166527
30,0.5,0.7,0.2,0.001,50,1,0,1,12.26,1,3.19955354028384,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.3506969448611,13.1693030551389,1,1,NA,NA
30,0.5,0.7,0.2,0.01,50,1,0,1,12.26,1,3.19955354028384,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11.3506969448611,13.1693030551389,1,1,NA,NA
30,0.5,0.7,0.2,0.1,50,1,0,0.98,12.26,4,3.19955354028384,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,11.3506969448611,13.1693030551389,4,4,NA,NA
30,0.5,0.7,0.2,0.5,50,1,1,0,12.26,23,3.19955354028384,0,50,0.668425893608302,0.2970337842838,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,11.3506969448611,13.1693030551389,23,23,0.584009826138849,0.752841961077755
30,0.5,0.7,0.2,1,50,1,1,0,12.5,88,3.17033443159602,0,50,1.98983546720672,0.295298610342745,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,11.5990009236706,13.4009990763294,88,88,1.90591253071505,2.07375840369839
30,0.5,0.7,0.3,0.001,50,1,0,1,13.68,1,2.51071174557888,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.9664636168503,14.3935363831497,1,1,NA,NA
30,0.5,0.7,0.3,0.01,50,1,0,1,13.68,1,2.51071174557888,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.9664636168503,14.3935363831497,1,1,NA,NA
30,0.5,0.7,0.3,0.1,50,1,0,1,13.68,4,2.51071174557888,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.9664636168503,14.3935363831497,4,4,NA,NA
30,0.5,0.7,0.3,0.5,50,1,0.98,0,13.84,23,2.83102346820916,0,50,0.54211915485604,0.215348651297972,49,0.895045564103622,0.996460740728354,6.93889390390723e-18,0.0713475991333587,13.0354320325003,14.6445679674997,23,23,0.480263800097868,0.603974509614212
30,0.5,0.7,0.3,1,50,1,1,0,14.12,88,3.02803229702669,0,50,1.85435397753612,0.230926356682604,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13.2594427428455,14.9805572571545,88,88,1.78872543311584,1.9199825219564
30,0.5,0.7,0.4,0.001,50,1,0,1,17.24,1,3.62845894088858,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.2088033787041,18.2711966212959,1,1,NA,NA
30,0.5,0.7,0.4,0.01,50,1,0,1,17.24,1,3.62845894088858,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.2088033787041,18.2711966212959,1,1,NA,NA
30,0.5,0.7,0.4,0.1,50,1,0,1,17.24,4,3.62845894088858,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.2088033787041,18.2711966212959,4,4,NA,NA
30,0.5,0.7,0.4,0.5,50,1,0.68,0,17.56,23,3.76969657199329,0,50,0.42744401482694,0,34,0.541897026918559,0.792417837393432,6.93889390390723e-18,0.0713475991333587,16.4886640880665,18.6313359119335,23,23,0.42744401482694,0.42744401482694
30,0.5,0.7,0.4,1,50,1,1,0,19.64,88,3.98855505522632,0,50,1.52136908477637,0.213110498270528,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,18.5064651953331,20.7735348046669,88,88,1.46080375129476,1.58193441825798
30,1,0.5,0.2,0.001,50,1,0,1,17.4,1,4.53557367611073,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.1110042233801,18.6889957766199,1,1,NA,NA
30,1,0.5,0.2,0.01,50,1,0,1,17.4,1,4.53557367611073,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.1110042233801,18.6889957766199,1,1,NA,NA
30,1,0.5,0.2,0.1,50,1,0,1,17.24,4,4.47469073153186,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15.9683069647828,18.5116930352172,4,4,NA,NA
30,1,0.5,0.2,0.5,50,1,0.4,0.06,20.22,23,6.05515466021997,0,50,0.504067858391838,0.187139714994268,20,0.276083897302565,0.538185622524106,0.020614970348974,0.162170916888382,18.4991440860252,21.9408559139748,23,23,0.416483775761203,0.591651941022473
30,1,0.5,0.2,1,50,1,1,0,23.08,57,6.88043662591738,0,50,0.950343804513653,0.316851513789296,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,21.1246015464766,25.0353984535234,57,57,0.860295600635673,1.04039200839163
30,1,0.5,0.3,0.001,50,1,0,1,26.98,1,7.56331101234028,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,24.8305307931567,29.1294692068433,1,1,NA,NA
30,1,0.5,0.3,0.01,50,1,0,1,26.98,1,7.56331101234028,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,24.8305307931567,29.1294692068433,1,1,NA,NA
30,1,0.5,0.3,0.1,50,1,0,1,27.82,4,8.48213007517834,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,25.4094053047286,30.2305946952714,4,4,NA,NA
30,1,0.5,0.3,0.5,50,1,0.04,0.7,35.14,23,11.5793799841065,0,50,0.42744401482694,0,2,0.0110388843276198,0.13460090687507,0.562496495355466,0.808964464991191,31.8491766199267,38.4308233800733,23,23,0.42744401482694,0.42744401482694
30,1,0.5,0.3,1,50,1,0.58,0.02,42.94,57,14.9207566695472,0,50,0.613313933432564,0.245418014782111,29,0.442334417685782,0.70624996645288,0.00353925927164624,0.104954435896378,38.6995678728977,47.1804321271023,57,57,0.519961913167768,0.70666595369736
30,1,0.5,0.4,0.001,50,1,0,1,70.58,1,28.8012825678132,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,62.3947660599835,78.7652339400165,1,1,NA,NA
30,1,0.5,0.4,0.01,50,1,0,1,72.24,1,28.4766714404358,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,64.1470195216431,80.3329804783569,1,1,NA,NA
30,1,0.5,0.4,0.1,50,1,0,1,80.2,4,37.7786247737516,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,69.4634336343467,90.9365663656533,4,4,NA,NA
30,1,0.5,0.4,0.5,50,1,0,0.98,112.48,23,60.0718073709817,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,95.4077812412218,129.552218758778,23,23,NA,NA
30,1,0.5,0.4,1,50,1,0.04,0.84,158.92,57,87.1435222457054,0,50,0.68354469064192,0.316801319438035,2,0.0110388843276198,0.13460090687507,0.71485783936965,0.916625793219666,134.154085000948,183.685914999052,57,57,-2.16280223500579,3.52989161628963
30,1,0.6,0.2,0.001,50,1,0,1,13.96,1,2.94133108837284,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.1240829537126,14.7959170462874,1,1,NA,NA
30,1,0.6,0.2,0.01,50,1,0,1,13.96,1,2.94133108837284,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.1240829537126,14.7959170462874,1,1,NA,NA
30,1,0.6,0.2,0.1,50,1,0,1,14.12,4,3.20484327357256,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,13.209193619294,15.030806380706,4,4,NA,NA
30,1,0.6,0.2,0.5,50,1,0.86,0,14.92,23,4.19348376918869,0,50,0.553219848085317,0.259373606522442,43,0.738138062894145,0.930491665729837,6.93889390390723e-18,0.0713475991333587,13.7282250992242,16.1117749007758,23,23,0.473396434174977,0.633043261995658
30,1,0.6,0.2,1,50,1,1,0,16.48,57,5.13586826711344,0,50,1.2961696861146,0.352622093053451,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,15.0204023882461,17.9395976117539,57,57,1.19595559609049,1.39638377613871
30,1,0.6,0.3,0.001,50,1,0,1,19.48,1,4.01141229137926,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,18.3399692406931,20.6200307593069,1,1,NA,NA
30,1,0.6,0.3,0.01,50,1,0,1,19.9,1,4.59036257515989,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,18.5954333905543,21.2045666094457,1,1,NA,NA
30,1,0.6,0.3,0.1,50,1,0,1,20.06,4,4.55537359295904,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,18.7653771492728,21.3546228507272,4,4,NA,NA
30,1,0.6,0.3,0.5,50,1,0.2,0.14,23.22,23,6.09546502553751,0,50,0.42744401482694,0,10,0.112437500157761,0.330371059322254,0.0695083342701629,0.261861937105855,21.487688006958,24.952311993042,23,23,0.42744401482694,0.42744401482694
30,1,0.6,0.3,1,50,1,1,0,27.5,57,7.72023580056507,0,50,0.77067995022331,0.298798015816102,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,25.3059332617938,29.6940667382062,57,57,0.68576249370001,0.85559740674661
30,1,0.6,0.4,0.001,50,1,0,1,29.86,1,8.02549508931203,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,27.5791795318211,32.1408204681789,1,1,NA,NA
30,1,0.6,0.4,0.01,50,1,0,1,29.86,1,8.02549508931203,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,27.5791795318211,32.1408204681789,1,1,NA,NA
30,1,0.6,0.4,0.1,50,1,0,1,30.28,4,8.85953884643149,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,27.7621469187019,32.7978530812981,4,4,NA,NA
30,1,0.6,0.4,0.5,50,1,0.02,0.72,36.82,23,12.3349346266974,0,50,0.42744401482694,NA,1,0.00353925927164624,0.104954435896378,0.583348763040434,0.825258293340888,33.3144503663472,40.3255496336528,23,23,NA,NA
30,1,0.6,0.4,1,50,1,0.6,0.04,43.14,57,16.0293226205436,0,50,0.608187879964093,0.242778495926751,30,0.461814377475894,0.723916102697434,0.0110388843276198,0.13460090687507,38.5845169155149,47.6954830844851,57,57,0.517532899712143,0.698842860216043
30,1,0.7,0.2,0.001,50,1,0,1,13.44,1,2.85828548580567,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.6276842528249,14.2523157471751,1,1,NA,NA
30,1,0.7,0.2,0.01,50,1,0,1,13.44,1,2.85828548580567,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.6276842528249,14.2523157471751,1,1,NA,NA
30,1,0.7,0.2,0.1,50,1,0,1,13.44,4,2.85828548580567,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,12.6276842528249,14.2523157471751,4,4,NA,NA
30,1,0.7,0.2,0.5,50,1,1,0,13.8,23,2.64189171555813,0,50,0.535611231429145,0.244146568497032,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13.0491826818782,14.5508173181218,23,23,0.466225544382216,0.604996918476074
30,1,0.7,0.2,1,50,1,1,0,13.96,57.62,2.94133108837284,4.38406204335659,50,1.44330511397088,0.288785803260785,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,13.1240829537126,14.7959170462874,56.3740633529799,58.8659366470201,1.36123309677236,1.5253771311694
30,1,0.7,0.3,0.001,50,1,0,1,14.92,1,1.66402511754983,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.4470892941264,15.3929107058736,1,1,NA,NA
30,1,0.7,0.3,0.01,50,1,0,1,14.92,1,1.66402511754983,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.4470892941264,15.3929107058736,1,1,NA,NA
30,1,0.7,0.3,0.1,50,1,0,1,15.08,4,2.01868819801779,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,14.506295161897,15.653704838103,4,4,NA,NA
30,1,0.7,0.3,0.5,50,1,0.88,0,15.72,23,2.96262431927216,0,50,0.450663361361757,0.107634562772379,44,0.76195182616797,0.943823998490677,6.93889390390723e-18,0.0713475991333587,14.8780314844477,16.5619685155523,23,23,0.417939463298043,0.483387259425471
30,1,0.7,0.3,1,50,1,1,0,18.38,57,4.99342424737631,0,50,1.16694711100513,0.268419115636885,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,16.9608845307395,19.7991154692605,57,57,1.09066324238618,1.24323097962408
30,1,0.7,0.4,0.001,50,1,0,1,18.1,1,4.6958514039696,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.7654537971166,19.4345462028834,1,1,NA,NA
30,1,0.7,0.4,0.01,50,1,0,1,18.1,1,4.6958514039696,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.7654537971166,19.4345462028834,1,1,NA,NA
30,1,0.7,0.4,0.1,50,1,0,1,18.26,4,4.72427513066334,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,16.9173758633688,19.6026241366312,4,4,NA,NA
30,1,0.7,0.4,0.5,50,1,0.4,0.06,20.16,23,6.18213357265953,0,50,0.524341113797246,0.248542423079364,20,0.276083897302565,0.538185622524106,0.020614970348974,0.162170916888382,18.4030570783956,21.9169429216044,23,23,0.408019679189589,0.640662548404903
30,1,0.7,0.4,1,50,1,1,0,23.16,57,7.44053980925183,0,50,0.959709124700597,0.369736072953478,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,21.0454219830198,25.2745780169802,57,57,0.854631295403879,1.06478695399732
30,1.5,0.5,0.2,0.001,50,1,0,1,22.82,1,6.30092315879675,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,21.0292974515497,24.6107025484503,1,1,NA,NA
30,1.5,0.5,0.2,0.01,50,1,0,1,23.08,1,6.57093165823103,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,21.2125618850534,24.9474381149466,1,1,NA,NA
30,1.5,0.5,0.2,0.1,50,1,0,1,24.64,4,8.89567654675516,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,22.1118766979051,27.1681233020949,4,4,NA,NA
30,1.5,0.5,0.2,0.5,50,1,0.12,0.74,41.2,23,19.3738725807596,0,50,0.665296740766964,0.390150742096382,6,0.0561760015093228,0.23804817383203,0.604468427351512,0.841284725064476,35.6940063337732,46.7059936662268,23,23,0.255858647079154,1.07473483445477
30,1.5,0.5,0.2,1,50,1,0.28,0.34,63.9,57,34.3649382305838,0,50,0.909078485116772,0.559739353858593,14,0.174741706659112,0.416651236959566,0.224369492225001,0.478461739497674,54.1335926155631,73.6664073844369,57,57,0.585894604053987,1.23226236617956
30,1.5,0.5,0.3,0.001,50,1,0,1,40.82,1,14.1229152335443,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,36.806311900194,44.833688099806,1,1,NA,NA
30,1.5,0.5,0.3,0.01,50,1,0,1,42.7,1,15.8284811756065,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,38.2015954226193,47.1984045773807,1,1,NA,NA
30,1.5,0.5,0.3,0.1,50,1,0,1,50.14,4,22.6679761526507,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,43.6978324569645,56.5821675430355,4,4,NA,NA
30,1.5,0.5,0.3,0.5,50,1,0.02,0.96,108.18,23,59.2840584966712,0,50,0.42744401482694,NA,1,0.00353925927164624,0.104954435896378,0.86539909312493,0.98896111567238,91.3316569942211,125.028343005779,23,23,NA,NA
30,1.5,0.5,0.3,1,50,1,0.1,0.8,187.54,57,143.708351198118,0,50,0.813835965860004,0.367505945514644,5,0.0434757649318904,0.213602314374797,0.669628940677746,0.887562499842239,146.698538481019,228.381461518981,57,57,0.357517064188636,1.27015486753137
