"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow"
30,1.5,0.6,0.4,0.5,50,1,0,0.9,52.88,23,20.3014425947658,0,50,NA,NA,0
30,1.5,0.6,0.4,1,50,1,0.14,0.6,83.64,57,39.1448174691603,0,50,0.651542924747137,0.239479287500049,7
30,1.5,0.7,0.2,0.001,50,1,0,1,12.96,1,2.87110872419044,0,50,NA,NA,0
30,1.5,0.7,0.2,0.01,50,1,0,1,12.96,1,2.87110872419044,0,50,NA,NA,0
30,1.5,0.7,0.2,0.1,50,1,0,1,12.96,4,2.87110872419044,0,50,NA,NA,0
30,1.5,0.7,0.2,0.5,50,1,0.98,0,13.84,23,2.83102346820916,0,50,0.54211915485604,0.215348651297972,49
30,1.5,0.7,0.2,1,50,1,1,0,16.56,57,3.92355523910212,0,50,1.26306404059983,0.235457968734349,50
30,1.5,0.7,0.3,0.001,50,1,0,1,14.22,1,2.16926584025893,0,50,NA,NA,0
30,1.5,0.7,0.3,0.01,50,1,0,1,14.22,1,2.16926584025893,0,50,NA,NA,0
30,1.5,0.7,0.3,0.1,50,1,0,1,14.22,4,2.16926584025893,0,50,NA,NA,0
30,1.5,0.7,0.3,0.5,50,1,0.74,0,16.42,23,4.4174514769288,0,50,0.507433020960402,0.213868148381714,37
30,1.5,0.7,0.3,1,50,1,1,0,21.14,57,7.30392681636224,0,50,1.05664928260331,0.380588225289332,50
30,1.5,0.7,0.4,0.001,50,1,0,1,17.66,1,4.33123444721418,0,50,NA,NA,0
30,1.5,0.7,0.4,0.01,50,1,0,1,17.82,1,4.37847238293943,0,50,NA,NA,0
30,1.5,0.7,0.4,0.1,50,1,0,0.98,18.46,4,4.50491794756416,0,50,NA,NA,0
30,1.5,0.7,0.4,0.5,50,1,0.22,0.26,24.4,23,7.95394908975717,0,50,0.547603636643514,0.398524380516581,11
30,1.5,0.7,0.4,1,50,1,0.74,0.02,37.74,57,15.3925638023093,0,50,0.699435950995753,0.422925849547548,37
60,0.5,0.5,0.2,0.001,50,1,0,1,9.56,1,2.84396963157241,0,50,NA,NA,0
60,0.5,0.5,0.2,0.01,50,1,0,1,9.56,1,2.84396963157241,0,50,NA,NA,0
60,0.5,0.5,0.2,0.1,50,1,0,0.98,9.56,4,2.84396963157241,0,50,NA,NA,0
60,0.5,0.5,0.2,0.5,50,1,1,0,9.8,23,3.03718451792419,0,50,0.898871720823882,0.306433822580815,50
60,0.5,0.5,0.2,1,50,1,1,0,10.4,73.12,3.39867921524866,15.6448335346379,50,1.98117469460738,0.378897037520614,50
60,0.5,0.5,0.3,0.001,50,1,0,1,13.98,1,2.39463686480554,0,50,NA,NA,0
60,0.5,0.5,0.3,0.01,50,1,0,1,13.98,1,2.39463686480554,0,50,NA,NA,0
60,0.5,0.5,0.3,0.1,50,1,0,1,13.98,4,2.39463686480554,0,50,NA,NA,0
60,0.5,0.5,0.3,0.5,50,1,0.98,0,14.26,23,2.60932394090336,0,50,0.508693902061023,0.208255149400718,49
60,0.5,0.5,0.3,1,50,1,1,0,15.02,76.84,3.44336095898724,15.0310698629369,50,1.63960779211567,0.336229479545902,50
60,0.5,0.5,0.4,0.001,50,1,0,1,24.42,1,6.18124219732901,0,50,NA,NA,0
60,0.5,0.5,0.4,0.01,50,1,0,1,24.42,1,6.18124219732901,0,50,NA,NA,0
60,0.5,0.5,0.4,0.1,50,1,0,1,24.42,4,6.18124219732901,0,50,NA,NA,0
60,0.5,0.5,0.4,0.5,50,1,0.08,0.48,28.48,23,7.7492330101048,0,50,0.555150420768437,0.255412811882995,4
60,0.5,0.5,0.4,1,50,1,0.98,0,32.08,73.12,7.8761847181415,15.6448335346379,50,0.854991690685774,0.366531925763813,49
60,0.5,0.6,0.2,0.001,50,1,0,1,7.1,1,1.88712068766042,0,50,NA,NA,0
60,0.5,0.6,0.2,0.01,50,1,0,1,7.1,1,1.88712068766042,0,50,NA,NA,0
60,0.5,0.6,0.2,0.1,50,1,0,0.86,7.1,4,1.88712068766042,0,50,NA,NA,0
60,0.5,0.6,0.2,0.5,50,1,1,0,7.1,23,1.88712068766042,0,50,1.21398591210648,0.288922015212988,50
60,0.5,0.6,0.2,1,50,1,1,0,7.22,88,1.90905468646615,0,50,2.53960990633121,0.292614459145637,50
60,0.5,0.6,0.3,0.001,50,1,0,1,9.84,1,2.57428412874535,0,50,NA,NA,0
60,0.5,0.6,0.3,0.01,50,1,0,1,9.84,1,2.57428412874535,0,50,NA,NA,0
60,0.5,0.6,0.3,0.1,50,1,0,1,9.84,4,2.57428412874535,0,50,NA,NA,0
60,0.5,0.6,0.3,0.5,50,1,1,0,9.78,23,2.40992844334449,0,50,0.880865445276862,0.222049191752242,50
60,0.5,0.6,0.3,1,50,1,1,0,10.62,88,2.98219204407682,0,50,2.15119245649868,0.270159916287776,50
60,0.5,0.6,0.4,0.001,50,1,0,1,13.68,1,2.51071174557888,0,50,NA,NA,0
60,0.5,0.6,0.4,0.01,50,1,0,1,13.68,1,2.51071174557888,0,50,NA,NA,0
60,0.5,0.6,0.4,0.1,50,1,0,1,13.68,4,2.51071174557888,0,50,NA,NA,0
60,0.5,0.6,0.4,0.5,50,1,0.96,0,14,23,3.11022015101103,0,50,0.544508220273312,0.216970320718143,48
60,0.5,0.6,0.4,1,50,1,1,0,14.92,88,4.05995878133294,0,50,1.81160957605342,0.278436788750286,50
60,0.5,0.7,0.2,0.001,50,1,0,1,5.32,1,0.957036241396813,0,50,NA,NA,0
60,0.5,0.7,0.2,0.01,50,1,0,1,5.32,1,0.957036241396813,0,50,NA,NA,0
60,0.5,0.7,0.2,0.1,50,1,0,0.66,5.32,4,0.957036241396813,0,50,NA,NA,0
60,0.5,0.7,0.2,0.5,50,1,1,0,5.38,23,1.08590223937028,0,50,1.47348358129571,0.207880321051535,50
60,0.5,0.7,0.2,1,50,1,1,0,5.56,88,1.38740691910617,0,50,2.79099827335827,0.243141112449573,50
60,0.5,0.7,0.3,0.001,50,1,0,1,7.2,1,1.8516401995451,0,50,NA,NA,0
60,0.5,0.7,0.3,0.01,50,1,0,1,7.2,1,1.8516401995451,0,50,NA,NA,0
60,0.5,0.7,0.3,0.1,50,1,0,0.88,7.2,4,1.8516401995451,0,50,NA,NA,0
60,0.5,0.7,0.3,0.5,50,1,1,0,7.2,23,1.8516401995451,0,50,1.19776730778216,0.280914467175899,50
60,0.5,0.7,0.3,1,50,1,1,0,7.32,88,1.86744395867065,0,50,2.52339130200689,0.283766463819263,50
60,0.5,0.7,0.4,0.001,50,1,0,1,9.34,1,2.42108088527856,0,50,NA,NA,0
60,0.5,0.7,0.4,0.01,50,1,0,1,9.34,1,2.42108088527856,0,50,NA,NA,0
60,0.5,0.7,0.4,0.1,50,1,0,0.96,9.34,4,2.42108088527856,0,50,NA,NA,0
60,0.5,0.7,0.4,0.5,50,1,1,0,9.46,23,2.54918954707938,0,50,0.923519166400835,0.271959720779688,50
60,0.5,0.7,0.4,1,50,1,1,0,9.94,88,2.95828135433879,0,50,2.22449571504861,0.303857264194741,50
60,1,0.5,0.2,0.001,50,1,0,1,11.52,1,3.17027005866976,0,50,NA,NA,0
60,1,0.5,0.2,0.01,50,1,0,1,11.52,1,3.17027005866976,0,50,NA,NA,0
60,1,0.5,0.2,0.1,50,1,0,1,11.52,4,3.17027005866976,0,50,NA,NA,0
60,1,0.5,0.2,0.5,50,1,1,0,11.64,23,3.1864509077899,0,50,0.719508455984901,0.283479329001618,50
60,1,0.5,0.2,1,50,1,1,0,12.7,57,3.55280860441311,0,50,1.54489382995337,0.308842836508675,50
60,1,0.5,0.3,0.001,50,1,0,1,14.74,1,2.08796356211853,0,50,NA,NA,0
60,1,0.5,0.3,0.01,50,1,0,1,14.74,1,2.08796356211853,0,50,NA,NA,0
60,1,0.5,0.3,0.1,50,1,0,1,14.74,4,2.08796356211853,0,50,NA,NA,0
60,1,0.5,0.3,0.5,50,1,0.66,0,17.42,23,4.31461682740738,0,50,0.470689964997853,0.180174786701195,33
60,1,0.5,0.3,1,50,1,1,0,20.78,57,5.23056168209534,0,50,1.04474396238643,0.285953069514973,50
60,1,0.5,0.4,0.001,50,1,0,1,31.12,1,9.35826601765214,0,50,NA,NA,0
60,1,0.5,0.4,0.01,50,1,0,1,30.86,1,9.400412496377,0,50,NA,NA,0
60,1,0.5,0.4,0.1,50,1,0,1,33.78,4,10.0352236789079,0,50,NA,NA,0
60,1,0.5,0.4,0.5,50,1,0,0.92,44.82,23,13.3641158269724,0,50,NA,NA,0
60,1,0.5,0.4,1,50,1,0.32,0.2,56.98,57,22.0662176002974,0,50,0.51553541969431,0.153029575788882,16
60,1,0.6,0.2,0.001,50,1,0,1,8.4,1,2.07019667802706,0,50,NA,NA,0
60,1,0.6,0.2,0.01,50,1,0,1,8.4,1,2.07019667802706,0,50,NA,NA,0
60,1,0.6,0.2,0.1,50,1,0,0.94,8.4,4,2.07019667802706,0,50,NA,NA,0
60,1,0.6,0.2,0.5,50,1,1,0,8.46,23,2.29649244523478,0,50,1.03736893576158,0.282432506091941,50
60,1,0.6,0.2,1,50,1,1,0,9.36,57,3.22464995727269,0,50,1.86530109817758,0.351176058612641,50
60,1,0.6,0.3,0.001,50,1,0,1,11.76,1,3.02074460343533,0,50,NA,NA,0
60,1,0.6,0.3,0.01,50,1,0,1,11.76,1,3.02074460343533,0,50,NA,NA,0
60,1,0.6,0.3,0.1,50,1,0,1,11.76,4,3.02074460343533,0,50,NA,NA,0
60,1,0.6,0.3,0.5,50,1,1,0,12.36,23,3.00855921853444,0,50,0.652207289283976,0.256141523240796,50
60,1,0.6,0.3,1,50,1,1,0,13.24,57,3.14649140524256,0,50,1.48991638604092,0.253862234225093,50
60,1,0.6,0.4,0.001,50,1,0,1,15.44,1,2.92183895126731,0,50,NA,NA,0
60,1,0.6,0.4,0.01,50,1,0,1,15.44,1,2.92183895126731,0,50,NA,NA,0
60,1,0.6,0.4,0.1,50,1,0,1,15.28,4,2.71082486128695,0,50,NA,NA,0
60,1,0.6,0.4,0.5,50,1,0.68,0,17.2,23,4.26183825433608,0,50,0.472516863982762,0.147067841986114,34
60,1,0.6,0.4,1,50,1,1,0,20.18,57,5.92018339484272,0,50,1.08063507973174,0.297490779483251,50
60,1,0.7,0.2,0.001,50,1,0,1,7.4,1,1.57790871674104,0,50,NA,NA,0
60,1,0.7,0.2,0.01,50,1,0,1,7.4,1,1.57790871674104,0,50,NA,NA,0
60,1,0.7,0.2,0.1,50,1,0,0.98,7.4,4,1.57790871674104,0,50,NA,NA,0
60,1,0.7,0.2,0.5,50,1,1,0,7.4,23,1.57790871674104,0,50,1.15722079697134,0.219957146806866,50
60,1,0.7,0.2,1,50,1,1,0,7.52,57,1.58100975225793,0,50,2.04855924455241,0.22056644754974,50
60,1,0.7,0.3,0.001,50,1,0,1,8.46,1,1.16426380347481,0,50,NA,NA,0
60,1,0.7,0.3,0.01,50,1,0,1,8.46,1,1.16426380347481,0,50,NA,NA,0
60,1,0.7,0.3,0.1,50,1,0,1,8.46,4,1.16426380347481,0,50,NA,NA,0
60,1,0.7,0.3,0.5,50,1,1,0,8.46,23,1.16426380347481,0,50,1.0112533580524,0.157356116314112,50
60,1,0.7,0.3,1,50,1,1,0,9.36,57,2.3190427300232,0,50,1.83318342861939,0.22785942798619,50
60,1,0.7,0.4,0.001,50,1,0,1,12.96,1,2.87110872419044,0,50,NA,NA,0
60,1,0.7,0.4,0.01,50,1,0,1,12.96,1,2.87110872419044,0,50,NA,NA,0
60,1,0.7,0.4,0.1,50,1,0,1,12.96,4,2.87110872419044,0,50,NA,NA,0
60,1,0.7,0.4,0.5,50,1,1,0,12.72,23,2.94188610886809,0,50,0.621557751858016,0.250465134435174,50
60,1,0.7,0.4,1,50,1,1,0,13.68,57,2.51071174557888,0,50,1.44738270396086,0.213755982255322,50
60,1.5,0.5,0.2,0.001,50,1,0,1,13.28,1,3.0307269956974,0,50,NA,NA,0
60,1.5,0.5,0.2,0.01,50,1,0,1,13.28,1,3.0307269956974,0,50,NA,NA,0
60,1.5,0.5,0.2,0.1,50,1,0,0.98,13.28,4,3.0307269956974,0,50,NA,NA,0
60,1.5,0.5,0.2,0.5,50,1,0.64,0.02,16.66,23,6.25515297778641,0,50,0.641052676881639,0.334808343382545,32
60,1.5,0.5,0.2,1,50,1,1,0,23.14,57,9.33942706803708,0,50,1.00659844201366,0.508399080025613,50
60,1.5,0.5,0.3,0.001,50,1,0,1,19.64,1,3.98855505522632,0,50,NA,NA,0
60,1.5,0.5,0.3,0.01,50,1,0,1,19.64,1,3.98855505522632,0,50,NA,NA,0
60,1.5,0.5,0.3,0.1,50,1,0,1,20.48,4,5.02337393733392,0,50,NA,NA,0
60,1.5,0.5,0.3,0.5,50,1,0.12,0.5,29.8,23,10.3588668515905,0,50,0.42744401482694,0,6
60,1.5,0.5,0.3,1,50,1,0.46,0.1,48.56,57,18.5672083116928,0,50,0.613577388718251,0.28524378577315,23
60,1.5,0.5,0.4,0.001,50,1,0,1,50.94,1,20.356426052543,0,50,NA,NA,0
60,1.5,0.5,0.4,0.01,50,1,0,1,52.4,1,20.7816638174235,0,50,NA,NA,0
60,1.5,0.5,0.4,0.1,50,1,0,1,66.98,4,25.9075987592325,0,50,NA,NA,0
60,1.5,0.5,0.4,0.5,50,1,0,0.98,132.48,23,88.5138614764342,0,50,NA,NA,0
60,1.5,0.5,0.4,1,50,1,0.04,0.92,250.56,57,201.129581542419,0,50,0.68354469064192,0.316801319438035,2
60,1.5,0.6,0.2,0.001,50,1,0,1,11.42,1,3.15639939533278,0,50,NA,NA,0
60,1.5,0.6,0.2,0.01,50,1,0,1,11.42,1,3.15639939533278,0,50,NA,NA,0
60,1.5,0.6,0.2,0.1,50,1,0,0.98,11.3,4,3.13147288811185,0,50,NA,NA,0
60,1.5,0.6,0.2,0.5,50,1,1,0,12.74,23,3.12207414049947,0,50,0.627559843707023,0.292098290569925,50
60,1.5,0.6,0.2,1,50,1,1,0,15.38,57,4.38406204335659,0,50,1.35601184819038,0.325637241866393,50
60,1.5,0.6,0.3,0.001,50,1,0,1,14.16,1,2.10305899652319,0,50,NA,NA,0
60,1.5,0.6,0.3,0.01,50,1,0,1,14.16,1,2.10305899652319,0,50,NA,NA,0
60,1.5,0.6,0.3,0.1,50,1,0,1,14.32,4,2.44481959603216,0,50,NA,NA,0
60,1.5,0.6,0.3,0.5,50,1,0.68,0.04,17.5,23,5.88061498935793,0,50,0.511392035746948,0.263442234876848,34
60,1.5,0.6,0.3,1,50,1,1,0,23.28,57,8.05602829170397,0,50,0.965327566375978,0.408423218156735,50
60,1.5,0.6,0.4,0.001,50,1,0,1,20.84,1,5.07237415731891,0,50,NA,NA,0
60,1.5,0.6,0.4,0.01,50,1,0,1,20.84,1,5.07237415731891,0,50,NA,NA,0
60,1.5,0.6,0.4,0.1,50,1,0,1,21,4,5.01019369050005,0,50,NA,NA,0
60,1.5,0.6,0.4,0.5,50,1,0.1,0.64,33.54,23,13.773992055423,0,50,0.529609139580138,0.228448163877897,5
60,1.5,0.6,0.4,1,50,1,0.58,0.16,48.06,57,20.8878541018361,0,50,0.566966548343568,0.226412632103271,29
60,1.5,0.7,0.2,0.001,50,1,0,1,8.96,1,1.90552365720378,0,50,NA,NA,0
60,1.5,0.7,0.2,0.01,50,1,0,1,8.96,1,1.90552365720378,0,50,NA,NA,0
60,1.5,0.7,0.2,0.1,50,1,0,0.98,8.96,4,1.90552365720378,0,50,NA,NA,0
60,1.5,0.7,0.2,0.5,50,1,1,0,10.16,23,3.09944037081614,0,50,0.862220091548916,0.305817657336664,50
60,1.5,0.7,0.2,1,50,1,1,0,11.6,57,3.43451865147752,0,50,1.64117690190147,0.329482107783305,50
60,1.5,0.7,0.3,0.001,50,1,0,1,11.52,1,3.17027005866976,0,50,NA,NA,0
60,1.5,0.7,0.3,0.01,50,1,0,1,11.52,1,3.17027005866976,0,50,NA,NA,0
60,1.5,0.7,0.3,0.1,50,1,0,1,11.52,4,3.17027005866976,0,50,NA,NA,0
60,1.5,0.7,0.3,0.5,50,1,0.94,0,13.08,23,3.99407724777883,0,50,0.651201824779496,0.285977732170271,47
60,1.5,0.7,0.3,1,50,1,1,0,15.54,57,4.18554363377137,0,50,1.33768603355289,0.28746821058162,50
60,1.5,0.7,0.4,0.001,50,1,0,1,14.4,1,1.81827458019398,0,50,NA,NA,0
60,1.5,0.7,0.4,0.01,50,1,0,1,14.4,1,1.81827458019398,0,50,NA,NA,0
60,1.5,0.7,0.4,0.1,50,1,0,1,14.4,4,1.81827458019398,0,50,NA,NA,0
60,1.5,0.7,0.4,0.5,50,1,0.56,0.02,18.24,23,5.43818697278977,0,50,0.514900000654516,0.22838059317955,28
60,1.5,0.7,0.4,1,50,1,1,0,24.02,57,7.43815316116706,0,50,0.914913440865497,0.332818782735147,50
100,0.5,0.5,0.2,0.001,50,1,0,1,8.12,1,1.45181097324714,0,50,NA,NA,0
100,0.5,0.5,0.2,0.01,50,1,0,1,8.12,1,1.45181097324714,0,50,NA,NA,0
100,0.5,0.5,0.2,0.1,50,1,0,0.98,8.12,4,1.45181097324714,0,50,NA,NA,0
100,0.5,0.5,0.2,0.5,50,1,1,0,8.24,23,1.74449571685414,0,50,1.04969265855006,0.222922223338983,50
100,0.5,0.5,0.2,1,50,1,1,0,8.78,57.62,2.5176114368462,4.38406204335659,50,1.91696006932489,0.281060361322488,50
100,0.5,0.5,0.3,0.001,50,1,0,1,12.54,1,3.07199330356413,0,50,NA,NA,0
100,0.5,0.5,0.3,0.01,50,1,0,1,12.54,1,3.07199330356413,0,50,NA,NA,0
100,0.5,0.5,0.3,0.1,50,1,0,1,12.54,4,3.07199330356413,0,50,NA,NA,0
100,0.5,0.5,0.3,0.5,50,1,1,0,12.78,23,3.01891993120394,0,50,0.61945054154486,0.264663486546443,50
100,0.5,0.5,0.3,1,50,1,1,0,13.78,57.62,2.96434595463747,4.38406204335659,50,1.45562883675936,0.268649860566653,50
100,0.5,0.5,0.4,0.001,50,1,0,1,21.86,1,4.96933453435022,0,50,NA,NA,0
100,0.5,0.5,0.4,0.01,50,1,0,1,21.86,1,4.96933453435022,0,50,NA,NA,0
100,0.5,0.5,0.4,0.1,50,1,0,1,22.54,4,5.60324250149967,0,50,NA,NA,0
100,0.5,0.5,0.4,0.5,50,1,0.12,0.24,25.16,23,6.66810868758059,0,50,0.42744401482694,0,6
100,0.5,0.5,0.4,1,50,1,1,0,26.94,57,6.83451624073701,0,50,0.78087528713585,0.253870297315697,50
100,0.5,0.6,0.2,0.001,50,1,0,1,6.34,1,1.59859632305396,0,50,NA,NA,0
100,0.5,0.6,0.2,0.01,50,1,0,1,6.34,1,1.59859632305396,0,50,NA,NA,0
100,0.5,0.6,0.2,0.1,50,1,0,0.84,6.34,4,1.59859632305396,0,50,NA,NA,0
100,0.5,0.6,0.2,0.5,50,1,1,0,6.34,23,1.59859632305396,0,50,1.3194068402146,0.251284243164271,50
100,0.5,0.6,0.2,1,50,1,1,0,6.34,88,1.59859632305396,0,50,2.66124943876366,0.251284243164271,50
100,0.5,0.6,0.3,0.001,50,1,0,1,8.76,1,1.99550515316963,0,50,NA,NA,0
100,0.5,0.6,0.3,0.01,50,1,0,1,8.76,1,1.99550515316963,0,50,NA,NA,0
100,0.5,0.6,0.3,0.1,50,1,0,1,8.76,4,1.99550515316963,0,50,NA,NA,0
100,0.5,0.6,0.3,0.5,50,1,1,0,8.64,23,1.78153797349942,0,50,0.998929635263924,0.201115431111002,50
100,0.5,0.6,0.3,1,50,1,1,0,8.88,88,2.18192949623278,0,50,2.32033920886234,0.230654806478311,50
100,0.5,0.6,0.4,0.001,50,1,0,1,13.08,1,3.01587635755872,0,50,NA,NA,0
100,0.5,0.6,0.4,0.01,50,1,0,1,13.08,1,3.01587635755872,0,50,NA,NA,0
100,0.5,0.6,0.4,0.1,50,1,0,1,13.08,4,3.01587635755872,0,50,NA,NA,0
100,0.5,0.6,0.4,0.5,50,1,1,0,13.2,23,2.96922995583236,0,50,0.586693793805744,0.268877736426573,50
100,0.5,0.6,0.4,1,50,1,1,0,13.96,88,2.94133108837284,0,50,1.86890494968166,0.255242776599476,50
100,0.5,0.7,0.2,0.001,50,1,0,1,5,1,1.01015254455221,0,50,NA,NA,0
100,0.5,0.7,0.2,0.01,50,1,0,1,5,1,1.01015254455221,0,50,NA,NA,0
100,0.5,0.7,0.2,0.1,50,1,0,0.5,5,4,1.01015254455221,0,50,NA,NA,0
100,0.5,0.7,0.2,0.5,50,1,1,0,5,23,1.01015254455221,0,50,1.54646730075518,0.2047908053413,50
100,0.5,0.7,0.2,1,50,1,1,0,5,88,1.01015254455221,0,50,2.88830989930423,0.2047908053413,50
100,0.5,0.7,0.3,0.001,50,1,0,1,6.04,1,1.53808786670797,0,50,NA,NA,0
100,0.5,0.7,0.3,0.01,50,1,0,1,6.04,1,1.53808786670797,0,50,NA,NA,0
100,0.5,0.7,0.3,0.1,50,1,0,0.78,6.04,4,1.53808786670797,0,50,NA,NA,0
100,0.5,0.7,0.3,0.5,50,1,1,0,6.04,23,1.53808786670797,0,50,1.36806265318758,0.251284243164271,50
100,0.5,0.7,0.3,1,50,1,1,0,6.22,88,1.69380624388881,0,50,2.68557734525015,0.271685704732721,50
100,0.5,0.7,0.4,0.001,50,1,0,1,8.72,1,1.78474259277045,0,50,NA,NA,0
100,0.5,0.7,0.4,0.01,50,1,0,1,8.72,1,1.78474259277045,0,50,NA,NA,0
100,0.5,0.7,0.4,0.1,50,1,0,0.98,8.72,4,1.78474259277045,0,50,NA,NA,0
100,0.5,0.7,0.4,0.5,50,1,1,0,8.72,23,1.78474259277045,0,50,0.99082033310176,0.211516794042972,50
100,0.5,0.7,0.4,1,50,1,1,0,8.96,88,2.17555997952017,0,50,2.31222990670018,0.239071995368999,50
100,1,0.5,0.2,0.001,50,1,0,1,9.84,1,2.35051014870893,0,50,NA,NA,0
100,1,0.5,0.2,0.01,50,1,0,1,9.84,1,2.35051014870893,0,50,NA,NA,0
100,1,0.5,0.2,0.1,50,1,0,1,9.84,4,2.35051014870893,0,50,NA,NA,0
100,1,0.5,0.2,0.5,50,1,1,0,10.44,23,2.79328641202291,0,50,0.821673580738099,0.249134358679959,50
100,1,0.5,0.2,1,50,1,1,0,11.4,57,3.14934395500694,0,50,1.64749853284094,0.28001093920365,50
100,1,0.5,0.3,0.001,50,1,0,1,14.22,1,2.16926584025893,0,50,NA,NA,0
100,1,0.5,0.3,0.01,50,1,0,1,14.22,1,2.16926584025893,0,50,NA,NA,0
100,1,0.5,0.3,0.1,50,1,0,1,14.22,4,2.16926584025893,0,50,NA,NA,0
100,1,0.5,0.3,0.5,50,1,0.94,0,14.82,23,2.91155334094068,0,50,0.490414083485197,0.192070763012949,47
100,1,0.5,0.3,1,50,1,1,0,17.88,57,3.87898577108049,0,50,1.18112122139464,0.207256156430902,50
100,1,0.5,0.4,0.001,50,1,0,1,26.52,1,6.91121537496725,0,50,NA,NA,0
100,1,0.5,0.4,0.01,50,1,0,1,26.78,1,7.01976800593459,0,50,NA,NA,0
100,1,0.5,0.4,0.1,50,1,0,1,28.08,4,7.4006067043072,0,50,NA,NA,0
100,1,0.5,0.4,0.5,50,1,0,0.76,37.5,23,11.7512483053799,0,50,NA,NA,0
100,1,0.5,0.4,1,50,1,0.48,0.06,47.22,57,16.2722876983777,0,50,0.57153851001018,0.19817292448539,24
100,1,0.6,0.2,0.001,50,1,0,1,7.74,1,1.68801296058473,0,50,NA,NA,0
100,1,0.6,0.2,0.01,50,1,0,1,7.74,1,1.68801296058473,0,50,NA,NA,0
100,1,0.6,0.2,0.1,50,1,0,0.94,7.74,4,1.68801296058473,0,50,NA,NA,0
100,1,0.6,0.2,0.5,50,1,1,0,7.68,23,1.69561258570946,0,50,1.12478358832269,0.248599505422206,50
100,1,0.6,0.2,1,50,1,1,0,7.86,57,1.66610875015617,0,50,2.0080127337416,0.24574896640956,50
100,1,0.6,0.3,0.001,50,1,0,1,9.9,1,2.51728716952944,0,50,NA,NA,0
100,1,0.6,0.3,0.01,50,1,0,1,9.9,1,2.51728716952944,0,50,NA,NA,0
100,1,0.6,0.3,0.1,50,1,0,1,9.9,4,2.51728716952944,0,50,NA,NA,0
100,1,0.6,0.3,0.5,50,1,1,0,10.14,23,2.70305949106654,0,50,0.850215907850902,0.246440119135443,50
100,1,0.6,0.3,1,50,1,1,0,10.98,57,3.12651595882962,0,50,1.68625737242906,0.282736562334341,50
100,1,0.6,0.4,0.001,50,1,0,1,13.94,1,2.54277688476875,0,50,NA,NA,0
100,1,0.6,0.4,0.01,50,1,0,1,13.94,1,2.54277688476875,0,50,NA,NA,0
100,1,0.6,0.4,0.1,50,1,0,0.98,14.1,4,2.8446153931057,0,50,NA,NA,0
100,1,0.6,0.4,0.5,50,1,0.86,0,15.18,23,3.998418054528,0,50,0.529460516747364,0.261186789634737,43
100,1,0.6,0.4,1,50,1,1,0,17.44,57,5.13555036495802,0,50,1.23943392966465,0.36608712834335,50
100,1,0.7,0.2,0.001,50,1,0,1,6.12,1,1.25584348433348,0,50,NA,NA,0
100,1,0.7,0.2,0.01,50,1,0,1,6.12,1,1.25584348433348,0,50,NA,NA,0
100,1,0.7,0.2,0.1,50,1,0,0.88,6.12,4,1.25584348433348,0,50,NA,NA,0
100,1,0.7,0.2,0.5,50,1,1,0,6.24,23,1.37855292363598,0,50,1.32751614237677,0.216110100350085,50
100,1,0.7,0.2,1,50,1,1,0,6.48,57,1.56804831245854,0,50,2.20263598563352,0.240783829007914,50
100,1,0.7,0.3,0.001,50,1,0,1,7.36,1,1.63831670706645,0,50,NA,NA,0
100,1,0.7,0.3,0.01,50,1,0,1,7.36,1,1.63831670706645,0,50,NA,NA,0
100,1,0.7,0.3,0.1,50,1,0,0.96,7.36,4,1.63831670706645,0,50,NA,NA,0
100,1,0.7,0.3,0.5,50,1,1,0,7.36,23,1.63831670706645,0,50,1.1653300991335,0.233999820666967,50
100,1,0.7,0.3,1,50,1,1,0,7.82,57,2.14466590329,0,50,2.02001691743961,0.25869470932172,50
100,1,0.7,0.4,0.001,50,1,0,1,9.94,1,2.95828135433879,0,50,NA,NA,0
100,1,0.7,0.4,0.01,50,1,0,1,9.94,1,2.95828135433879,0,50,NA,NA,0
100,1,0.7,0.4,0.1,50,1,0,0.96,9.94,4,2.95828135433879,0,50,NA,NA,0
100,1,0.7,0.4,0.5,50,1,1,0,10.36,23,3.1282778727248,0,50,0.843894276911433,0.314671307124634,50
100,1,0.7,0.4,1,50,1,1,0,11.86,57,3.45826428092688,0,50,1.62074387695083,0.341993471790222,50
100,1.5,0.5,0.2,0.001,50,1,0,1,11.56,1,3.51184584292787,0,50,NA,NA,0
100,1.5,0.5,0.2,0.01,50,1,0,1,11.56,1,3.51184584292787,0,50,NA,NA,0
100,1.5,0.5,0.2,0.1,50,1,0,0.96,11.56,4,3.51184584292787,0,50,NA,NA,0
100,1.5,0.5,0.2,0.5,50,1,0.96,0,13.26,23,3.86406785760334,0,50,0.629312971015079,0.342361259317993,48
100,1.5,0.5,0.2,1,50,1,1,0,16.52,57,6.26698508381952,0,50,1.32342124280466,0.448201405588431,50
100,1.5,0.5,0.3,0.001,50,1,0,1,16.68,1,3.77661980385333,0,50,NA,NA,0
100,1.5,0.5,0.3,0.01,50,1,0,1,16.68,1,3.77661980385333,0,50,NA,NA,0
100,1.5,0.5,0.3,0.1,50,1,0,1,16.96,4,3.71406592756318,0,50,NA,NA,0
